Gene_ID,MCF7_ROSA26.KO_DMSO_rep1,MCF7_ROSA26.KO_DMSO_rep2,MCF7_ROSA26.KO_C70_rep1,MCF7_ROSA26.KO_C70_rep2,MCF7_ZBTB7A.KO_DMSO_rep1,MCF7_ZBTB7A.KO_DMSO_rep2,MCF7_ZBTB7A.KO_C70_rep1,MCF7_ZBTB7A.KO_C70_rep2
MYO1G,0.00881651,0.00922137,0.0267367,0.0105196,0,0,0.0226154,0
KIAA1522,23.6836,21.3459,25.3913,24.4867,21.5831,21.6955,22.0969,20.8457
TREX2,0.204825,0.258095,0.309436,0.410776,0.572402,0.334377,0.251337,0.401714
XPNPEP1,7.9863,8.0766,8.02978,8.72359,8.29144,7.80886,9.38518,8.43888
SEMA4G,0.874047,1.28049,1.2752,1.18952,1.96594,1.68915,2.60247,1.98403
BLID,0,0,0,0,0,0,0,0
ABHD17A,15.3786,17.0783,11.6222,15.6648,14.4592,12.4567,15.983,11.861
MRC1,0,0,0,0,0,0,0,0
ARRDC3,9.12194,7.19452,10.888,9.04131,9.16135,10.1921,8.67064,8.52083
NT5DC2,26.4191,25.5371,22.2818,22.4618,34.8857,34.1566,33.727,34.4394
RABEP1,12.9014,13.2655,14.1144,12.4563,11.2266,11.7705,10.9235,12.834
RHPN2,6.37156,7.04128,8.23892,7.67293,6.75102,7.19069,7.60107,7.70398
CAMK2N1,7.17608,7.73818,8.52553,8.97931,7.49061,6.11195,8.10754,7.91267
RP11-315D16.2,2.14035,5.29912,2.18424,3.87066,4.4388,4.53135,2.44191,3.22182
C9orf152,10.0662,6.47381,10.3467,6.87362,6.26149,5.1439,4.51113,5.23708
ZMYND19,24.8406,25.4768,23.6072,23.6427,19.8027,20.9205,19.8485,19.7014
CTDSPL,6.24901,5.71385,4.8129,7.07775,7.34351,7.33806,5.38728,6.94631
FRG1B,8.7491,7.77849,8.9151,8.41387,8.24305,7.90801,8.81318,6.75801
SLC22A1,0,0.0334934,0,0.019038,0.0865094,0,0,0
GOPC,7.64099,6.92766,7.66352,7.35953,7.54733,7.36795,7.30803,7.14627
RBPJL,0,0,0,0,0,0,0,0
WDR38,0,0,0,0,0,0,0,0
HOMER2,21.82,20.2383,19.0525,19.35,22.9747,22.3137,17.6493,18.3065
DMWD,16.1728,12.8438,17.4036,15.5156,13.634,11.622,13.9402,13.827
TCEB2,279.754,263.255,278.179,271.176,254.962,242.198,270.774,236.154
DACT2,0.020065,0,0,0,0,0,0,0
PDE6G,0.149324,0,0.172671,0,0.117049,0.223811,0.0700196,0.15913
STYX,6.27205,7.26863,7.59594,7.31887,7.1806,7.26095,7.99035,7.46823
NANOGNB,0,0,0,0,0,0,0,0
ATG7,21.4873,18.7034,24.3405,22.3932,22.2583,16.1872,21.9715,23.5819
CXorf56,10.6559,11.3426,10.9251,9.68145,10.371,10.2558,9.70825,8.51257
FAM3B,0.111513,0.155938,0,0,0.325149,0.251283,0,0.124609
AC017104.2,0,0,0,0,0,0.103603,0,0
NANOG,0.0432064,0,0,0,0,0.139215,0,0
MYO1H,0,0,0,0,0,0.00625637,0.0246771,0
CNTN1,0.441645,0.438662,0.079402,0.500657,0.135281,0.167706,0.186608,0.134137
FAM189A1,0.0059192,0,0.00598697,0.140063,0.121801,0.00566211,0.0075832,0
BBS4,8.76984,5.54933,7.49781,4.63124,8.34282,7.4438,5.90783,4.36059
CACNA1B,0.00379286,0.0079303,0.00844018,0.00332275,0.00610721,0.111314,0.242478,0.0097989
TRAPPC9,9.27556,10.8094,8.61934,9.96984,9.48453,11.7526,11.404,11.1094
ICA1L,0.468875,0.0953695,0.212937,0.334454,0.46776,0.173728,0.529967,0.133909
CHMP5,55.1891,48.7381,49.0308,45.9054,52.228,44.3225,47.6267,42.1434
HS6ST1,14.5797,10.6006,11.5442,9.70771,15.9055,14.4987,13.6931,12.3288
AC140061.12,0,0,0,0,0,0,0,0
AC099344.1,0,0,0,0,0,0,0,0
OR1K1,0,0,0,0,0,0,0,0
C1R,1.22428,1.14076,1.27458,2.08197,1.14408,1.13893,1.43264,0.961548
SMIM4,21.8214,21.4834,13.1558,12.8713,16.0019,16.0827,13.5457,10.9181
TLDC2,0.138902,0.169731,0.350013,0.219764,0.10145,0.0667852,0.268721,0.238816
RNF144B,1.81719,0.805708,0.988375,0.811587,0.56964,0.290784,0.514562,0.405115
UCHL3,29.045,29.1226,28.513,27.3106,21.4791,24.1272,27.5666,24.8802
MICALL2,2.9324,4.70954,3.73111,4.77092,5.39952,6.13908,5.77207,5.79753
ADRA2C,13.6867,14.5642,11.0121,13.42,18.9633,19.1504,18.5921,17.0677
NUSAP1,32.4663,32.1815,36.4987,34.7012,34.9934,34.1295,39.7561,36.5927
ABCC12,0.0107057,0,0,0,0,0,0,0
TEX14,3.40733,1.7735,1.43655,0.724106,0.774506,0.55587,0.274923,0.218301
SIDT2,7.70346,6.06574,6.25082,5.20008,5.5988,5.69138,3.71843,3.6209
USP14,28.3334,33.6396,28.9783,30.2078,28.7771,29.0972,36.1091,31.0129
PGLYRP2,0.289004,1.12847,0.459859,0.705603,1.69524,1.60186,1.46042,1.65396
DHX35,3.03112,3.64554,2.757,3.52739,2.99274,3.59084,2.73762,2.90751
COASY,34.271,39.9503,35.3783,37.5445,35.1935,32.6515,29.6583,31.3669
ARMCX3,12.002,13.7715,14.1805,12.8034,8.81349,10.1737,11.7362,12.0252
RFPL4B,0,0,0,0.0196161,0,0,0,0
DNAJB13,0.24626,0.0187019,0.0580139,0.231038,0.10237,0.112671,0.0459877,0.074503
EPB41L4B,8.61913,7.65402,8.04959,7.12414,7.40996,6.55884,6.23586,5.43574
HMG20B,106.765,108.647,102.443,119.385,98.0665,92.828,103.85,87.5919
UGT2B4,0,0,0,0,0,0.0164989,0,0
IQSEC1,9.15973,10.0213,8.65604,8.16262,12.9899,12.127,11.4089,10.747
GZMB,0,0,0,0,0,0,0,0
ZBTB22,9.92848,7.18934,7.97063,7.48707,7.60307,8.77211,7.73278,8.01044
ZNF726,3.57499,4.82762,3.98742,4.58744,3.85071,3.97966,4.02087,3.04634
PHF5A,36.7216,33.0488,34.3151,30.3691,32.9069,30.3469,27.8398,29.3174
CORT,0.101107,0.0949017,0.136431,0.0542737,4.52E-12,0.0446845,0,0.0609623
ACVR2A,2.05701,2.08824,2.69712,1.97021,1.98798,1.98526,2.50143,1.98634
MYL7,0,0.233407,0,0,0.0983072,0,0,0
PRIM2,11.7564,15.4529,12.8151,14.612,14.1003,15.1332,12.762,12.633
PAEP,0.0496333,0,0,0,0.545589,0,0,0
SBSN,0.0480953,0,0.124295,0.0190732,0.251824,0.100661,0.207544,0.0944777
ITM2A,0.0197444,0,0,0,0,0,0.0508556,0
ANAPC10,14.2834,18.4091,14.9979,12.3405,15.5982,14.0168,11.9295,12.7656
FRYL,4.58737,3.43179,4.60702,4.84504,4.59166,3.38267,4.99884,4.38701
IDH3B,38.9213,45.5967,39.4415,43.8274,45.005,44.4346,40.4648,42.4541
C22orf24,0,0,0,0.0334214,0,0,0.0364688,0.0727454
KLHL36,14.1067,12.692,12.8233,11.194,13.3692,12.6019,12.9837,11.0123
TAP1,34.1064,20.1042,27.1345,20.5858,24.1724,17.6162,22.9174,14.9344
CYTH2,42.8521,47.1958,48.6195,52.1927,42.2349,46.1065,45.3504,45.6413
PRKACA,53.1109,57.7425,54.8413,60.9917,68.2572,72.7446,72.1184,78.4903
USP13,7.26186,7.11377,7.0852,6.5585,7.8089,7.28438,8.37873,7.26069
EIF3M,67.519,75.2021,68.2557,70.0768,69.083,65.282,62.0809,65.7065
RFPL4A,0,0,0,0,0,0,0,0
KRTAP9-7,0,0,0,0,0,0,0,0
CPM,6.3527,7.31719,8.45324,2.2721,2.71822,5.87575,16.5201,6.74585
TMEM11,10.605,7.3068,7.9677,6.49591,7.28813,6.58407,6.56174,6.09506
PPP1R2,25.3691,26.6927,24.4675,23.8443,33.3738,32.0482,36.1001,28.2111
CLEC7A,0.146376,1.1889,0.683473,0.651328,0.596961,0.485969,0.739804,1.21245
TTF2,12.2858,13.2143,11.0922,9.7731,10.6057,11.3616,10.6742,10.5174
OR6C4,0,0,0,0,0,0,0,0
AC004076.9,1.24E-66,3.71E-82,0,0,4.54E-15,2.27E-108,0,0
HSPB9,0,0,0.177827,0,0.0970271,0.17466,0.235754,0.228464
ITIH3,0,0,0,0,0,0,0,0
POMT1,9.81,8.74363,8.55363,8.61895,9.15843,8.60438,8.77886,9.23544
LETM1,12.7266,12.8735,11.9455,11.4596,11.2065,10.8869,10.7409,10.6825
NIPBL,6.0668,5.29611,6.30005,5.35634,5.15125,5.26991,5.03147,5.59352
KRTAP9-9,0,0,0,0,0,0,0,0
NIPAL1,0.703725,0.65403,0.669698,0.597925,1.56294,1.63518,0.874604,0.861785
SLC12A8,2.07399,2.31394,1.48394,1.69467,2.32278,1.50906,1.34086,1.77548
CT45A3,0.262478,0.165637,0.267769,0.277613,0.129928,0.271487,0.654195,0.362156
SPINK4,11.3001,11.2616,7.01995,4.15489,10.9619,12.0281,3.82461,2.94282
PPP3CA,21.3164,29.3946,34.7079,32.183,27.6581,25.5169,34.9263,29.4228
INSC,0,0,0,0,0,0,0,0
PSG11,0,0,0,0,0,0,0,0
TUBB8,0.323577,0.212743,0.163928,0.336557,0.411954,0.334078,0.417342,0.61583
FBXL22,1.04071,0.426885,0.639137,0.933391,0.322525,0.437559,0.525587,0.204399
ADM2,7.28031,3.56094,6.73443,3.82571,5.55852,4.82601,3.3049,3.39892
IFNGR1,19.5689,11.4483,17.3524,9.8956,13.2138,11.2963,11.1602,9.95469
BCL9L,16.3006,14.6586,15.8966,14.1566,14.4141,13.4581,16.0114,14.3962
AGPAT3,23.1226,22.6073,20.4978,20.5991,18.0218,14.6031,16.3499,14.7691
HIST1H1B,0.393432,0.708695,0.450214,0.197577,0.122594,0.382199,0.220311,0.578074
OR2J1,0,0,0,0,0,0,0,0
PTH2,0,0,0,0,0,0,0,0
BACE1,20.7025,18.3095,19.3602,16.6827,22.4774,19.5659,17.8329,20.5292
AC137932.1,0.972033,0.837651,0.990655,0.928212,1.1184,0.893127,0.847407,0.843468
GPR174,0,0,0,0,0,0,0,0
NME5,0.149921,0,0.0905424,0.10646,0.0328187,0.288938,0.116326,0.0772806
SEC24C,25.7801,29.1399,27.8181,30.43,26.5407,29.5141,31.0629,31.0137
PYDC2,0,0,0,0,0,0,0,0
TTBK1,0.0954035,0.0258229,0.0776863,0.14837,0.0301634,0.0937412,0.0159689,0.0202696
RNF146,16.2153,8.62869,15.626,10.5678,11.5858,10.6895,7.94325,5.76873
HSD3B7,27.1995,22.2465,28.613,23.4782,20.9305,20.9882,25.1817,21.731
ALDH1L1,0.0319868,0.03732,0.0318179,0.0635746,0.0819835,0.0301613,0.196605,0.044534
ERN2,0.00912021,0.0540508,0.0184384,0,0.0100116,0.00873248,0.0116992,0.146583
GLTSCR1L,5.26731,3.66823,4.96391,3.41515,4.04224,3.73397,3.28351,2.90503
YPEL2,1.84413,1.50291,1.64569,1.33592,1.6412,1.61671,2.04976,2.03273
ST7,6.80269,8.72582,7.91089,9.04643,6.05187,6.13651,7.72343,6.36058
BTG2,18.6312,9.5179,16.5191,11.5599,10.1038,7.49779,9.34822,7.19854
SYNPO2,3.43077,3.18528,1.17705,1.24159,2.00238,2.71894,0.548465,0.591734
CENPE,9.67097,8.0951,10.9409,7.81119,9.57802,7.05244,9.1565,7.48182
SIDT1,8.46147,5.01304,8.08487,5.26949,7.72994,5.63681,5.60764,4.9957
FUT6,0,0,0,0,0,0,0,0
THAP4,16.7286,14.3788,14.1558,12.8787,14.3671,14.8355,14.8592,12.5773
GHR,1.14959,1.2846,1.34636,1.51325,0.896534,0.887342,0.994656,1.36839
ZNF541,0.758033,0.560791,1.2844,1.47662,0.829943,0.838065,1.30226,1.12765
AGO3,3.02544,4.19984,3.05454,3.18516,3.03188,3.23809,3.15851,2.63721
OR4B1,0,0,0,0,0,0,0,0
ZNF101,4.21424,2.80954,4.16008,2.69472,4.06661,3.53206,3.39921,2.15173
GTF2E1,7.88942,7.89129,9.75531,10.3289,10.9527,10.9455,11.2014,12.1763
KRT77,0,0,0,0,0,0,0,0
CWC27,26.6674,24.6226,25.3422,25.5076,24.5107,26.2204,24.7196,23.945
TRPM2,0,0.0055411,0.00536098,0.0182766,0.020105,0.0101376,0.0135769,0.0068449
ST5,2.95756,1.8218,1.26169,1.41352,1.50253,1.46576,1.28633,0.981788
DYX1C1,1.96846,1.84248,1.53621,1.16883,1.66735,1.98365,1.62083,1.0464
TCAP,0.280992,0.120884,0.204112,0.120338,0.300921,0.373895,0.222717,0.186337
LNPEP,3.92582,5.19151,4.91296,4.96335,4.83156,4.59849,5.56914,4.2508
C20orf194,0.851524,1.00052,1.05018,0.931685,0.674343,0.597943,0.821619,0.823667
DFFA,15.5029,15.9675,13.6295,11.4797,15.9483,14.8361,13.6957,16.1755
CAMP,0.201572,0,0.134328,0.0784411,0,0.0654781,0.264526,0.172604
VWA5A,0.140134,0.0435286,0.10282,0.0401696,0.0460129,0.0972427,0.0512761,0.0435721
TNFSF4,0.00834957,0.017471,0.00844012,0,0.0275117,0.00799214,0.0107072,0.0107795
CHPF,25.3591,20.6591,20.1978,20.4957,24.633,23.1941,24.7848,19.483
MAEL,0,0,0,0,0.0414122,0,0.0257265,0.0257608
LXN,44.9996,42.2933,47.321,32.2222,13.1818,9.27098,11.2088,7.29459
CLPS,0,0,0,0,0,0,0,0
RLN2,2.84398,1.68575,2.56319,1.42799,1.81558,1.55996,1.51181,2.50337
NBEAL1,1.3477,1.80444,1.44411,1.29899,1.26881,1.47983,1.85686,1.44338
CPXCR1,0,0,0,0,0,0,0,0
MEI4,0.0115869,0,0.0410193,0.0276824,0,0,0,0
CEP76,3.80934,4.04578,3.94961,3.72369,3.4602,2.99506,3.4149,3.20415
IQCD,0.598825,0.705945,0.551092,0.735006,0.845278,1.01904,0.606694,0.765131
GRM8,0,0.00838615,0.0419796,0,0,0,0,0
NPL,2.54855,1.62059,1.22888,1.21626,0.992426,0.914317,0.967211,0.583061
IKZF5,2.62334,2.21114,2.56028,2.1743,2.45001,2.41575,2.46585,2.16893
GLUD1,49.1334,46.2739,44.1394,42.0513,42.8636,41.3851,33.247,33.8381
REEP4,47.1105,43.3621,43.2672,43.0377,38.7668,42.2424,43.5412,42.574
MTRNR2L11,0,0,0,0,0,0,0,0
TPD52L3,0,0,0,0,0,0,0,0
GLB1L3,0.00800209,0.0120228,0,0,0,0,0,0.0148342
PTPN21,0.981382,0.554683,0.399593,0.339529,0.642255,0.563442,0.346654,0.382991
GSTT1,19.3013,21.1788,19.307,20.1278,14.4373,20.0579,15.3498,15.5236
TET2,2.31597,1.84205,2.03361,2.0581,2.1652,1.96233,2.1143,1.89406
SH2D4A,5.18683,3.31633,6.47258,4.59178,4.54498,2.4382,2.76071,3.47849
PELP1,31.5336,36.1752,35.3593,27.5975,33.2356,36.3926,34.8305,37.5128
TREML1,0,0,0,0,0,0,0,0
ELL3,12.1944,10.082,14.208,11.7463,8.63937,7.99597,6.24912,6.58669
ZBTB34,0.909794,0.660153,0.748201,0.794516,0.807692,0.762575,0.872238,0.93907
AP1G2,19.6919,26.8216,25.776,30.5245,23.9444,25.0927,24.8977,26.5234
FAM86C1,11.2665,6.44757,8.67535,5.73972,6.60751,4.49973,5.11159,4.5665
CDYL,27.1153,20.7696,22.6125,19.3666,22.3523,19.6866,19.175,19.2025
RFX5,70.221,55.4249,71.7926,58.3679,67.1878,60.9406,49.9038,55.5715
IGSF9B,0.98166,0.773677,0.606883,0.63324,0.707971,0.582789,0.756155,0.606033
GABRR2,0,0,0,0,0,0.038221,0.0256228,0
OR5T1,0,0,0,0,0,0,0,0
SNRPF,51.591,51.3542,53.4155,55.1064,54.3331,51.7253,50.836,51.0549
NALCN,0.00399293,0.0340765,0.00808043,0,0.00438606,0.00996528,0,0.0470375
VPS37B,7.40985,5.23395,5.8055,4.65599,4.11716,4.16337,3.26989,3.12935
GMPS,64.9617,65.5212,64.5218,64.9561,62.7592,64.3838,68.5192,63.6742
ENPEP,0.849827,0.769698,0.816315,0.697558,0.675396,0.610251,0.73194,0.470461
PTPLA,6.70238,6.24219,5.42945,6.20353,6.47038,5.6095,4.97568,5.33973
MAP3K4,6.24353,4.80052,6.02558,4.97781,5.14845,4.65872,4.37863,4.68725
CD300LB,0,0,0,0,0,0,0,0
SNF8,55.7705,48.9865,52.622,52.6226,48.5635,47.8477,47.5669,48.5795
ACER3,6.79818,7.92376,6.33627,4.59213,7.27775,7.55056,7.3724,6.63585
ZAR1,0,0,0,0,0,0,0,0
STK11IP,4.78418,5.57973,5.19951,5.07141,6.46945,6.877,5.93762,6.32754
EIF4H,179.618,176.502,174.666,180.644,187.894,192.131,189.305,187.366
AC005003.1,1.69517,2.19969,3.28741,2.91865,2.39097,3.22083,3.43155,3.4855
YTHDF3,11.76,9.22258,10.2962,8.54574,9.37992,8.85707,8.70022,8.20238
MORN2,13.6976,12.2863,10.3699,10.2829,11.3704,12.0522,8.81009,9.36581
RAG1,0.0332345,0.0173725,0.0168135,0.0248286,0.0228162,0.0198587,0.0265926,0.0214645
SP140,0.196038,0.131035,0.170024,0.165827,0.145383,0.108278,0.0733801,0.0833333
TRAPPC4,62.9204,64.3445,51.2563,51.5969,60.1365,60.3027,59.2059,50.9895
RAB44,0.0107127,0,0.0108248,0.0127727,0.0117565,0,0,0.0138293
TMEM19,7.69609,6.05556,8.38133,6.00361,8.04038,7.00762,6.6089,7.09648
STMN3,15.8015,13.9011,17.3587,15.0402,24.1993,24.743,22.6915,20.9587
KCNT1,0,0,0,0,0,0.017079,0.00980913,0.0979493
TMCO2,0,0,0,0,0,0,0,0
NAGLU,10.8606,10.2663,13.7667,12.6854,9.78253,11.3683,10.067,9.6967
MAGEB18,0.0174793,0,0,0,0,0,0,0
MAN1A2,22.8537,25.0344,21.6173,19.2246,23.5758,20.3062,23.4388,20.5903
C5orf42,0.020896,0.022912,0.0170966,0.020204,0.192149,0.125894,0.0562915,0.115428
AL603965.1,0.00789276,0.00826081,0,0,0.0173116,0.0378636,0.0304512,0.0101843
TNFSF12-TNFSF13,7.21E-09,6.08E-20,2.38E-09,6.40E-39,2.98E-23,2.46E-34,2.16E-22,1.25E-29
ADPRHL1,23.468,15.1599,21.2771,17.34,17.0009,16.4073,19.3239,16.0134
CENPK,20.6839,17.4083,18.3916,18.4175,20.28,21.0473,19.1884,19.6483
ARSH,0.0167556,0,0,0,0,0,0,0
ESCO1,5.47818,5.19872,5.32823,5.27428,5.1205,5.47699,5.15141,4.46665
ZNF214,0,0.0121336,0,0,0.0127267,0,0,0
ATP6V0A2,2.58941,3.09856,2.53517,2.94605,3.01324,3.27564,3.50082,3.76881
SYNE2,10.6863,11.9715,10.1235,9.66056,10.3251,9.94601,11.3068,9.79383
NRXN1,0,0,0,0,0,0,0,0
OR1A1,0,0,0,0,0,0,0,0
POLR2B,22.477,27.9628,24.9206,27.3713,26.5607,24.8486,32.227,32.9489
TRIM34,3.47957,2.02394,3.28677,2.24185,1.92378,1.18611,1.91407,0.787229
ZNF862,1.77852,2.11375,1.90363,3.5021,2.33361,2.4468,2.97203,3.14261
TSEN2,10.8247,7.32529,8.59851,6.5456,8.98425,7.51079,6.16454,4.70678
HSPA1L,0.666589,0.499482,0.673439,0.528334,0.551791,0.672475,0.598116,0.422779
DRG2,13.1837,11.2933,12.0447,10.3426,10.821,11.4043,9.60083,8.71671
METTL18,8.48251,5.45586,8.10939,5.06557,6.82739,5.50281,3.85487,3.5533
DLGAP2,0.00264224,0,0,0,0.00580586,0,0,0.0104979
USP34,11.2968,10.6008,10.883,9.83784,10.8569,10.5317,11.1195,11.1791
TEAD1,8.97291,8.22379,10.0121,9.15152,15.2787,16.7229,14.5261,11.0015
CHRM1,1.40419,0.750646,1.0754,0.762108,1.08052,1.07327,1.16342,0.787031
TUFM,197.372,188.046,173.501,171.252,176.382,178.191,160.324,152.679
FAF2,28.8836,26.3184,27.6687,25.2674,27.6885,28.5884,25.3788,24.9696
TEX13A,0,0,0,0,0,0,0,0
BRD2,107.627,87.2957,99.9144,84.7358,95.9625,89.8689,98.2597,95.8192
NXF5,0,0.0266317,0,0,0,0.0203184,0,0
SLC25A27,0.029503,0.9635,0.245925,0.0309218,0,0.152596,0,0
RPS19BP1,61.4786,45.7403,45.5369,39.6903,45.3934,43.0113,37.0036,36.9727
DAB2IP,4.71709,4.03673,4.83482,5.28968,9.96092,9.20541,9.03606,8.49454
IL24,11.2446,7.70923,6.91744,3.62104,14.1726,14.5134,6.06108,5.21306
FAM136A,37.3914,35.4448,33.2428,31.8402,40.1623,37.4423,33.9691,35.6071
ALX3,0.457133,0.638004,0.580948,0.322214,0.90967,0.666251,0.413886,0.371353
RFC1,9.32101,11.2799,10.5599,11.8504,9.35667,11.067,12.0497,12.6413
PTP4A1,81.0029,61.4327,71.393,67.8055,98.0739,92.4773,85.8856,82.3755
CCDC84,3.2049,4.54073,3.73393,3.26662,3.31313,3.7457,3.45338,3.28889
PPP1R9B,28.4538,20.8475,26.0315,22.6302,18.4774,17.6264,17.1081,15.9913
DPYSL2,5.20623,4.28945,6.08218,5.95249,4.42562,4.73675,7.63919,7.25986
SYCN,0,0,0,0,0,0,0,0
PGAM1,134.483,139.588,122.633,130.474,142.276,137.857,156.687,138.159
PUS3,6.82055,3.69027,5.11827,3.32686,3.46142,3.61503,2.82705,2.21062
WHSC1L1,14.6981,11.1675,12.7198,11.5428,11.27,11.7204,11.2576,11.446
ANKRD62,0,0.00646266,0,0,0,0,0.0256659,0
CEACAM7,0.0239846,0,0,0.0428741,0,0,0.0307997,0.0154795
PPIAL4B,0,0,0.0379242,0,0,0.0184027,0.0371297,0.0486977
RAET1E,0.0439048,0,0.0751127,0,0,0.0140366,0,0.123896
ATXN7L2,3.73772,3.40676,3.47256,2.91663,3.28621,3.00884,2.79402,2.52133
RALGAPA2,3.11462,2.98225,3.39185,3.11836,4.17968,3.7968,5.36431,4.77618
PTGDS,0,0,0.0609657,0.190693,0.16902,0.135136,0.212309,0.209107
OR10K1,0,0,0,0,0,0,0,0
MORN3,0.117966,0.0494243,0.166449,0.279912,0.491078,0.317669,0.121737,0.152109
TMPPE,0.278752,0.258722,0.318594,0.289655,0.337009,0.27,0.306233,0.344736
EPDR1,3.02015,2.91036,2.32607,2.002,3.13626,2.05821,1.81893,2.24182
STX16,45.9168,39.5257,42.9283,42.749,38.0268,37.8137,35.4085,33.9636
PTGDR,0,0,0,0,0,0,0,0
KLK2,0,0,0.0103958,0,0,0,0,0
LYPD1,1.24486,0.989443,1.32229,1.08506,2.26977,1.91763,3.07011,2.57819
AC002472.13,0.00894129,0.018704,0.0338847,0,0.036855,0.0159304,0,0.0115444
CNKSR3,1.30332,0.952331,1.66909,1.48455,2.8239,2.63828,2.31092,1.8996
DBF4B,7.5198,9.61599,9.44332,7.92808,9.59615,9.59566,8.22597,8.88014
ANKRD37,3.72891,2.98609,2.73656,3.4355,5.3803,2.53885,4.21676,2.67885
RXFP2,0,0,0,0,0,0,0,0
SIX2,0.124272,0.274532,0.460146,0.46042,0.363526,0.516362,1.0114,0.766266
AGAP5,0.498857,0.981172,0.597897,0.515155,0.724938,0.550267,0.749481,0.634742
OVCA2,31.9437,23.2082,25.3061,21.1795,28.1941,23.1511,23.6402,18.4357
BPIFB4,0,0,0,0,0,0,0,0
CDH18,0.131497,0.230591,0.252731,0.506414,0.216499,0.203073,0.385564,0.337171
ULK4,1.75286,1.71971,1.52418,1.60212,1.8178,1.68859,1.43672,1.33117
ANKK1,0,0,0.01182,0,0.0128381,0.0112114,0.0150225,0
ZNF75A,4.83359,1.92063,3.17075,3.37466,2.7589,2.05137,1.91272,1.9484
SLC1A2,2.33284,2.21335,3.99869,3.3609,1.85242,1.77089,2.35248,1.96323
DDOST,129.988,126.833,139.743,136.788,151.048,143.316,161.726,144.673
PVRL1,21.7605,19.2038,20.248,19.3891,19.1956,19.0277,17.7567,17.9213
CYP20A1,2.97926,3.27079,3.84665,2.68272,2.75308,2.27074,1.89204,3.25667
PADI4,0,0.0139862,0,0.0318404,0.0146632,0.0128147,0,0
SNX11,21.0183,9.2552,13.5834,11.3048,9.40479,7.29501,8.46612,4.52303
SNRNP27,14.628,14.8515,13.6746,15.7928,13.7349,14.7031,13.7406,15.3888
DDT,122.344,119.947,122.451,122.357,119.944,110.542,118.498,104.236
CUL9,5.39235,5.46975,5.48433,5.71309,5.01118,4.72116,4.49772,4.51757
POLA1,7.35273,7.78472,7.18893,7.33015,8.45051,8.58726,8.43012,8.52547
GSTA1,0,0,0,0,0,0,0,0
CCDC64B,10.8412,9.61258,9.06966,8.32657,9.00187,8.1153,7.54611,7.0256
ARTN,1.94111,2.59481,1.8134,3.93849,2.36621,1.83299,2.08274,4.36595
TFPI,18.48,20.3757,16.628,15.3654,14.241,13.3448,8.32103,5.85286
PATL2,0.102965,0.0519044,0.0511215,0.138478,0.0876254,0.114882,0,0.0217803
ARHGAP19-SLIT1,3.19635,2.74439,3.10564,3.42853,3.31557,2.65784,3.08419,2.54481
DNAJA4,12.6108,12.1423,12.7966,14.0087,10.7204,8.99094,10.9003,10.9427
CUEDC2,36.2749,37.2003,35.2115,36.9908,34.5064,36.6362,31.3651,27.6143
SUMO2,155.33,173.071,168.394,180.097,168.166,170.282,190.026,180.791
UBE2H,26.0067,22.3271,30.7046,25.8972,22.7786,19.972,22.0922,20.3472
PRED57,0,0,0,0,0,0,0,0
SGK3,3.86402,7.88559,9.03268,8.60337,5.29859,5.7513,7.39207,6.62314
EXOG,1.43482,1.00229,1.01763,0.780485,1.08577,1.17995,0.532735,0.811017
C15orf62,0.120146,0.276545,0.121372,0.25772,0.276841,0.322396,0.354857,0.155082
RAB21,8.55364,7.18464,8.02712,7.92074,7.65526,7.88564,8.50606,8.02258
LATS2,3.4448,2.03368,2.54557,1.96199,2.41372,1.96955,1.41879,1.43436
POLD4,47.4545,37.6091,39.5731,31.6254,37.3267,32.7763,32.6545,26.9396
ZNF662,0,0,0,0,0.00754419,0,0,0
DPM2,23.838,18.4504,20.3792,17.7766,19.3819,17.2011,14.7956,13.9743
ZWILCH,13.6748,15.5433,15.3285,15.7581,16.4238,17.158,16.0883,17.8775
OR1G1,0,0,0,0,0,0,0,0
PHYH,2.30156,1.52492,1.7857,1.70388,1.86752,1.99863,2.07706,2.46335
ADAMTS7,0.0853204,0.0577212,0.0812357,0.0659683,0.14883,0.191982,0.228176,0.226881
OR2T6,0,0,0,0,0,0,0,0
ENSA,365.377,375.292,358.712,363.47,319.836,309.645,300.807,292.708
PNMA6D,0.177451,0.0767039,0.281459,0.152824,0.121343,0.0938264,0.274672,0.260395
TDRD3,4.68841,3.97793,3.69957,3.67625,4.04437,4.03744,4.74471,4.12308
SLC22A15,0.140325,0.151505,0.103976,0.108625,0.156088,0.118805,0.113352,0.060948
LYVE1,0,0,0,0,0,0,0,0
NCK2,13.2041,12.6021,13.915,13.7946,12.8353,13.6045,11.9321,10.6331
LMO2,0.419662,0.0998569,0.230913,0.158694,0.355472,0.054961,0.122816,0.0246061
AMOTL1,3.19249,3.20677,3.62539,3.97092,2.59507,2.32058,3.14164,2.69424
TRIM71,0.0030998,0.0064807,0.0125483,0.014827,0.0783247,0.0622151,0.0515694,0.0760834
STUB1,136.711,139.035,125.123,138.238,128.12,131.025,131.061,122.369
NAA50,120.335,116.158,115.251,110.693,112.429,113.414,112.646,111.94
NHLRC1,2.88458,2.47801,3.94149,2.99021,2.77052,2.40856,2.76688,2.6484
RASSF2,0.0203235,0.0109338,0.061679,0.0485687,0.435265,0.408153,0.51406,0.406869
