Gene_ID,MDAMB436_ROSA26.KO_DMSO_rep1,MDAMB436_ROSA26.KO_DMSO_rep2,MDAMB436_ROSA26.KO_C70_rep1,MDAMB436_ROSA26.KO_C70_rep2,MDAMB436_ZBTB7A.KO_DMSO_rep1,MDAMB436_ZBTB7A.KO_DMSO_rep2,MDAMB436_ZBTB7A.KO_C70_rep1,MDAMB436_ZBTB7A.KO_C70_rep2
COL2A1,0.0598086,0.00934188,0.0238394,0.0359757,0,0.011778,0.0297979,0.0232988
RRN3,18.6106,17.7184,19.3363,17.8077,19.8923,20.35,19.6749,19.2917
PHRF1,11.4172,10.7169,11.867,10.7423,11.138,10.5626,10.8741,10.8788
SMAD3,52.1526,57.9858,52.3282,44.7849,44.8321,47.4526,41.3192,52.03
L3HYPDH,7.65625,10.2565,7.69011,10.4755,10.4037,10.487,9.73448,9.75843
DSG2,23.9885,26.3683,22.1,21.7985,25.0391,24.2862,23.0566,24.7509
IKZF4,0.528952,0.591943,0.30495,0.249969,0.509867,0.367895,0.297632,0.366646
CHP1,44.4253,47.2499,46.4158,51.7563,43.3925,47.9175,40.4149,45.0363
SART1,33.7653,34.4496,35.6909,32.5422,32.046,31.6229,32.6299,31.8184
ADM2,1.18002,1.1539,1.2551,1.63548,1.39683,1.57094,2.00941,1.91596
STX17,4.35819,4.00858,7.80781,4.969,5.86728,4.64762,5.98414,5.41658
IFI27,9.89728,4.6291,9.57761,9.85938,12.2489,14.4639,9.57436,12.9936
COMT,55.4454,54.9021,54.481,53.3815,45.3591,45.0191,43.3567,43.3218
SLC2A14,0.39131,0.970646,1.01352,1.26675,0.756967,1.00048,1.26051,0.951203
ACRV1,0,0,0,0,0,0.0875323,0.0251341,0.105888
PRSS36,0.0192197,0.0883228,0.0782533,0.131279,0.159621,0.0588189,0.0446706,0.109524
MOBP,0.0298453,0,0.0172037,0,0.0160794,0,0,0.0168317
ING5,7.9299,7.62691,8.74407,8.18049,6.6244,8.88683,8.8013,6.62151
APOBR,0.0280909,0.0383967,0.0323973,0.0162907,0,0.0801918,0.0652982,0.110916
ESAM,0.272709,0.29684,1.02366,0.803246,0.14642,0.310508,0.538567,0.506552
MUC16,2.68711,2.76596,2.4891,2.45256,2.96106,3.02733,2.60252,2.40661
SPA17,11.6051,11.4221,10.2613,13.8898,9.0675,10.2853,13.1844,13.6477
EPHB3,0.487754,0.521727,0.287618,0.44609,0.593778,0.657234,0.651425,0.480211
SGK1,45.3855,44.5602,34.6546,33.4439,25.5191,25.626,28.7138,26.0508
RP11-332O19.5,0.113125,0.0369819,0.15608,0.052279,0.0364561,0.128883,0.157728,0.0764895
MC1R,1.29403,1.03286,0.725792,1.43067,1.246,1.32236,1.54847,1.18385
DEFB113,0,0,0,0,0,0,0,0
NDUFB1,128.803,117.588,153.406,146.148,120.962,124.244,131.016,124.823
COASY,31.8599,31.5508,28.5379,33.1255,28.2281,34.7386,30.7668,30.7882
GFPT2,42.3584,46.3246,39.2919,44.4781,46.8227,46.9011,47.0208,49.8087
FKSG63,0,0,0,0,0,0,0,0
COMMD5,28.9362,27.965,24.6783,27.4355,27.2064,25.8714,28.5931,28.5703
RXRB,6.18623,6.95872,6.20062,5.73589,5.22688,6.27405,6.35971,5.48306
PEX10,6.3376,6.48713,6.0988,6.65016,6.42833,5.96582,7.21402,5.95328
ZNF354C,2.07233,1.98726,2.25698,2.26188,2.12742,1.88784,1.65862,1.79066
IFNA17,0,0,0,0,0,0,0,0
PRDM13,0.135647,0.338126,0.401508,0.650215,0.333498,0.773034,0.810658,0.546157
CT47A4,0,0,0,0,0,0,0,0
PXDN,33.8258,38.9185,28.7752,29.1136,40.2435,40.6457,30.2705,30.5492
KRT36,0,0,0,0,0,0,0,0
APRT,96.2373,87.2733,117.912,110.356,92.0087,95.2482,111.986,110.341
UNC5CL,0.0316783,0.11685,0.0363056,0.0729,0.0331527,0.0348737,0.110162,0.0862384
ZNF415,1.5276,1.60955,2.19303,1.47738,2.53977,2.06065,1.78806,2.13616
AP3B1,18.0936,18.8388,17.4166,19.2509,16.6521,19.248,18.3519,18.3726
UNC5A,1.83725,1.71793,1.62683,2.10748,1.4325,1.8832,2.28581,2.68432
IL4I1,0.478906,0.598298,0.94696,1.01255,0.88443,0.944678,1.17453,1.81864
APOPT1,24.3883,25.7959,29.9578,34.6324,26.2287,25.645,27.2822,28.5662
OTOF,0.00915209,0.020013,0,0,0.0197747,0.0208949,0.0106393,0.0103313
SPOCK3,0,0.0416369,0.129328,0.0654109,0.174563,0,0,0.454951
MAZ,80.863,68.8394,73.0618,62.3188,77.7548,83.7488,69.0592,74.7851
IFITM5,0,0,0,0.115174,0,0,0,0
IRF8,2.23873,4.42408,5.22659,6.74769,3.38848,3.37326,7.9382,4.73817
CCDC63,0,0,0,0.0355951,0,0,0,0
THAP2,1.40024,1.48146,2.04482,2.97976,2.04066,1.84833,1.44892,1.33295
SLC25A33,2.80787,3.01761,3.29431,3.89512,3.00503,3.32175,3.13005,3.18154
GHSR,0,0,0,0,0,0,0,0
TEKT4,0,0,0,0,0,0,0.178065,0
ZG16B,0.328039,0.116157,0.551843,0.187036,0,0,0.344887,0.300723
MSMP,0.865492,1.97553,2.47456,1.91676,2.81321,0.834627,0.858863,1.78927
DHRS2,2.52433,1.29579,3.9887,3.56812,2.13134,2.27311,3.82389,4.26525
OR1D5,0,0,0,0,0,0,0,0
MRPS12,28.6941,24.6031,33.2541,29.4812,28.0372,28.1105,29.9568,29.5178
FMNL3,3.72195,3.44146,3.68703,3.16942,3.63341,3.85267,3.45636,3.4759
ZNF320,2.19079,4.47552,4.26675,4.4297,5.38508,5.14892,6.13233,5.43585
ARHGAP17,19.4499,19.5175,16.7548,16.0176,20.2671,21.0856,17.6708,17.6042
UFC1,51.0653,47.3492,50.2653,50.2453,46.3925,48.4136,47.0107,49.3424
GPNMB,12.5375,12.2719,16.3632,14.5858,11.8982,11.6801,14.2405,14.3614
FLT4,6.42481,4.90339,8.09102,10.885,4.96378,5.85982,6.50337,6.33902
TMEM225,0,0,0,0,0,0,0,0
SGSH,9.70405,8.73923,8.64413,7.20765,9.71813,8.03801,7.76156,8.0714
STARD3,14.3828,13.3745,12.8937,11.3549,12.3688,10.2254,13.0561,12.0709
KCTD16,0.00890323,0.0227447,0.0942477,0.023679,0,0.00677952,0.0341972,0.0167625
UBE2D4,5.22657,4.7133,5.41091,5.0657,5.33225,3.6363,4.25616,4.58613
PRKAG1,17.7032,20.4228,20.025,18.6945,14.3401,17.9502,16.7571,17.0947
ZNF606,2.01654,1.98065,1.48678,2.29766,2.99649,2.42233,2.52047,2.89214
LMO7,10.6351,10.7687,8.30411,10.593,9.14435,8.45388,7.52374,6.91224
ABLIM3,8.46291,7.96262,5.64223,5.24994,7.7628,7.07045,5.52121,6.04272
SH2D5,7.98182,6.8976,9.74926,6.37015,6.59113,5.79992,7.52476,9.00316
MOCS1,2.82933,2.44185,2.1333,2.06758,3.71002,2.90175,2.02144,2.2395
PTOV1,28.9345,34.0549,26.8101,26.0144,27.3833,31.5064,25.9565,28.7023
PSG2,0,0,0,0.155675,0.0724097,0,0,0.114303
GPT2,12.0185,12.6471,11.4526,10.679,15.6228,13.6021,14.6403,8.76212
HAS3,5.22114,5.56232,10.3445,8.20875,6.23459,5.58694,11.659,10.292
MYPOP,2.5618,3.13078,1.77107,2.47258,2.86016,3.51266,2.12583,1.94341
SH2D1A,0,0,0,0,0,0,0,0
SIRPB2,0.0749747,0.0191811,0,0,0.0567725,0,0,0
PAX7,0,0,0.0332477,0.00904408,0,0.0412714,0.00903945,0.0438925
LRRC30,0,0,0,0,0,0,0,0
PWP1,29.0647,27.7602,31.4649,33.5134,29.1218,26.9465,37.1606,30.342
SHISA4,3.32566,3.16842,2.27042,3.25358,2.59516,3.13471,3.01384,3.05543
PLEKHG3,3.66605,4.32053,4.85565,4.26111,4.9378,4.80672,5.00337,4.53285
IFIT3,18.5161,20.7757,31.8792,33.2727,31.6841,25.267,39.6223,38.226
TBC1D17,7.48984,9.0144,8.04746,8.26295,7.5993,8.86116,7.31369,8.38518
ACPP,0.404568,0.207409,0.217507,0.353544,0.078277,0.139491,0.118188,0.160634
CXCR3,0.0315776,0,0,0,0,0,0,0
GDF10,0,0,0,0,0,0.0217842,0.0444187,0
RAET1E,2.16069,4.36466,4.81666,5.049,2.9068,2.80485,3.12155,2.90857
MAGEB18,0,0,0,0.0317586,0,0,0,0
CETN3,9.00417,11.0451,9.98634,10.668,7.53843,10.6247,8.70286,10.6062
MAN1B1,20.4722,20.7224,15.5798,16.8888,19.7625,17.6018,15.4337,17.1164
PARN,16.2542,14.9207,15.5614,13.7866,16.5637,18.0152,19.3466,17.1575
FGF17,0.0295901,0,0,0,0,0,0,0
ORC2,6.62646,6.90869,6.93562,6.00789,6.65969,7.08483,6.40132,7.05384
SLC46A3,0.930718,1.09866,0.949625,1.29976,1.02454,1.16582,0.839655,1.09295
CACNA1B,0.372772,0.170045,0.570425,0.296595,0.337153,0.464361,0.995249,2.01481
HBE1,0.072032,0,0,0,0,0.189548,0,0.187562
CNN3,43.6547,49.0031,37.6092,37.4615,44.7731,47.64,40.4915,37.0413
OMA1,9.23779,10.1767,8.41177,9.50648,8.06813,9.62701,6.08024,9.23092
AP000322.54,0.0983099,0.105231,0.220173,0,0.102484,0,0,0
ANKRD63,0,0,0.0576339,0.115517,0,0,0.0587606,0
TMSB4X,3465.56,3385.47,3038.67,3104.24,3325.05,3311.93,2959.91,3014.15
SAP130,26.7868,24.7575,33.5069,30.3801,31.5514,31.821,33.8842,32.4838
MAK16,8.71617,9.02817,10.05,9.83995,9.78943,9.31329,9.20478,11.2112
TANGO6,2.52877,2.53751,2.79639,2.38321,2.44855,2.0718,2.67721,2.15106
HSFY1,0,0,0,0,0,0,0,0
NKAP,11.7575,12.0524,13.0765,12.6758,11.9314,11.5357,13.6748,12.0369
HS6ST1,7.21598,6.80226,7.18667,6.90265,7.22844,6.49924,6.7783,7.07605
MLIP,0,0,0.0767199,0,0,0,0,0
TRIM6,2.49365,3.33314,1.98869,2.02368,2.19307,3.32496,1.87663,1.97984
PCBP1,148.399,148.818,146.802,154.291,153.679,149.272,146.971,148.824
CLPSL2,0.408659,0,1.32169,0,0,0,0,0
CYP7B1,0.108738,0.237034,0.200099,0.251357,0.163588,0.322135,0.379041,0.147062
FGF9,0,0,0,0,0.0112494,0.0118909,0,0.0470431
KIAA0319L,16.6824,14.6653,12.7931,13.9037,15.4985,17.31,14.3657,15.7927
ZCCHC10,13.8494,11.9876,16.6393,14.3992,15.1771,19.1173,13.6082,21.699
PSMA7,334.027,344.937,320.51,331.61,316.32,329.824,298.89,291.06
FAM114A1,34.8264,45.3011,31.9829,35.2738,36.2208,37.1579,29.4129,39.1035
DNAJC7,41.845,43.6736,50.6543,45.8988,43.4265,41.4884,50.7033,46.3088
FAM213B,10.6319,15.8226,14.4726,16.9345,18.5106,19.7822,18.9479,16.8769
IRF2,8.31502,9.01068,9.93165,8.32397,8.13354,9.40394,7.35777,8.83465
HSPA12B,0.0454975,0.0979093,0.139796,0.10479,0.0816604,0.0258339,0.193789,0.102585
PRRT1,0.279279,0.368562,0.311694,0.585078,0.471443,0.424392,0.511257,0.343484
KIAA0020,51.9319,48.264,60.3906,56.8673,48.9244,50.1105,50.8453,50.222
ERCC6-PGBD3,0.682237,0.841497,0.936625,0.802941,0.914317,0.960162,0.875467,0.677496
PRR18,0.0684749,0.186789,0.19721,0.420578,0.0184301,0.214688,0.198943,0.193044
TMEM196,0,0,0,0,0,0,0,0
EIF1,337.773,314.376,329.783,339.523,336.429,300.457,299.682,311.273
CECR6,0.0558351,0.0122019,0.0914259,0.0518751,0.0120513,0.0637073,0.0814892,0.126021
NTS,0,0,0,0,0,0,0.157726,0.0508937
OSTM1,19.554,21.4401,21.4949,21.4041,22.1334,15.3119,20.8481,21.4599
OR2M3,0,0,0,0,0,0,0,0
RNASE7,0.0700639,0.0380613,0,0,0,0,0,0.0394178
RRNAD1,7.78383,9.98762,10.0016,10.6651,8.87787,8.78816,9.23837,8.88308
GAGE12F,0,0,0,0,0,0,0,0
11-Sep,17.8894,16.0775,16.6114,15.0347,15.9271,14.955,18.4805,16.5265
ESRRG,0.0911978,0.314454,0.0192043,0,0.0179804,0.213298,0.00965492,0.0187866
ARHGDIA,136.942,128.249,131.567,126.029,120.675,112.783,115.487,103.729
FAM72C,3.87248,3.93326,5.1357,5.18815,4.38595,5.47994,5.14847,4.46993
DCTN4,22.5607,22.3773,23.8574,21.3666,24.4497,22.9003,22.6338,22.6054
GEM,3.01712,4.45029,6.98408,6.25081,3.63259,3.56539,4.89075,5.53555
DEFB107A,0,0,0,0,0,0,0,0
TMEM192,12.3247,10.06,19.5333,14.3393,13.1521,12.2134,17.1055,16.3193
ARL8A,11.938,13.0835,12.4838,13.3095,17.1917,17.4022,15.3909,16.617
CNTROB,26.7586,23.3996,28.2322,26.0558,29.6924,24.6895,23.813,24.5748
LSM7,61.5559,56.2559,54.4255,65.3968,62.4618,59.3937,59.516,62.0769
TRAPPC9,13.6988,13.8545,12.1415,12.9582,14.4776,14.9627,15.3961,15.1773
ALG12,1.89115,2.41612,2.02211,1.66072,1.74354,1.7773,1.48187,1.88347
AL645922.1,0,0,0,0,0,0,0,0
PPP2R5C,66.1162,64.7161,61.7661,53.8934,59.2612,67.0333,58.0123,63.0984
CD34,0.0184119,0.0401738,0.0184026,0.0213123,0.0594453,0.0629752,0.230599,0.0207627
NIPSNAP1,28.8022,28.7522,26.3561,27.3205,27.008,27.4843,25.9601,26.8019
WDR6,30.2712,26.1303,33.2184,33.0411,29.951,28.6113,34.7751,33.4728
NFX1,12.3456,11.5277,15.8854,15.1487,12.3712,11.9491,16.0854,15.2483
SLC7A2,4.05903,4.45334,4.23433,3.85339,4.11735,3.83371,4.24342,3.5273
NDUFC2-KCTD14,0.228666,2.32E-05,1.30443,0.000334223,0.548774,2.87E-05,0.0001106,0.861679
KRTDAP,0,0.318803,0,0,0,0,0,0
CDS1,0.745588,0.782799,0.759189,0.79802,0.402546,0.548577,0.376337,0.498281
ZNF443,0.830429,0.731808,0.842845,0.800282,0.722025,0.870601,0.914448,0.965889
PCCA,27.1556,29.977,23.7766,25.9975,28.4395,27.7041,22.3694,22.946
CPNE1,132.404,130.586,124.7,132.692,143.232,132.135,127.579,127.259
UMOD,0,0,0,0,0,0,0,0
RXFP4,0,0,0.0574217,0.115094,0.0535762,0,0,0
ACP1,104.287,98.2741,95.2977,93.3912,97.452,98.2288,104.366,93.9337
CHD1,9.42618,9.65195,9.9509,9.15431,9.76616,9.42897,9.77092,9.58328
TSHB,0,0,0,0,0,0,0,0
TM2D1,10.2918,10.8028,14.3578,14.324,13.1895,11.3828,12.2938,13.5698
CDNF,0.95292,0.761669,0.247503,0.423385,1.02307,1.08294,0.120725,0.307135
POLR3GL,21.696,20.7463,21.1904,20.7864,18.8607,20.1362,18.7174,18.0822
CAPN6,0.0259206,0.0136859,0.029941,0.0145415,0.0135139,0,0.0436887,0.0900441
CAPNS2,0,0,0,0,0.0637144,0,0,0
AP001925.1,0,0,0,0,0,0,0,0
STEAP4,0.0590057,0.128996,0.0908708,0.0685683,0.0955871,0.162908,0.182912,0.114541
MAGEB1,0,0,0,0,0,0,0,0
ZNF266,4.20198,3.52889,2.86069,3.07974,3.43903,3.61827,3.31505,2.7871
POLD2,87.3941,93.5462,94.5059,88.5813,78.089,88.8138,79.4177,80.4204
PROM1,0.0111021,0.0181499,0.0191634,0.449529,0.0246046,0.0379268,0.0582482,0.110516
IKBKAP,15.7508,17.2669,16.2973,15.1102,15.945,17.3386,15.2121,16.3247
GAGE12H,0,0,0,0,0,0,0,0
SLC6A6,10.8949,13.2547,11.2809,12.9683,11.9223,11.6935,12.5376,12.5706
RHOH,0.172576,0.0975795,0,0.188795,0.0488522,0.172618,0.0237066,0.38224
DNAJB14,3.04422,3.21409,3.12854,3.30015,3.37466,3.10521,3.01073,2.88817
SMCHD1,9.28827,10.1646,9.80634,9.75201,9.65476,9.8919,8.93987,9.54362
MUC8,0,0,0,0,0,0,0,0
DUSP11,18.9368,18.2072,21.3855,21.9359,17.4305,18.8135,20.4535,19.9844
RREB1,7.1513,6.13064,13.1209,6.69959,6.54133,10.3088,5.10124,5.64606
NUP62,25.9382,22.7379,28.6097,26.948,25.5952,26.3643,29.6132,27.6436
B4GALT5,29.1335,29.6908,32.5804,32.8096,30.2405,30.4066,31.8404,32.1459
MYO1H,0.0204763,0,0,0,0.0110502,0.0233658,0.0118993,0.0340196
COPS7B,23.1896,22.6068,21.517,20.3369,27.6587,24.8138,22.599,21.8945
GLDN,0,0,0.0110025,0.0110697,0.0205731,0,0,0
PEAK1,1.37372,2.13753,3.00264,2.26811,2.26791,1.31793,2.7306,1.51687
ZNF891,0.437199,0.374293,0.257793,0.286628,0.338034,0.467129,0.326042,0.386212
NIPAL1,0.440228,0.258521,0.584147,0.587805,0.449255,0.344299,0.426482,0.515391
ADH7,0,0,0,0,0,0,0,0
CR2,0.0342961,0.0251953,0.0133002,0.0267762,0.0248985,0.0131473,0.0536407,0.0390423
TMPO,28.6647,31.0545,31.4875,31.8393,31.6126,32.643,31.2524,32.301
GTF3A,39.5956,43.128,42.3944,42.2656,47.447,48.0467,43.335,41.4027
DNAJB12,13.3032,11.4268,11.6464,10.4272,11.6448,11.4316,10.1412,10.7405
OPN1LW,0,0,0,0,0.0469653,0.0501039,0.0511995,0
GPRC5B,5.89493,5.91412,6.82698,7.04405,4.59267,4.84181,5.40423,6.41072
OPN4,0,0,0,0,0,0,0,0
CFC1B,0,0,0,0,0,0,0,0
C3orf22,0,0,0,0,0,0,0,0
ARRDC5,0,0,0,0,0,0,0,0
GLYATL3,0.315629,0.0569149,0.459886,0.609493,0.420567,0.298502,0.339804,0.384145
C22orf31,0,0,0,0,0,0,0,0
PPP3CB,19.4187,19.9671,20.7842,21.7415,16.5066,18.6952,17.9373,19.6809
ARFRP1,10.4903,11.7155,9.96824,10.3381,10.6387,11.322,10.627,10.6627
AP3M2,3.74878,3.41983,4.721,3.72841,4.35998,3.48151,3.57429,3.69489
VCL,53.1061,56.3782,48.9708,51.9594,56.7095,55.4312,56.2658,56.9874
RTN4,147.444,169.042,163.048,174.512,138.433,145.76,143.782,140.681
PFKP,85.7157,89.2899,79.3606,78.4572,96.4675,102.765,91.6378,92.5327
CCR8,0,0,0,0,0,0,0,0
CCNT2,5.32569,5.31948,4.47354,5.23191,5.14599,4.37994,4.4632,4.31848
CA3,0,0.031213,0,0.0661008,0.061477,0.032655,0.0333217,0.0323016
FAM118A,3.22572,3.38014,3.43281,3.46637,2.69417,2.9984,2.98596,3.07152
VN1R1,0.166922,0,0.0953127,0.191199,0.177934,0.0948511,0,0.0938327
NBN,9.06368,9.70422,8.57618,8.72092,9.25532,8.4785,8.83014,7.32287
FANK1,0.371012,0.355849,0.388378,0.341033,0.408477,0.631154,0.935057,0.692987
GPR35,0.175622,0.261291,0.43985,0.0735631,0.17992,0.273692,0.195558,0.422701
MCMBP,54.882,52.222,51.2823,53.4464,52.1825,52.4185,47.368,48.2577
FAM102A,12.7465,13.9605,13.7402,14.1127,16.7133,16.7771,17.2245,16.7567
STT3B,25.0497,27.2867,25.8673,27.6351,25.1376,27.2674,25.6242,27.9562
KCNK6,0.295784,0.170852,0.420881,0.463434,0.299677,0.337212,0.424618,0.529736
FKBP10,54.7422,59.2932,54.7712,57.1151,62.4644,61.5476,60.7704,62.1116
FNDC3A,13.8428,15.2469,15.3635,16.1359,15.283,15.9001,15.8756,16.467
NR3C1,19.318,20.043,17.0167,15.4241,17.6977,19.0674,17.511,15.7044
INSL3,0,0,0,0,0,0,0,0
APOA1BP,87.8993,86.0823,89.7447,94.5405,84.7058,91.6732,90.2723,90.7066
IKZF5,1.74562,2.45334,1.82804,1.78349,2.11297,1.88267,2.05152,2.28427
MANEA,4.62227,4.93308,3.16329,3.94012,4.08771,3.96538,3.55917,4.0866
KAZALD1,0.92726,0.785305,1.62699,2.22871,0.967176,0.909323,1.67573,1.79893
DCAF5,7.54862,7.31469,7.7296,6.38831,8.00581,7.30052,8.22064,8.34379
HLA-C,262.709,261.78,225.757,249.484,267.728,252.913,232.589,238.174
GALNT18,4.30212,4.46801,5.34096,4.91426,3.05898,3.11288,3.45609,4.17562
GJB4,0,0.0176645,0.037304,0,0,0,0.0376207,0.0547621
NHP2,347.045,325.519,377.21,337.491,360.74,361.717,349.671,359.107
ACR,0,0,0.0849336,0.0426133,0.118978,0.0844352,0.043113,0.117151
TRAM2,6.7491,7.14468,5.45036,5.59299,5.93467,6.17434,5.21439,5.3841
RP11-111M22.2,0.583801,0.359587,0.266019,0.615385,0.226057,0.511103,0.448279,0.451923
GSTM4,18.1352,18.3082,15.0862,13.3129,16.4093,15.6736,14.3967,14.1384
PSPH,19.5062,24.001,16.9869,20.2722,19.1051,21.895,17.7064,18.5726
C8orf37,0.580929,0.678685,0.654515,0.548559,0.568083,0.755089,0.549591,0.64015
ZNF503,7.00189,11.2531,7.69821,10.1316,9.52866,11.5931,10.466,9.6769
TP53I11,12.9335,13.0729,16.2506,15.1027,14.0159,12.5673,17.457,17.9873
ESM1,5.93307,5.04729,27.9968,23.8533,5.41543,5.47693,19.808,16.6492
ADAP1,7.90396,7.94957,8.92675,10.9469,8.65521,7.24945,8.71988,9.22239
HSD11B1L,0.439026,0.705635,1.10538,1.18471,1.14775,0.752471,0.919092,0.849045
ATXN3L,0,0,0,0,0,0,0,0
SLC2A4,0.142216,0.157463,0.151205,0.197117,0.242369,0.0747617,0.170645,0.563258
VWC2,0.003686,0.0161398,0.00853348,0.00859068,0,0.00420977,0,0
SPECC1,13.6311,14.4456,12.9686,12.9226,14.4856,14.6598,13.2266,15.3883
STXBP5,6.67762,7.0448,5.50392,5.17412,6.28707,7.23301,4.59613,5.27856
CACNB2,0.0294097,0.0852817,0.0518827,0.0675912,0.0942323,0.0509083,0.0842351,0.0328762
ITGAM,0.581894,0.50185,0.856422,0.572156,0.745181,0.799847,1.05846,1.09506
LRRC47,15.2029,13.9658,14.7241,16.3663,16.1572,16.3124,15.7317,14.9285
TAS1R1,0,0,0,0,0,0,0,0
PPP1R14D,0,0,0,0,0,0,0,0
AC007390.5,16.6389,13.2056,15.4627,17.9614,13.939,16.6006,17.0978,16.3838
LAD1,0.50735,0.663319,0.537203,1.86156,0.915476,0.624126,0.683741,1.33494
FRMPD1,0.0087279,0.0286294,0.0484487,0.0405923,0.0471465,0.0768769,0.0304405,0.0295621
NDST2,4.69196,4.9811,5.4214,5.4281,4.46034,5.01657,4.84952,4.72752
FRMPD2,0,0,0.020059,0,0,0,0,0
RBM39,98.0558,87.1673,91.7429,92.9247,93.2531,90.8432,92.3294,89.4945
SRP68,28.5551,31.1127,27.6652,29.7182,30.0107,30.1796,29.8642,30.2715
HSD17B12,35.2743,32.7713,33.501,35.2605,30.027,31.4926,31.2507,33.5596
RPS25,363.777,354.522,367.106,380.263,366.222,355.867,327.495,334.933
RP11-865B13.1,0,0,0,0,0,0,0,0
SLC16A1,34.9194,35.4835,33.4653,36.615,38.5188,37.4719,40.9469,41.646
TRIM50,0,0,0,0,0,0,0,0
ATN1,56.0535,55.9038,49.9352,49.628,55.1476,55.7669,50.746,50.0543
KCNJ4,0.211323,0.332557,0.485793,0.37964,0.327783,0.401219,0.682023,0.555608
WIPI1,7.17281,8.2683,9.2528,8.3942,6.00243,6.40943,7.79575,7.45249
LGALSL,7.42149,5.01228,5.27143,6.27663,7.88706,4.43727,4.66429,6.07063
BPIFB2,0,0,0,0,0,0,0,0
PRAMEF19,0,0,0,0,0,0,0,0
OFCC1,0,0,0,0,0,0,0,0
CEP192,3.66344,3.33906,3.37243,3.35604,3.49819,3.48351,3.93919,3.58097
TMEM194A,4.82892,4.14714,4.98112,5.33426,4.95093,5.01741,6.14439,6.02287
GNB5,27.7559,28.3765,22.8993,19.5723,26.3658,25.8158,21.8811,22.2972
WDR83OS,40.243,38.1002,36.7348,31.9607,42.0431,41.6898,36.1087,35.284
EMX2,1.39229,1.03691,1.76975,2.46439,0.801442,0.866447,1.06713,1.60688
C4orf33,3.53102,3.12044,3.0962,3.00672,3.13013,2.84187,4.75957,3.47081
SLC20A1,58.1867,50.8458,62.0835,61.1038,48.4033,47.4237,53.089,49.6008
AC010646.3,9.51E-159,1.41E-243,0,4.57E-70,0.0224749,0.464666,5.63E-132,8.66E-106
GTF2H1,17.2626,16.9457,16.5189,15.1186,17.4476,16.0513,19.1954,17.8956
MGAT4B,146.612,150.498,130.113,136.336,143.758,145.88,120.116,122.778
SORL1,0.730543,0.995973,0.456141,0.53737,0.939269,0.894991,0.67955,0.721232
MTHFD2,103.043,107.989,110.095,106.336,100.946,107.257,113.589,109.214
SVIL,13.6253,12.9951,14.0347,13.2376,15.3952,15.1472,14.687,16.0533
NRM,10.303,9.6312,11.6995,12.0151,10.576,8.89446,11.6009,10.1511
GNAT2,0.203192,0.176374,0,0,0.0433383,0.092382,0.0471859,0.182779
APLN,2.00901,2.47907,2.295,2.84508,1.52531,5.87976,3.03286,1.73395
GPATCH8,8.07372,9.33505,7.61385,9.4396,7.99057,8.0618,11.4865,7.85459
WDR62,11.3182,10.0185,13.0431,11.4364,11.4724,10.6983,12.5497,11.9538
ZNF678,2.46792,2.38782,1.80811,3.4741,2.34114,2.97683,3.83076,1.70069
GTF2A1,4.71511,4.66406,5.24282,6.09942,4.40398,5.45123,4.16586,5.67139
B9D2,2.31048,2.04787,1.27756,1.88526,2.57112,1.54504,2.19968,1.79448
EBNA1BP2,141.868,125.788,160.48,151.21,144.726,140.117,163.058,152.991
BBX,29.0214,29.4603,23.3995,31.7129,31.0682,34.1007,26.5099,32.7388
CPA2,0.197816,0.0858759,0,0.0453614,0.0844198,0.0449751,0.137818,0
CLEC17A,0,0,0,0,0,0,0.0890049,0
ZNF335,4.45857,4.38125,4.92193,4.57161,4.65213,4.14552,4.41242,4.51083
OGFR,19.8638,20.918,20.3743,20.9886,22.6703,24.309,21.1589,22.3568
ZNF804A,0.0185865,0,0,0,0.010037,0.0106061,0.0108032,0.0104899
DPYSL4,10.5458,9.29295,11.9321,9.92021,13.1763,12.3762,15.5959,14.9104
VSX1,0,0.0243158,0,0.0285634,0.0531209,0.028186,0.0259252,0
GBP6,0.0234118,0.0166851,0,0.0270389,0,0,0,0
HS6ST2,1.8014,1.34982,3.41791,3.02689,1.32514,1.40954,3.27515,3.10455
FAM220A,10.7777,12.1469,13.3892,13.3789,12.7732,11.8378,13.6275,12.9407
CSRP1,49.1698,45.3462,48.9438,46.2338,31.7857,33.9623,40.0337,40.5377
CDX2,0.0217799,0,0.0502932,0.0126486,0,0.0124257,0.0379759,0.0122898
MICU2,19.0271,28.7852,22.1071,33.6727,32.4938,33.1354,26.5069,28.7511
SLC39A1,113.229,107.846,117.829,121.802,116.79,111.779,122.798,115.017
ZDHHC21,1.23215,1.10788,0.985883,1.15247,1.16975,1.15599,1.08643,1.25711
OR6C70,0,0,0,0,0,0,0,0
TXNRD1,188.257,190.908,223.847,206.125,185.47,187.591,218.267,237.308
ZRANB1,4.48313,5.02679,4.31858,4.40734,4.26621,4.17851,4.65912,4.60136
IL31,0.07229,0,0,0,0,0,0,0
SP100,23.4779,27.8276,23.9621,28.1614,29.2614,27.8949,27.718,29.5689
CRB3,0.165354,0.909166,0.480544,0.116017,0.416112,0.281889,0.205997,0.624247
TESC,1.27691,2.66233,5.084,4.19115,2.6721,2.33713,4.88328,4.87774
CLUH,66.9017,62.5254,66.6156,62.5309,78.227,57.7737,58.0533,59.3647
KIFC3,41.4617,43.73,46.3705,41.149,32.5364,34.0912,46.0713,37.3029
