Gene_ID,MDAMB436_ROSA26.KO_DMSO_rep1,MDAMB436_ROSA26.KO_DMSO_rep2,MDAMB436_ROSA26.KO_C70_rep1,MDAMB436_ROSA26.KO_C70_rep2,MDAMB436_ZBTB7A.KO_DMSO_rep1,MDAMB436_ZBTB7A.KO_DMSO_rep2,MDAMB436_ZBTB7A.KO_C70_rep1,MDAMB436_ZBTB7A.KO_C70_rep2
KIAA1430,8.70973,7.35369,8.25264,7.83283,6.22295,7.29628,8.33638,7.61999
HEATR5A,16.339,21.3826,20.2507,18.824,16.7806,23.1604,18.5639,18.8537
PCYT1A,17.4357,18.4937,18.8332,16.1721,17.7947,21.598,17.6085,18.9145
FITM2,1.55743,1.45334,1.36027,1.3355,1.02557,0.899535,1.09291,0.911125
ENPP3,0.0382715,0.0615457,0.0331529,0.0217681,0.0154928,0.0214395,0,0.041484
C7orf60,2.55298,2.55537,2.51077,2.0085,2.36271,2.54145,1.5074,1.89315
KIAA0895,2.31163,2.4061,1.6046,2.20959,2.51429,3.05499,3.18207,2.18278
SCXA,0.803157,0.867071,0.945788,1.17478,1.06163,1.22554,1.16478,0.831459
EZR,96.1399,93.8046,102.497,98.6119,98.9709,103.341,108.337,111.161
BEX1,45.8635,39.2758,38.2824,28.7008,29.2085,30.0358,30.1557,24.3167
NSMF,27.0189,29.5089,27.5241,26.8493,25.8833,22.2001,24.9803,25.6157
POP5,26.5111,26.6676,26.6256,21.508,22.4858,24.0596,21.0279,24.7701
SPRY4,8.91433,8.14529,10.7769,10.5504,9.73217,8.93839,11.2142,10.4705
FDCSP,4.39918,4.46631,3.67967,5.0018,4.49899,7.09426,3.8659,3.50659
C16orf45,7.50375,4.36048,7.88973,5.17916,4.98778,7.12895,13.5641,5.54653
CALCB,0,0,0.063327,0.253735,0.118142,0.0632174,0.0646686,0.500357
RP11-20I23.1,0.134885,9.32E-21,0.189184,0.354694,7.70E-09,0.025237,2.13E-18,0.108257
CEP170B,8.19746,8.52454,9.92857,9.73405,8.28683,7.59424,9.05717,9.12355
ATP10B,0.00559167,0,0.0194047,0.00651037,0.0765359,0,0,0.0378874
EVPLL,0,0.0502901,0,0.0799709,0.0743572,0.0262906,0,0.0260051
TBPL2,0,0,0,0,0,0,0,0.0268942
MYO1G,1.07794,1.19221,7.73057,7.61438,0.56614,0.740849,2.29694,3.24285
STYXL1,27.4752,27.8056,33.255,33.2069,30.876,32.6554,34.2404,36.6378
PRKACA,57.4699,59.1215,53.5554,51.3816,66.887,65.5943,64.518,60.0556
FAM101A,1.66E-90,0.248783,0.162677,0.137933,0.222981,0.146762,0.0822195,0.239223
UXT,88.5396,78.2946,79.8418,79.4428,78.5237,79.977,70.9384,72.6337
AFAP1,44.966,46.4957,32.5293,33.8117,50.5704,51.4648,35.7568,39.7199
RASGEF1B,0.504391,0.0227875,0.00781003,0.147591,0.11235,0.0172414,0.0971553,0.0706833
KIAA2026,2.84433,3.36431,3.24098,3.56414,2.96225,2.91834,2.76791,2.86167
ATXN2,16.4233,13.9924,13.5202,13.4587,14.1224,15.7727,14.814,12.7192
SSFA2,15.3297,14.0004,17.1527,16.8545,13.9651,13.5733,15.4321,16.4817
BLOC1S4,4.47296,5.48276,4.58354,3.441,5.17923,4.43829,4.14037,5.52585
TDRD7,3.70551,4.44166,5.58633,5.07976,4.59414,4.84326,5.84642,5.79875
FAM96A,112.155,113.205,131.851,133.332,117.106,119.396,128.306,135.004
ZNF672,12.3454,12.271,11.8075,10.232,17.0658,12.6676,11.4698,11.0796
SLCO4A1,22.1528,21.5314,33.8608,28.2923,20.03,24.0351,30.5132,28.7893
CALHM3,0,0.134432,0,0.177849,0.198511,0,0.179474,0.0347892
RTN4R,2.56924,2.48423,3.10923,3.2465,1.94918,2.18852,3.5089,3.18241
RPL19,791.781,778.749,762.097,781.434,781.801,790.439,726.097,717.949
OTUD5,23.6548,26.1289,24.7478,24.4882,26.4702,26.5275,23.265,21.8867
TM6SF2,0.626768,0.416168,1.03642,0.60013,0.595533,0.475295,1.29406,1.0187
ZNF45,2.72738,1.5443,1.80879,1.74987,1.6027,1.91879,1.5538,1.9039
TMEM39B,14.4314,12.5818,13.8383,14.8024,10.8187,13.1826,14.4281,16.134
CD14,7.66727,7.90921,6.50231,7.60249,6.94299,10.1016,7.3931,8.67818
ZNF793,0.235212,0.276231,0.321917,0.656751,0.373192,0.477545,0.275434,0.136441
RABGGTB,61.086,64.5207,71.9067,60.1778,55.624,55.9659,50.922,56.2358
C1QTNF2,0.214706,0.234139,0.224666,0.270988,0.146955,0.133479,0.204133,0.110022
PIGM,2.29464,2.21944,1.51263,1.79314,2.24722,2.81547,1.94743,2.06271
SLC25A31,0,0,0,0,0,0,0.0314892,0
GLUD2,1.41184,1.67222,1.78824,1.87954,1.48526,1.28486,2.01824,1.61437
FBXO40,0,0,0,0,0,0,0,0
LGALS3BP,112.778,109.368,116.218,112.316,119.199,122.567,113.966,125.424
C6orf1,8.8218,10.6859,16.2204,13.2258,8.98395,11.9462,12.3703,14.1615
THYN1,21.6705,19.622,17.9987,23.499,19.647,18.6556,20.4527,21.9586
ERF,24.0318,19.607,18.6508,17.5679,21.1503,21.4845,19.5371,20.5174
PRPSAP1,13.3519,11.9347,11.0605,12.0513,13.3348,10.8688,10.9186,11.2299
SYBU,1.41887,0.411586,0.287166,0.451882,0.743404,0.278423,1.18038,0.501464
RPS17L,890.675,819.895,892.602,901.234,825.204,801.316,819.964,800.63
SAMD14,0.781859,0.540884,0.525818,0.694983,1.11297,0.694539,0.725211,0.673026
TBC1D10A,14.3633,14.7603,14.1252,14.7691,15.7393,13.7331,15.3063,14.2146
CAPN15,13.0419,14.0526,13.3643,14.1478,14.2525,14.9763,14.6694,14.262
ZSCAN5A,8.71487,6.66738,6.4578,5.12961,6.29465,8.4673,7.32418,11.1508
ZBTB45,5.42655,5.77953,6.12769,6.18396,4.9731,5.12475,5.2047,4.90159
VLDLR,8.00691,11.0693,5.69796,7.9656,9.27501,8.06668,7.69443,8.01305
SLC35G5,0,0,0,0,0.0882494,0,0,0
SLC25A47,0,0.109112,0.033261,0,0,0,0.0336803,0
FBXL19,11.3128,9.94201,9.5306,10.7972,11.6183,12.64,10.0993,10.2923
PHB,223.417,205.959,223.203,211.178,225.208,221.696,203.893,204.089
CBLN2,0.0195938,0,0.0451057,0.0226684,0.0210737,0,0.228834,0.0220887
TRAT1,0,0,0,0,0,0,0,0
TBKBP1,3.71804,3.42797,5.02645,3.83084,5.0873,4.37382,6.71034,4.55237
AC026461.1,0,0,0,0,0,0,0,0
DDX20,3.11728,4.28838,4.30071,4.21008,4.23254,4.22455,5.07868,4.88695
COL24A1,0.019883,0.0144996,0,0,0,0.0226996,0.00770466,0
PRAMEF3,0,0,0,0,0,0,0,0
PRG2,0,0,0,0,0,0,0,0
RBFOX2,21.3171,24.7431,21.3449,21.4003,22.669,25.2378,23.6551,23.4784
ACOXL,0,0,0,0,0,0.0226937,0.0324012,0.0246936
MT-ND4,974.633,827.756,1222.08,1000.52,995.295,958.629,1208.96,1140.74
YIPF7,0.0682552,0,0.154453,0,0.143986,0.154612,0.0791716,0
RASGRP3,0.0183775,0.161489,0.163189,0.0973859,0.131122,0.0309847,0.200744,0.172104
SULT1C2,3.21179,3.7874,5.44429,5.50589,3.67992,3.40141,4.12712,4.20905
ZNF497,1.26268,1.19663,0.850327,1.10666,1.20701,1.10946,1.11455,0.975306
ESRP1,0.494673,0.522726,0.915316,0.93214,0.506559,0.652401,0.386598,0.719442
S100A7,0,0.671952,0,0,0,0,0,0.702609
ZNF800,4.59229,4.85862,5.29825,4.88783,5.06692,5.48152,4.8314,5.19927
CT45A1,0,0.0421879,0.0737206,0.147378,0,0.044375,0.0227452,0.0878246
XPC,17.3076,16.8779,16.8078,15.9159,16.7437,16.4754,15.4807,16.1727
ZNF205,6.59842,4.91043,5.26689,3.9894,5.16595,5.47475,5.02266,6.41528
SPRR2A,0.221596,0.118298,0,0,0,0.124826,0,0.123523
HESX1,0.289803,0.410458,0.171745,0.45598,0.400109,0.289117,0.41356,0.541657
TXNDC16,0.612534,0.669571,0.619107,0.867606,0.671818,0.753659,0.745432,0.799413
KRR1,20.5404,17.8818,25.4769,22.6437,20.7913,21.6675,24.5788,21.3926
WDR52,0.474264,0.544672,0.508644,0.395121,0.53599,0.520916,0.78191,0.452541
GPR39,1.17555,1.01184,1.52623,1.68798,1.37288,1.18933,1.42391,1.53114
ASH2L,12.9374,11.9277,14.77,11.5471,14.1625,13.6211,12.6964,14.3763
EXOSC10,23.5116,23.2573,22.6439,21.5383,22.7745,23.1798,23.9277,22.1815
DRAXIN,0.0115348,0.0063102,0.0133422,0.00671443,0.0187138,0.0131703,0.0670537,0.0390772
SPIRE1,2.05678,2.06284,2.42277,2.14698,1.57584,1.36694,2.78278,3.15671
TECTA,0.105511,0.0432817,0.105536,0.0844182,0.114081,0.105401,0.0767592,0.0819608
CCDC65,0.0775679,0.0506066,0.026696,0.0536522,0.0249411,0,0,0.0954187
GPR111,0,0,0,0,0,0,0,0
GAGE12C,0,0,0,0,0,0,0,0
SPAG16,4.04657,5.52259,6.16805,5.27411,3.66224,4.36773,5.32793,6.21946
DSG4,0,0,0,0,0,0,0,0
OR4F4,0,0,0,0,0,0,0,0
LMBR1,16.953,17.6045,17.4481,15.1908,18.2223,19.4921,18.2252,20.2886
SLC39A11,16.2796,14.3751,8.49572,10.5211,11.3336,13.4423,12.7939,8.34232
PRR20D,0,0,0,0,0,0,0,0
C12orf44,22.2908,20.18,21.0459,22.7751,18.868,22.0509,25.2215,24.9436
CEND1,0.743372,0.370533,2.23694,2.10338,0.331603,0.563999,2.30254,2.44083
KCTD8,0.0180123,0.0589491,0.0829751,0.104268,0.324094,0.143734,0.0418641,0.0406196
RNF146,25.629,23.1971,26.5645,27.7238,26.8532,24.6947,28.7149,28.2026
GLB1L2,2.58478,1.79568,4.08343,2.60252,1.38487,1.35016,2.86904,1.64958
CSNK2A2,17.6509,17.6039,17.8148,19.8997,18.7806,17.4456,17.0193,18.1574
SLC25A3,229.356,246.254,235.734,232.586,256.771,249.189,240.314,217.947
USP14,51.4309,52.4157,51.8482,57.9538,50.7719,56.2102,54.2772,55.7146
TIE1,0,0,0.0399638,0.0751681,0.140067,0.0260513,0.219068,0.0589937
RP11-536G4.1,0,0,0,0,0,0,0,0
ITGBL1,0.876505,0.740158,2.12161,1.7304,1.13932,0.853604,2.489,2.25181
FIBIN,0.258275,0.447795,0.0700567,0.0528353,0.147324,0.242558,0.0882864,0.102819
MMP19,2.75384,2.04046,2.95384,2.47673,2.08081,1.27219,2.20641,1.93278
C10orf112,0.0294292,0.244755,0,0.0113981,0.135893,0.139928,0.0228059,0.379951
SPACA1,0,0,0,0,0,0,0,0
AF131215.5,0,0,0,0,0,0,0,0
FAM188A,3.92737,4.82323,5.06788,5.51809,5.13803,5.10899,5.68353,5.61349
LRRC31,0,0,0,0,0,0,0,0
OAZ2,64.1082,65.8796,60.1427,57.4805,58.4772,55.4148,50.846,53.1338
ST7,14.174,12.3961,12.0111,10.7606,11.4454,13.1812,11.9309,13.5468
PWWP2A,3.7282,3.93155,3.64685,3.63777,3.76984,4.15578,3.95708,4.38662
ANKS1A,2.29826,2.643,2.78214,2.2784,2.33176,2.36218,2.62232,2.60263
WDR89,4.66884,3.67315,3.77779,3.09794,3.15001,4.25948,3.25464,3.59695
ATP10A,1.3696,2.36357,1.99584,2.8496,2.04064,2.12379,1.40154,2.32457
SBK3,0.0874375,0.0948018,0.149676,0.100065,0.0465656,0,0.0507567,0.294838
AIMP2,81.1615,78.7916,85.9159,78.7487,83.4038,83.4373,85.964,86.4688
IVNS1ABP,44.8411,44.4349,46.8896,50.7393,45.8766,49.1177,47.6902,48.6735
ARHGAP35,5.88831,5.66575,5.32065,5.10256,5.22599,5.16989,4.7473,4.64345
AC073569.1,0,0,0,0,0,0,0,0
ARFGAP2,37.1408,34.7166,35.2101,31.1126,39.8703,35.1972,36.2064,33.0115
DCLRE1A,5.42824,5.43742,4.98817,5.54333,5.81855,6.31612,5.5205,5.58516
SNX18,3.09905,3.6501,3.00266,3.69418,3.78959,4.19685,3.76403,3.94754
NEK2,19.4695,18.7863,21.3418,22.2441,17.9046,17.4191,20.654,19.3279
NEK8,0.906754,0.708816,1.1498,0.709686,0.983838,0.922966,1.3971,0.956544
GPR17,0,0.10517,0,0,0.0516176,0,0.0546572,0
KIAA1755,0.0132735,0.0217796,0,0,0.00717566,0.00757688,0,0
PJA1,9.16751,8.46551,9.49006,9.50714,8.78507,9.18477,8.56391,8.32287
KCNT2,0.3277,0.398426,0.117604,0.319616,0.974688,1.06766,0.729444,0.686363
FPGS,37.8151,40.1395,39.618,36.6954,39.2409,42.3092,38.7672,35.8545
ENO3,5.38931,6.54978,7.98557,9.1376,4.85548,4.98403,12.4703,16.8478
NOP56,68.4557,61.1682,73.3714,75.6931,69.8327,66.0571,78.7864,78.3769
RNF186,0,0,0,0,0,0,0,0
MAGEA6,0.550104,0.721423,1.18215,1.30327,0.827729,0.976882,1.64147,1.42505
TMEM181,8.98814,9.82879,8.58436,8.82442,9.96341,9.57436,8.55091,10.0748
C1orf226,4.0474,2.78735,3.43503,2.43429,3.83825,3.84098,4.86266,2.92701
STPG1,2.94845,2.38259,3.27649,3.06767,2.48708,3.30208,2.5696,3.48815
ZNF614,1.39032,1.16456,1.3802,1.21731,1.17987,1.25696,1.57413,1.44451
ARMCX4,1.90616,1.8046,1.93422,1.44183,2.61111,2.37193,2.43513,2.52636
CCP110,6.37769,5.89394,5.77133,5.96637,6.35731,6.7697,7.37192,8.25721
KCTD14,5.08E-27,0.0731634,0.068821,0.0345527,0.108263,0,0.0697109,0
MYSM1,5.7364,5.16041,5.43692,5.64304,5.31293,5.11857,6.55585,5.56495
PPM1A,7.66243,8.63047,8.66723,8.01263,7.647,8.35052,7.73199,8.76292
GYPA,0,0.0190407,0,0,0,0,0,0
FAM129B,89.6358,91.8303,82.1419,85.7859,89.5654,85.0713,80.8662,78.394
AL136531.1,0.0821868,0,0,0,0.0438155,0,0.0477134,0
KIAA0196,24.961,27.1613,26.7801,27.1849,20.16,19.8139,19.6548,20.1839
SHC1,132.423,149.404,118.154,127.659,134.532,132.938,126.004,121.86
CD1D,0.783148,1.08442,0.462624,0.220231,0.273004,0.45826,0.221349,0.262424
NPBWR1,0.051729,0,0.158906,0.1997,0.018563,0.137609,0.46089,0.252775
ZBED4,4.03284,3.98022,4.36455,4.04103,3.51426,3.5765,3.53441,3.32837
DEPDC1B,6.98354,6.69952,7.33848,7.2816,7.62921,6.80594,7.92791,8.21416
SFR1,3.00697,4.01759,3.57953,3.79407,3.86029,3.62436,4.53707,4.79545
TXNDC8,0,0,0,0,0,0,0,0
ABHD14A-ACY1,1.54E-32,9.22E-10,6.60E-28,1.61E-17,2.56E-26,2.28E-11,4.05E-15,1.71E-06
NADK2,17.6495,20.3835,22.1035,20.2971,17.8085,16.0935,18.9778,17.2325
BBS12,0.473602,0.471529,0.46589,0.4847,0.585623,0.651391,0.566648,0.691421
SYN1,0.357983,0.312126,0.561441,0.514798,0.262371,0.195971,0.279176,0.255027
RP11-65D24.2,0,0,0,0,0,0,0,0
TMED6,0.0681418,0,0.0770991,0,0,0,0,0.305449
HMMR,15.2106,15.4758,18.2988,18.7682,15.6177,18.5729,21.0625,21.9153
CAMTA1,53.9343,63.3037,52.0473,62.1628,58.3678,64.973,74.7737,64.4843
KRTAP5-5,0,0,0,0,0,0,0,0
CCDC68,4.17834,3.11569,2.83681,3.59142,3.7914,4.25595,4.75749,5.27703
DLAT,24.3213,27.4929,26.8728,27.3937,29.4524,28.4017,29.5163,26.6995
PHYH,15.3617,15.48,20.3434,17.3931,13.9646,13.1547,15.2727,18.8956
ATXN7L3B,13.9051,12.4467,11.8465,12.9302,13.3645,13.095,13.0881,13.0751
BCAS2,21.1716,21.1253,22.1423,21.3348,20.0357,20.787,20.894,20.7543
ARFGEF2,11.7472,11.9417,11.9095,11.1561,11.4115,12.8129,11.1142,11.4527
USP13,6.99758,7.89238,6.42805,6.12326,7.68562,7.89501,6.78442,7.33583
SMCO3,0,0,0.0791846,0.026522,0,0,0.0266764,0
NRXN1,0,0,0.00892745,0,0.00834697,0,0,0
SORBS2,0.0709865,0.181717,0.257773,0.470082,0.282417,0.539328,0.418472,0.25353
FAM228A,0,0,0,0,0,0,0,0
FAM199X,9.65153,9.90168,8.80001,9.39267,8.99625,9.27634,7.70305,8.28337
AC131935.1,0,0,0,0,0,0,0,0
SLC4A3,1.97447,1.56739,1.89043,1.84525,0.901146,0.977369,1.81938,1.36335
CRYZL1,17.2922,15.1439,13.2163,13.3592,15.1736,15.1024,15.6554,15.0291
ZSCAN2,1.76306,1.22591,2.12372,1.07013,1.829,1.29409,1.41058,2.43362
S100PBP,10.8364,11.308,12.3485,9.17835,12.6311,13.9176,9.95357,12.0038
DEFB127,0,0,0,0,0,0,0,0
APCDD1L,2.49619,2.88772,2.28751,2.3965,1.76669,2.3016,1.7741,1.66975
OR5W2,0,0,0,0,0,0,0,0
SLC4A1,0.00874004,0.00955579,0,0,0,0,0,0
DNHD1,0.101953,0.546579,0.164294,0.13429,0.343968,0.898151,0.0497935,0.337807
FMO2,0,0,0.0132948,0,0.0180427,0,0,0
UGP2,71.5504,77.6823,68.734,71.2423,73.4331,74.1919,71.3212,73.1936
KCNAB1,0.0145396,0.063504,0.0630269,0.0568782,0.062685,0,0.0337993,0.0164005
TRIM68,2.00584,2.36678,2.20113,2.12394,2.13487,1.92015,2.64371,2.18604
RPS6KB2,17.7575,15.7714,16.7244,14.302,14.832,13.1335,13.7665,13.7682
FAM200A,2.76313,2.2487,2.63497,3.06461,2.11634,2.47488,3.17969,2.51809
RNF10,58.1075,60.6105,53.7727,60.9913,55.8652,55.3731,50.4267,55.4929
NPTXR,1.12843,1.06363,0.823873,1.09682,1.06721,1.24577,1.12199,0.955516
GOLGA8M,0.00371276,0.0141489,0.0193997,0.0909415,0.061336,0.0961884,0.0966182,0.0585512
SMAD7,2.22516,1.41236,1.85948,1.89821,2.46565,2.36129,2.46949,2.19133
ACLY,57.7642,56.784,50.0002,47.6623,55.7662,56.8388,48.3147,46.5803
TMIGD2,0,0,0,0,0,0,0,0.104705
DEFB103B,0.21555,0.11355,0.353937,0.117056,0,0.120373,0.124522,0.237794
ERLIN1,15.3277,15.3347,15.034,13.7739,13.0121,12.5988,13.0819,11.3614
SLAMF6,0,0,0,0,0,0,0,0
RPS14,1409.56,1414.29,1345.52,1373.69,1456.95,1479.38,1359.34,1333.04
HOXA2,0.164267,0.0766996,0.161838,0.243914,0.302395,0.267324,0.463507,0.290864
SNRPN,13.8183,13.685,12.6934,13.7794,16.9187,14.3322,19.3753,17.6931
PDPK1,7.36355,7.83203,6.95751,7.38924,7.6396,7.64164,8.05723,8.00394
TIGD7,1.75457,1.64696,2.15221,2.18395,1.81598,2.16485,2.91078,2.27356
OR4F29,0,0,0,0,0,0,0,0
AC097381.1,0.25513,0.322813,0.194185,0.486886,0.498435,0.676475,0.345583,0.525812
ZNF474,0.171914,0.0271681,0,0.245676,0.0267716,0,0.0289818,0.0281035
PCDHGA2,0.0178097,0.0701496,1.33E-46,0.0368305,1.05E-44,0.0578419,8.82E-46,0.0335654
CLEC4C,0,0,0,0,0,0,0,0
ICOSLG,3.39163,3.8932,2.7613,2.80149,2.98003,4.12791,3.66392,2.32957
BPIFA3,0,0,0,0,0,0,0,0
KPNA2,107.618,103.624,109.917,110.643,100.361,91.9671,99.0383,96.5571
NR2E1,1.22798,0.976186,1.76508,1.67003,0.767185,0.693793,0.996559,1.04871
SEC14L2,6.91514,5.68793,3.68482,4.2515,6.05145,5.38529,4.31734,2.68249
TAS2R19,0.368994,0,0,0.0698246,0,0,0.0713517,0
ATP6V1B1,0.548602,0.494383,0.181614,0.223208,0.560456,0.412716,0.576648,0.147142
TMEM170B,0.453069,0.835857,0.275945,0.255495,0.577818,1.00986,0.957212,0.379099
AP002884.3,0,4.11E-248,0.0345051,0,4.08E-56,0.149138,1.55E-207,1.88E-154
GLRX5,18.0899,18.8781,20.3308,21.9636,19.8028,22.4747,20.3194,19.4289
TOR2A,4.07583,4.80608,3.92764,3.86242,3.83847,4.88114,4.18602,3.94542
TMEM173,12.1351,13.1751,16.4796,17.543,17.6645,13.9505,20.4509,20.5782
RASGEF1C,0.426451,0.255668,0.317431,0.147894,0.279486,0.607417,0.247757,0.192298
ZNF705D,0,0,0,0,0,0,0,0
PHOX2B,0,0,0,0,0,0.0686065,0,0
HBS1L,70.6752,72.949,70.6542,71.8356,67.3111,81.0098,80.1972,75.0269
C16orf62,16.6032,17.681,14.1501,14.48,16.5175,16.9247,16.5884,15.8114
CPA5,0,0.0399147,0,0,0,0,0,0.0413456
CETN2,47.8773,44.662,44.7564,45.123,45.4836,45.6052,46.6329,46.1383
KIAA0100,18.3062,19.2373,17.7842,17.3885,20.9416,20.7041,19.0126,19.2369
MLF1IP,16.5873,16.0859,17.2565,16.4758,17.0449,15.0744,17.9571,16.6543
OR5AN1,0,0,0,0,0,0,0,0
MTPAP,20.8739,19.6034,21.1365,20.0963,16.9492,18.8484,20.0464,19.3433
CRCP,20.1457,19.4694,20.0542,20.9231,19.2758,18.1279,21.1488,20.3863
OR6J1,0,0,0,0,0,0,0,0
MTCP1,1.23857,1.58535,0.983291,1.0649,1.45001,1.20826,0.850611,1.26295
PMEL,0.313449,0.224868,0.402042,0.35847,0.163184,0.484122,0.216236,0.552041
SRSF1,126.518,115.979,111.539,104.757,115.92,115.251,108.241,104.73
ARHGDIB,0.819865,0.577041,0.313082,0.608795,0.897156,0.352644,0.669243,1.32745
SYNGR3,1.39649,2.11361,2.22268,3.21134,1.57081,1.61801,2.64492,2.80429
RAB18,43.7139,46.8798,46.376,42.8874,39.7385,39.6633,48.4172,40.366
FAM134B,3.98815,4.22442,2.36917,2.78431,3.22702,3.2193,2.32403,2.6434
ITFG3,18.0709,20.2503,25.7483,26.2892,17.96,19.7012,25.1721,26.053
GAS2L1,26.0248,31.489,24.5854,25.6889,26.6098,32.0696,24.1985,24.6633
SLC7A14,0,0,0,0,0,0,0,0
SHANK3,1.90012,2.13084,1.95734,1.91473,2.23481,2.34664,2.47902,1.96464
FCRL6,0,0,0,0,0,0,0,0
TLDC1,9.34514,7.29308,14.317,8.2593,11.3283,10.1127,10.4139,9.8717
RP11-758M4.1,0,0,0,0,0,0.0258487,0,0.025568
SLC39A3,13.6794,12.8301,13.446,15.02,12.3658,13.2943,9.06702,9.00968
FAM27D1,0.0384245,0,0,0,0,0,0,0
CFDP1,18.0696,21.2413,19.3248,21.1771,19.85,21.9623,19.365,21.8244
PAX6,1.64576,2.26561,2.94772,2.70458,1.48536,1.23045,1.46968,1.97236
USP4,11.1935,11.195,12.8484,12.5651,11.3635,11.3222,12.6159,12.7462
ZIC2,4.93065,4.5607,6.23264,5.53727,3.82277,4.32653,4.71292,4.67781
MAU2,8.18656,7.59056,7.37656,7.78635,6.76495,7.77973,7.5131,7.70848
RP11-834C11.12,1.88E-05,8.44E-08,0.0573217,8.52E-08,0.399927,8.71E-05,3.00E-05,2.79E-11
LAMA1,7.23678,7.23248,7.98862,7.03644,10.8913,11.1215,11.2903,10.7447
GOPC,8.16129,8.29745,8.41633,9.13412,8.06279,8.97902,9.17073,9.13505
RIMBP3,0.176935,0.238167,0.274624,0.368485,0.222,0.262713,0.405642,0.413498
MYBPC2,0.04973,0.0814851,0.129117,0.158732,0.281618,0.0850978,0.0289017,0.252503
AL021920.2,0,0,0,0,0,0,0,0
KLHL13,1.65893,1.7478,1.03172,0.86013,2.14127,2.50536,1.22371,1.2477
ELOVL3,0.0393703,0,0,0,0.0420074,0,0.0457157,0.0442757
TLN1,63.6727,63.4934,47.6244,44.0895,59.9224,61.1282,47.4295,44.4566
AC096582.1,0,0,0,0,0,0,0,0
CCDC138,6.24253,6.36015,6.69323,5.28145,6.59768,7.00302,6.00128,7.20345
C9orf171,0.280125,0.355221,0.646778,0.641758,0.738745,0.284394,0.748377,1.00097
DUX4L7,0,0,0,0,0,0,0,0
OR52R1,0,0,0,0,0,0,0,0
ARHGAP15,0.0282437,0,0.0648175,0,0,0.0321543,0,0
DMRTC2,0,0,0,0,0,0,0,0
DUSP2,0.030074,0.09814,0.0344865,0,0,0.0684599,0.0698665,0.101579
LEFTY2,0,0,0,0,0,0,0,0
ERICH1,13.4651,11.2294,13.0644,15.885,15.3565,13.8716,15.7931,15.127
PRDM12,0.0568521,0.103344,0.0436345,0,0.0407746,0.0432013,0.0440437,0.042731
ZFP64,13.8144,16.2401,14.2417,15.6672,13.3369,14.9852,15.6496,15.4887
HIST1H2BF,0.142581,0.0514833,0.10833,0.108596,0.101089,0.107945,0,0.160186
KIF12,0.121793,0.0265326,0.0279893,0.168722,0.0522958,0.0277453,0.0283005,0.19211
CCNI,33.3151,39.3932,31.9207,34.2076,36.3226,38.1509,29.2485,33.5935
ACSL3,33.5523,37.0688,35.0112,40.7507,35.7417,40.0355,42.806,40.2476
ZNF519,0.434934,0.427581,0.13796,0.223117,0.527801,0.444515,0.477781,0.424521
CDKL3,0.615643,0.295017,0.244697,0.87371,0.230194,0.435243,0.8865,0.912189
FBXO16,2.36233,1.37166,1.5895,1.48796,1.25739,2.3369,1.76349,1.52477
TAPBP,36.4653,39.6484,32.7884,33.0174,38.8136,36.797,33.8173,35.2661
ADAR,48.1234,48.5999,49.492,46.4692,53.7039,52.414,51.9908,55.2567
RPL41,696.94,672.701,681.638,677.006,714.687,629.991,634.664,583.866
ZSCAN5B,0,0.0256704,0.0722743,0.0362807,0.0337476,0,0.0707558,0
ZWINT,70.66,59.5257,71.9279,64.2932,66.5333,63.517,72.919,64.5532
GIPC3,0.667934,0.5973,1.1454,0.98773,0.743002,0.785303,1.31759,1.37637
SCD5,2.28577,2.2841,2.24714,2.44048,0.729695,0.885753,0.847394,1.30861
GC,0,0,0,0,0,0,0,0
PRDM5,0.645584,0.613984,0.800814,0.934822,0.877502,0.611047,1.32927,1.61215
LMLN,1.28317,1.36515,1.76852,1.16495,1.19272,1.25672,1.30153,1.29273
C8orf44-SGK3,0.863216,0.245727,0.340449,0.266571,0.351316,0.29197,0.330073,0.321318
ZCCHC14,4.27016,4.5094,4.05283,3.33231,4.6914,4.87,4.73091,3.82637
OR7G2,0,0,0,0,0,0,0,0
CTD-2521M24.10,0,0,0,0,0,0,0,0
VWC2L,0.00976204,0,0,0,0,0,0,0
OTUD4,8.6943,9.11841,9.79095,9.34484,9.65823,10.6081,10.3575,10.371
GABRA2,1.49086,0.809763,0.216574,0.438464,0.418037,0.352683,0.195557,0.232206
HAO2,0,0,0,0,0,0,0.0437545,0
VIP,0,0,0,0,0,0,0.0514225,0.0367804
SAP25,0.745363,0.800683,0.279678,0.372591,0.347396,0.842605,0.28803,0.555856
PRIMA1,0.0122162,0.17356,0.15514,0.170235,0.0527293,0.153365,0.120611,0.137898
SACM1L,13.6057,13.478,13.0341,11.1311,14.0211,13.4573,13.5791,13.9033
S100A3,6.60191,6.42133,8.72659,11.2119,7.46101,5.82682,15.1039,14.5165
CRNN,0,0,0,0,0,0,0,0
SKOR1,0.0405556,0,0.019218,0,0.0179604,0.0283102,0.0969249,0.0139914
MAP9,4.35781,4.40838,4.19019,3.43021,4.05509,4.8026,3.87621,4.15446
GCC1,5.24387,5.23189,5.7486,5.41328,5.50009,5.34163,6.29302,5.53477
HGF,0.0212106,0,0,0,0,0,0.0249518,0
KRTAP25-1,0,0,0,0,0,0,0,0
SCUBE2,0.249187,0.258131,0.577061,1.10191,0.673475,1.30105,0.973192,1.26661
