Gene_ID,T47D_ROSA26.KO_DMSO_rep1,T47D_ROSA26.KO_DMSO_rep2,T47D_ROSA26.KO_C70_rep1,T47D_ROSA26.KO_C70_rep2,T47D_ZBTB7A.KO_DMSO_rep1,T47D_ZBTB7A.KO_DMSO_rep2,T47D_ZBTB7A.KO_C70_rep1,T47D_ZBTB7A.KO_C70_rep2
MYO15B,2.53529,0.894123,0.307309,1.32944,3.77578,0.902909,2.59665,0.769295
VCX,15.2561,14.7865,15.189,6.04426,10.9568,11.0707,2.16986,2.25118
RAD9A,13.3692,11.79,13.2908,8.96148,11.4878,11.9052,8.6447,10.7042
CARD11,0,0.0206246,0,0.0389625,0.167321,0.100604,0.0117627,0.0321163
AFP,0,0,0,0,0,0,0,0
IARS,62.0997,55.5819,10.686,56.4229,47.5064,48.0266,44.4816,52.0083
FGF7,0,0,0,0,0.0248597,0,0,0
NDN,4.24752,4.3183,6.26782,4.37355,3.17674,2.95667,3.63476,2.69488
TCP11X1,0,0,0,0,0,0,0.0169256,0
SYT3,0.429556,0.156742,0.0883277,0.0943754,0.180677,0.0673956,0.165859,0.595129
NRN1,0.0301179,0.0325506,0.0361126,0.0919224,0,0,0,0
DCAF4L1,0.00869984,0,0.0320726,0.0443156,0,0.0432224,0,0.0486928
YAE1D1,18.354,17.6454,19.9395,19.5115,14.3221,16.6017,14.632,17.9806
FOXN2,2.54227,2.22773,0.7356,2.72219,2.77132,2.42375,2.73438,2.63231
GEMIN5,6.7568,9.08259,1.93798,9.34934,7.00688,9.20971,6.981,10.579
ZNF891,0.624584,0.77146,0.16253,0.586672,0.462291,0.495908,0.749462,0.536702
FERMT1,3.01614,3.29669,1.74306,4.21037,1.04244,1.71102,2.26103,3.30611
COX6C,256.058,230.353,1219.74,243.619,287.04,298.411,267.531,255.856
JPH4,0,0.0105402,0,0,0.0107923,0.0242676,0,0
AHI1,3.40201,2.66968,4.83668,1.90306,2.91541,2.81709,2.57091,3.1039
COA4,64.2493,74.7686,85.6492,70.3538,61.6974,82.1007,54.3829,73.0724
TSPAN3,60.7643,65.465,63.8435,67.3321,62.5343,68.142,68.2205,65.5279
OR10H3,0,0,0,0,0,0,0,0
ZC3H18,28.637,32.432,14.9223,33.228,26.1869,31.1081,27.5621,30.1311
HGS,39.0961,35.8952,36.5218,39.2972,34.1913,39.5785,32.3132,41.3439
ADD1,32.5624,31.8843,12.0581,34.0036,35.7703,35.1149,37.3331,33.6849
CABIN1,8.97946,8.81183,2.42201,8.4454,8.13261,8.82485,7.86267,6.79034
NKPD1,0.689227,0.200361,0.228453,0.364698,0.498649,0.415657,0.851504,0.307267
SORCS1,0,0,0,0,0,0,0,0
FAM43B,0,0,0,0,0,0,0,0
SNX6,41.598,39.2191,43.0922,44.2338,38.1482,34.3427,40.9452,42.9422
SPINK4,28.4032,20.0563,90.3546,19.2108,35.9903,24.0103,26.336,20.2589
CD74,11.7503,6.55508,4.14478,10.8298,12.5467,10.2471,18.8791,13.0019
CCDC30,0.325959,0.133601,0.150068,0.306138,0.277861,0.299545,0.430975,0.301351
UROD,24.6392,23.9466,34.1305,19.9658,25.6305,28.2437,20.4462,21.9317
ABRA,0.0159628,0,0,0,0,0,0,0
FBLIM1,6.97015,3.31027,1.80492,3.96339,20.0134,17.0897,26.2483,17.392
AP1B1,39.7944,37.0367,13.6447,37.9251,39.2179,38.4685,34.0089,31.2642
GLYR1,31.8455,34.8759,9.26818,37.7606,36.6153,32.2965,34.9308,33.4782
OIP5,17.3832,18.9651,27.6148,21.3545,12.85,19.3425,10.6468,21.4456
DNAJC9,13.6917,19.0144,12.8982,18.229,13.8303,17.2515,11.8331,19.1063
RASSF3,8.32181,6.52993,2.48266,6.13709,6.78131,6.20901,7.16145,6.69495
PCOLCE2,0.206773,0.372443,0.33365,0.49099,0.406243,0.368409,0.934206,1.10915
ADORA1,0.422203,0.750159,0.386631,0.798305,0.270905,0.579111,0.3313,0.383892
DNAJA3,41.9928,36.2874,8.7997,31.0322,39.859,39.5765,37.8576,36.9492
DAPK3,37.8508,40.817,35.5249,53.7945,42.3895,48.3266,46.1494,45.7382
USP42,3.4876,4.09156,3.64665,4.14193,3.65751,3.66602,4.29226,4.01049
GANAB,204.905,172.739,54.3465,173.111,195.23,183.39,202.544,165.459
PALMD,0.586484,0.470593,0.367405,0.289525,0.510597,0.395654,0.437766,0.27634
GABRA4,0,0,0,0,0,0,0,0.00369462
CRP,0,0,0,0,0,0,0,0
GOLGA8M,0,0.0468343,0,0.0504295,0,0,0,0
HIF1A,24.751,26.1374,9.34037,27.7385,26.9329,26.7995,28.4848,28.8664
GOLGA6L1,0,0,0,0,0.0122183,0,0.0146421,0
DGKI,0.0105613,0,0.0131346,0.00311213,0.00337059,0,0.00375317,0
SLC39A10,2.88232,2.79598,0.817185,3.21618,2.95709,2.93376,3.44061,3.50897
TCP10,0,0,0,0,0,0,0,0
COBL,9.61981,8.72441,1.68786,7.51004,6.68869,6.91819,6.27633,5.69177
HSD17B13,0,0,0,0,0,0,0,0.0210393
RBM43,1.31929,1.24366,1.81294,1.08961,1.69511,1.25534,1.8059,0.794573
HIST1H1T,0,0,0,0,0,0.121314,0,0
ATP6V0E1,127.554,152.365,127.35,132.604,159.41,115.177,160.914,145.679
COL1A2,0.0151759,0,0.00933658,0.0154619,0.276484,0.424328,0.382612,0.399115
CD52,0,0,0,0,0,0,0,0
ERCC4,2.55416,2.45771,2.5203,2.16714,2.46739,2.22044,2.38026,2.40473
LINGO2,0.028503,0,0,0,0.0157435,0.023512,0,0
CABYR,5.17733,4.33631,2.33515,6.60353,6.89113,7.33132,8.83138,10.9051
IRS4,0,0,0,0,0,0,0,0
SEL1L2,0,0,0,0,0,0,0,0
ZC3H14,35.2803,36.3445,9.47111,39.2116,34.2117,31.6552,29.8407,32.8833
BX088651.1,0.281947,0.15233,0.101641,0.0860633,0.0935384,0.0694059,0.0695504,0.0634007
CTD-2330K9.3,0,0,0.159696,0,0,0.174895,0,0.171866
AC007216.2,0,0,0,0,0,0,0,0
CNTNAP2,0.692609,1.00116,0.159113,0.934562,0.10432,0.470771,0.115095,0.453201
C6orf52,0,0,1.01773,0.380324,0,0,0.472038,0.378122
AC097381.1,0.0811748,0,0,0.0412643,0,0.0496713,0,0
TRMU,6.30987,7.52698,7.31353,8.33958,6.46261,7.8816,6.21627,8.66767
ZMIZ2,10.1834,12.8127,2.45256,12.9188,11.3979,14.9453,13.3332,16.0856
MRAP,0.577471,0,0.393602,0.0664859,0.145274,0.798352,0.641732,0.148539
PSMD8,102.799,108.223,70.5403,116.11,100.473,123.231,106.929,112.736
GJD4,0,0,0,0,0,0,0,0.0350964
PTDSS2,4.26932,3.69874,4.9212,3.09682,5.48721,4.84092,4.35574,3.76167
SRGAP1,0.46484,0.361348,0.319644,0.514687,0.379916,0.467245,0.565939,0.529839
MIEF2,16.8944,14.786,6.15575,14.409,15.5384,22.0539,12.4874,16.3381
TNNI1,0.0910196,0.106324,0.130661,0.139102,0.181675,0.103684,0.177412,0.203723
SGMS1,6.79167,6.99827,5.27239,8.283,6.39459,6.765,8.03668,7.08789
SLC44A5,0.287025,0.0550962,0.126675,0.171438,0.181274,0.131895,0.28586,0.124302
CSTL1,0,0,0,0,0,0,0,0
FERMT3,0.313136,0.696944,0.231596,0.800752,0.817501,0.74858,0.511254,0.875893
PAICS,63.5273,93.2798,38.4884,95.1266,73.7461,92.5272,78.7685,101.996
AC016757.3,0,0,0,0,0,0,0,0
BEAN1,0.0644591,0,0.0513726,0.0867017,0.110201,0,0.256965,0.116011
C1orf63,15.3212,25.5984,10.0386,23.4039,21.8373,20.4887,19.2868,28.4788
PKN3,8.04715,8.29823,4.84396,5.24859,8.54521,10.6529,6.4984,6.52741
FKSG52,0,0,0,0.508695,0,0,0,0
TMPRSS4,0.3693,0.129185,0.107808,0.114762,0.398343,0.298731,0.526518,0.286251
SYNPO2L,0.0203649,0,0.0249826,0.192683,0.45835,0.0208721,0.0250548,0
TMEM177,5.42844,7.44833,2.51666,4.87434,4.99406,6.5965,4.26353,4.69543
HDHD3,11.2184,9.00256,14.5662,9.01887,10.5114,11.0624,8.98724,8.6208
DRAM2,14.8193,7.56757,13.9197,8.26443,15.4402,10.2325,15.8719,10.4913
DENND4A,4.251,3.77206,1.30376,4.02136,3.28235,2.00778,3.67528,2.51149
TNFRSF18,9.94634,6.87834,20.1466,6.31261,14.6804,12.9571,12.9017,11.6272
AC073657.1,0,0,0,0,0,0,0,0
TMEM107,15.0284,11.0835,17.4331,10.3348,16.4029,12.2047,14.1712,9.38218
FCRL4,0,0,0,0,0,0,0,0
MANBA,18.0652,15.4407,4.21765,14.0316,16.7731,13.0917,16.5428,13.0595
ECEL1,0,0,0,0.0396331,0.0880267,0,0,0
EIF3D,120.096,124.403,74.0263,133.042,125.031,138.503,119.401,114.224
WEE1,11.1201,12.4493,5.81544,11.7885,10.7884,12.5609,10.5586,11.2555
LAD1,9.32179,15.1769,5.84732,16.9802,10.5394,19.7514,12.0437,21.1701
KCTD17,1.81896,1.30599,2.83124,1.39028,1.21226,1.156,1.0278,1.35138
CTD-2510F5.6,4.31311e-69,1.08418e-79,2.20385,4.42955e-104,1.45596e-84,1.41684e-71,5.90079e-191,2.38309e-35
MLLT1,12.9385,15.732,1.11342,14.3293,14.0893,16.2834,14.3935,14.3707
GLOD5,0.457442,0.648464,0.110481,0.502907,0.331167,0.473406,0.371352,0
MAPK4,0,0,0,0,0,0,0.154246,0.021604
NAPRT1,1.14026,1.46171,1.21039,1.93815,1.20914,1.66514,0.822154,2.31853
CCL24,0,0,0,0,0,0,0,0
UBR4,12.2749,11.8912,5.81622,12.2585,9.62246,11.1605,10.7295,11.3236
KRTAP13-3,0,0,0,0,0,0,0,0
RBFA,8.20098,8.75669,5.00485,9.10663,6.50578,9.13286,7.5354,8.79907
RAI2,0,0,0.0550152,0.0463114,0,0.0758984,0.0841164,0.0459732
ADAMTS1,0.0713943,0.059878,0.0195137,0.486562,0.228808,0.475733,0.087808,0.879696
SSTR2,0.46164,0.379818,0.186224,0.595277,0.777556,0.434172,0.975322,0.518311
FAM47A,0,0,0,0,0,0,0,0
VPS4B,14.808,12.8421,10.5777,13.9116,14.0039,10.8369,14.7454,14.7113
SRRM4,0,0,0,0,0,0.0117612,0,0
NEUROG1,0,0,0,0,0,0,0,0
CXADR,10.1073,11.7339,8.26569,13.3728,10.2975,11.4466,13.53,11.8085
AL353698.1,0,0,0,0,0,0,0,0
NARG2,11.2776,9.72137,3.40028,10.8366,11.1705,8.41032,9.25045,8.43967
SLC9A3,0.0171839,0.0192312,0,0.0725764,0,0,0.0438918,0.0578174
NEK1,3.45282,2.4042,1.93141,2.2783,3.26096,2.18999,2.56577,2.61102
TMEM81,0.813032,0.519597,1.18722,0.601298,0.654323,0.770149,0.593287,0.832672
KM-PA-2,12.6351,18.0228,20.4218,16.1713,11.0329,16.086,10.5752,15.847
ZNF436,2.45786,2.01366,0.509198,1.6968,2.49318,2.35035,1.66859,1.68468
GIGYF1,3.52975,3.59449,2.10613,3.82452,3.36184,3.78647,3.00299,3.90726
RTP3,0,0,0,0,0,0,0,0
AC005606.1,0,0,0,0,0,3.42047e-66,0,1.25074e-100
HNRNPCL1,0.151744,0,0,0.0513919,0,0,0,0
SLC25A24,11.2096,10.906,9.41539,11.9241,10.9599,9.95444,10.5807,11.2834
ASB4,0.0110497,0,0,0.0652108,0.106369,0,0.0395553,0
NLE1,11.4744,15.6608,11.5436,14.2933,11.0798,15.1204,11.3685,13.5234
AP4M1,6.71267,8.073,6.45766,8.1946,8.47298,8.94764,8.95768,8.51231
FAM211A,0.376188,0.0718704,0.104702,0.38925,0.0551847,0.0904345,0.143501,0.153502
WRB,26.9179,26.7069,32.713,26.779,33.0032,35.27,31.4806,28.4066
PILRB,11.8304,18.6102,11.3015,15.6243,11.9736,15.0516,10.8409,18.4051
C12orf77,0,0,0,0,0,0,0,0
ACAD9,22.6618,22.8065,9.6238,22.4954,23.2708,25.1774,19.5505,21.4498
DDA1,5.87106,6.47129,3.96704,7.20823,7.34839,7.29307,6.45021,7.15111
FOXD4L4,0.00695788,0.0300297,0.0141646,0,0,0,0.00570978,0.0155956
OR2H1,0,0,0,0,0,0,0,0
ZNF429,2.08204,2.24784,2.00187,1.50068,2.31413,1.4265,2.05095,2.05895
DHDDS,20.6069,19.6828,6.42068,19.9132,19.5446,22.8133,13.1114,17.7419
ZNF169,0.706042,0.986324,0.413519,1.1673,0.63315,0.493697,0.696567,1.00515
PGM3,11.8484,13.8159,6.69467,12.2306,12.3746,11.9084,11.7177,12.0044
SMARCB1,52.3454,49.126,49.4785,50.0456,52.9357,53.5738,48.841,46.7036
ENDOD1,2.8068,2.77865,0.859414,2.25508,1.97503,2.01238,2.34162,2.01209
IL34,0.117753,0.0638197,0.0365815,0.0597877,0.0652593,0.120447,0,0.0666597
MAD2L1,6.31793,8.88371,9.58903,7.42701,5.97345,7.81425,6.59802,8.19557
ISLR,0,0,0,0.0193373,0,0,0,0
NAALADL2,9.81614,8.58452,0.83076,2.8229,17.1348,14.8506,7.63448,5.06509
PRDM13,0.0184642,0,0,0,0,0,0,0
GTSF1,0,0,0,0.0855093,0,0.101182,0,0
STAR,0,0,0,0.0973667,0,0.114702,0,0
BMF,5.07381,1.8482,0.729971,2.62623,5.17204,4.10364,3.99832,2.51018
CASKIN1,3.00493,2.34383,3.04355,2.51879,3.79231,3.69089,3.96616,3.36249
CPED1,0.219447,0.0663883,0.0246419,0.300219,0,0.0262948,0.00946489,0.100976
NBN,21.954,17.2466,8.05896,16.9695,17.0893,14.3027,14.7386,14.8735
FAM26E,0,0.00438834,0,0,0,0.00506759,0,0
GOLGA6L4,0.680913,0.582815,0.691964,0.584573,0.851543,0.529067,0.769062,0.64144
PELI1,1.51331,1.19384,0.719484,1.44942,1.14752,0.826582,2.11223,1.59379
TMEM108,0.111326,0.159844,0.0768517,0.358654,0.023374,1.01283,0.0907413,0.277897
AL606500.1,0,0,0,0,0,0,0,0
XKR6,0.0142013,0,0,0,0,0,0,0
C2CD4C,0.0978,0.075375,0.409547,0.35572,0.277812,0.242347,0.567534,0.532378
SPZ1,0,0,0,0,0,0,0,0
VNN2,0,0,0,0,0,0,0.195835,0
KDM4C,5.39254,4.48789,1.78915,3.63616,3.65413,2.8923,3.55762,4.34609
MAG,0.0192728,0,0,0,0,0.0238194,0,0
ACVR1,3.35903,2.2379,1.3052,3.01739,2.2974,2.83723,4.08572,2.38252
BCAM,133.973,102.409,104.364,113.916,168.272,137.387,168.82,126.567
C1orf109,13.9969,10.705,5.61918,10.9382,12.3858,12.8486,10.4813,11.7057
NDUFA4L2,0.510017,0.451725,1.52855,0.329829,0.97556,0.452716,1.31869,0.680491
H2AFB1,0,0,0,0.0705467,0,0,0,0.0808372
OR51L1,0,0,0,0,0,0,0,0
NDUFB2,142.838,187.953,346.589,160.77,151.929,198.974,164.595,153.237
MAZ,121.415,111.971,134.487,109.652,117.49,115.348,93.3517,100.447
VRTN,0,0,0,0,0.0272208,0.0152788,0,0.0276093
HNRNPF,126.095,123.227,89.2303,116.618,113.068,125.858,95.5509,105.04
TTLL4,4.56619,6.43543,1.04951,6.90781,4.33794,4.67965,5.15299,5.18974
THY1,0.333519,0.0904975,0.51594,2.21683,0.40674,0.0297724,0.759674,0.660314
ZNF211,1.61905,1.10714,0.394211,1.47132,1.61991,1.40484,1.1035,1.32054
DDI2,5.41266,4.22925,2.28234,4.17449,5.05043,4.36033,4.23661,4.30084
PPY,0,0,0,0,0,0,0,0
HIST1H2BH,1.38812,2.6869,0.695833,3.51447,1.9399,2.36575,1.75297,0.405642
LRLE1,0,0,0,0,0,0,0,0
AC018630.1,0,16.4362,0,0,0,0,0,0
GAGE12E,0,0,0,0,0,0,0,0
STK10,2.48855,2.77922,1.11834,3.26326,2.90729,2.776,3.26081,2.61132
HERC4,10.9873,8.51449,6.18498,10.6273,12.9555,12.7975,13.9919,12.789
PACSIN2,16.3366,13.5659,5.34501,18.2106,18.2267,18.5463,22.5766,18.8309
USP47,10.6181,10.4693,3.39728,11.3255,9.58551,8.83121,9.10906,9.64203
ZNF507,2.90843,2.75639,0.631699,2.94029,2.76655,2.14941,2.2637,2.5958
HLF,0.40798,0.109931,0.353444,0.417581,0.387389,0.19399,0.751598,0.399671
EPHB4,11.7215,12.9135,7.72276,12.094,10.5307,12.0096,10.5706,10.6584
RALGPS1,7.6511,6.47292,2.3669,5.17151,9.40882,4.88425,8.00819,5.80749
ZBTB20,0.0720784,0,0.0473776,0.296717,0.17442,0.0197322,0.063579,0
MND1,10.7473,11.9691,19.4867,9.57002,7.90658,10.3993,7.24302,8.92325
PTX4,0,0,0,0.0363915,0,0,0,0
SNX31,0,0,0,0,0,0,0.207194,0
LRGUK,0,0.0294527,0.0333531,0,0.0301544,0.0676531,0.0504002,0
ZBTB26,3.66778,2.37642,1.76254,2.93481,3.4591,2.89959,3.38412,2.60373
TNFRSF14,1.33748,0.862217,1.61132,0.869273,0.845348,1.07892,1.01215,1.01742
CELA3A,0,0,0,0,0,0,0,0
ZNF575,0.202895,0.401187,0.243763,0.178441,0.286822,0.17158,1.04649,0.258046
PSMD11,51.271,65.584,27.5596,65.6711,49.5693,53.0983,50.5412,62.2752
C16orf80,18.3353,18.4223,20.3232,21.1791,19.6975,21.1463,18.6671,20.4464
OXT,0,0,0,0,0,0,0,0
SLC25A43,3.17164,3.60554,1.2501,3.19755,3.92356,3.34607,3.91044,3.68191
MCM6,15.4224,28.9175,8.12721,25.7353,15.2926,25.9123,16.8073,23.3327
N4BP2,1.92544,1.02253,0.646564,1.65134,2.92328,1.96808,2.85723,3.63191
FLI1,0,0,0,0,0,0,0.015296,0
CR2,0.0544323,0.0352293,0.0942403,0.261347,0.0242525,0.013613,0.109297,0.171398
HELB,0.275148,0.485732,0.091808,0.203813,0.0828866,0.186076,0.123135,0.154132
ASH1L,6.63972,5.44539,1.97081,6.1886,5.86654,5.22104,6.12249,5.82361
C1QA,0,0,0,0,0,0.21898,0,0
ENDOV,20.2829,15.4777,20.23,15.7186,14.5454,17.589,17.844,14.2519
PSMD12,21.542,34.56,14.9066,34.0426,26.4924,28.9817,26.9837,35.7293
IL21,0,0,0,0,0,0,0,0
GPATCH3,5.08735,5.75064,6.85178,5.4209,5.29843,5.98673,3.36123,5.22535
NPBWR1,0,0,0,0,0,0,0,0
GADD45B,30.0937,19.6107,32.0186,19.0776,26.6322,21.6531,18.3848,16.7223
CTD-2014B16.3,0,0,0,0,0,0,0,0
C10orf76,14.2693,16.5792,5.34557,13.8487,12.2479,13.7804,11.0679,11.5681
TMEM258,170.396,192.802,311.293,165.919,166.464,157.839,151.643,157.328
XAGE5,0,0,0,0,0,0,0,0
RAPGEFL1,34.5661,25.3845,7.10355,20.888,33.9412,34.0829,23.5458,29.1823
GRM4,0.234799,0.186648,0.142958,0.25117,0.208875,0.226169,0.388994,0.29368
UBXN2B,8.0709,6.32795,5.94022,8.67832,7.61699,5.73034,6.88094,6.70681
PDP2,4.43173,2.83323,1.49565,5.11433,4.0998,4.29685,5.17608,4.23486
RGS3,18.9767,15.6211,5.87273,14.0636,13.022,16.4742,11.2651,13.0032
DCAKD,32.3153,21.5334,9.02834,18.4518,37.6344,24.0524,27.7781,15.4994
NIPAL4,3.83971,3.9527,0.754509,1.63277,1.81929,2.00916,1.26425,0.956378
PARN,16.4845,15.3708,7.48916,15.9212,15.9354,15.1341,16.3904,17.9881
DDX50,35.125,29.7606,18.2039,30.6636,29.9429,30.871,30.5856,28.7116
SETD7,12.988,12.4701,2.9156,11.7062,11.4621,10.617,9.38775,8.4889
METTL6,19.0673,16.9072,15.8483,17.6955,16.8559,14.3299,16.1942,17.4259
SNCG,110.018,82.5642,456.585,106.475,109.952,90.185,124.351,114.828
COX6B1,165.701,187.613,436.004,182.818,201.141,206.989,183.601,159.633
PTCRA,0,0,0,0,0,0,0,0
CCAR2,94.8206,72.8134,26.5218,83.1229,80.5034,72.0618,80.318,64.7159
C19orf53,74.9138,94.7409,80.6132,88.6047,77.1672,115.336,82.7986,85.6308
SEL1L3,2.50379,2.55642,0.642426,2.06665,1.39144,1.26134,1.43001,1.43446
CDKN2C,13.4644,13.1702,15.0794,15.1892,12.5259,11.8404,11.0174,11.3196
CHST8,0.0645839,0.113865,0.286714,0.105569,0.0713852,0.0611728,0.18568,0.181191
APOO,31.0018,36.1274,53.319,31.6515,43.8089,37.4527,42.6839,40.5261
ZNHIT6,12.5466,10.6524,5.71455,10.3609,10.0751,9.44201,10.4905,9.52237
SRRM5,0.24378,0.303653,0.182225,0.267289,0.351877,0.278126,0.207887,0.315587
BLM,2.78124,3.88033,1.04313,3.44452,2.17823,3.15945,2.4489,3.15529
MMAB,37.2253,38.5989,72.7963,31.6647,33.3005,39.2192,26.6082,30.3788
BAALC,0,0,0,0,0,0,0,0.0186175
ZNF76,11.2449,10.2467,3.1824,9.4791,10.5191,11.6424,9.99688,11.8481
TUBB4A,0.191893,0.399958,0.212082,0.604729,0.943942,1.88524,2.52769,1.42458
OR9A4,0,0,0,0,0,0,0,0
GAL,0.900111,1.51145,3.42937,4.31458,0.454284,0.884484,1.52537,3.16653
SYNE2,8.94474,7.58531,2.54482,8.59437,5.99558,8.27075,5.76443,6.14943
CNTD1,0.9126,1.21096,6.83289,1.33559,1.65554,0.92978,1.44918,1.67055
VCX2,11.2625,10.8545,14.2262,3.52328,7.61755,7.94339,1.47989,1.45795
SLC35F1,0,0,0,0,0,0,0.0104917,0.0572874
PRRX1,0,0.034633,0.0249209,0,0,0.0253947,0,0.0340045
SUV39H2,20.6155,26.3775,12.5094,25.5772,16.9651,20.8006,19.3056,24.1922
FAM160B1,2.68976,2.30656,0.927299,2.41816,2.41045,1.7445,2.28569,1.78144
TVP23A,0.203827,0.20423,0.302093,0.192748,0.144755,0.19837,0.0537672,0.228465
EDF1,359.534,439.959,658.376,418.533,385.11,489.923,365.161,437.281
TRAM2,4.2282,5.17713,2.41159,8.01997,5.81235,5.9651,8.4894,8.71316
SLC26A3,0.0305544,0,0,0,0,0,0,0
C3orf58,7.68836,7.44504,5.47547,6.72566,5.53365,6.07972,8.20552,3.85368
EPHA6,0.641521,0.16989,0.123373,0.421636,0.537259,0.451967,0.0601819,0.0252326
TLR8,0,0,0,0,0,0,0,0
AC022819.2,0,0,0,0,0,0,0,0
UBA2,43.0353,39.4036,34.4581,42.3953,38.9927,41.1093,34.8233,41.4702
DDX58,4.45875,2.68405,1.20403,2.42368,2.62231,2.3138,2.21919,2.29288
NUTM2A,0.680927,0.453784,0.447712,0.485722,0.793372,0.528069,0.575267,0.433915
C4orf27,24.928,24.8562,34.3303,23.3454,20.6509,20.6652,19.1232,21.3399
GLIS3,0.0319677,0,0.00749377,0.00619475,0,0.0131955,0.00747539,0.0136054
EMR3,0,0,0,0,0,0,0,0
TMEM5,11.2235,12.9044,13.6678,11.6949,11.0609,10.9501,11.5058,11.5179
MDFIC,7.77924,4.93188,2.26357,5.82408,6.03323,4.57231,4.51743,3.9395
SLC25A19,13.7963,18.5953,10.99,17.1583,13.474,19.083,11.3367,19.6835
TULP1,0.0723656,0.0260531,0.0582409,0.0736503,0.0266658,0.0892379,0.0594689,0.0541918
YPEL2,1.46762,0.859107,0.708481,0.803888,1.69891,0.666664,1.70795,1.19469
NOD2,1.92237,1.41366,0.307839,0.435081,1.31235,0.887694,0.411158,0.332617
SPECC1,16.8088,18.8351,11.7513,19.496,13.8887,14.8325,16.39,17.3203
FOXA1,60.4607,56.5245,22.4408,42.7134,63.6269,50.3075,54.2711,40.8268
POLA1,9.85495,13.3312,2.30038,12.2869,8.35498,9.91693,8.10137,10.4846
KIR3DX1,0,0,0,0,0,0,0,0
PARP6,10.161,9.94367,4.7149,11.1327,10.5825,9.53223,8.47488,10.7557
KCNE3,0,0.344938,0,0,0,0,0,0
SYT9,0,0,0,0,0,0,0,0
MX2,0.866417,0.415091,0.360159,0.363109,1.14713,0.565377,0.588069,0.600975
CCDC57,5.35528,4.69331,3.7381,3.62106,5.04022,4.9998,3.36911,3.70334
TPPP,0.16115,0.312793,0.0693623,0.410453,0.177941,0.290313,0.317123,0.40582
MDM4,4.86431,4.02761,2.97511,5.41562,4.42726,3.58395,3.54717,5.81141
C7orf31,1.11379,0.781027,0.311296,0.935334,2.19855,2.95647,3.47254,2.70789
TSPO2,0,0,0,0,0,0,0,0
NOL12,3.79005,4.40461,2.99386,3.45326,3.64476,3.81887,2.77707,3.57805
CBLB,3.74239,4.3115,1.21317,2.21378,2.84444,3.50378,3.84442,3.15476
UGT2A3,0,0,0,0,0,0,0,0
ZNF469,0.0986106,0.0608351,0.0221741,0.152273,0.0659638,0.0186014,0.0912814,0.0835156
PALB2,4.11202,3.75139,8.15038,4.10762,2.92543,2.81218,2.89323,3.27115
TMEM120B,7.6119,7.02289,3.00144,5.58626,8.8848,9.68527,5.08434,4.706
ZNF566,3.00476,3.73846,1.52296,2.85593,3.35758,3.07093,2.23903,2.7036
LDLRAD3,5.85104,4.98653,1.60295,6.78441,4.51082,4.83861,6.46815,6.30111
CGB1,0.281652,0.056634,0.862932,0.130456,1.08217,0.175749,0.653797,0.381927
FCGR3A,0,0,0,0,0,0,0,0
PPP1R11,24.1882,25.1509,10.9321,25.0084,21.6724,25.0904,19.7971,22.8022
DSE,0.309468,0.200578,0.625409,0.184715,0.143399,0.296617,0.202997,0.0933018
C19orf69,0,0,0,0,0,0,0,0
RYR1,0.401904,0.435491,0.796541,1.40263,0.401816,0.40529,2.1863,1.10851
OR52D1,0,0,0,0,0,0,0,0
ARSJ,1.66542,1.31979,1.35032,1.67339,1.74408,1.71,1.81774,0.804407
SPTBN2,21.9833,19.1226,3.26972,17.4881,17.348,16.8831,14.9792,14.1647
CDCA4,16.1163,18.9678,11.9321,17.7719,15.7111,19.4857,13.4391,16.1448
CAB39L,9.33099,8.86498,4.101,7.71611,8.37818,7.11219,9.48532,8.07045
AC145676.2,0.0696134,0,0.0560854,0.0944714,0.102605,0.114508,0,0.156361
SH3BGRL,18.2499,16.8399,12.9854,13.0859,21.5248,15.1619,18.8781,15.5131
ABCD2,0,0,0,0,0,0,0,0
ZNF311,0.467782,0.174084,0.334091,0.459907,0.196041,0.0798615,0.218477,0.0361732
IRAK1,18.1325,19.163,6.59615,24.4229,15.2955,19.0734,17.3372,23.5056
CTSE,0,0,0,0,0,0.0252209,0,0
DSC1,0.11752,0.0855023,0.0243206,0.0605601,0.0547088,0.0122904,0.0843355,0.0332778
AATK,0.227276,0.201317,0.481496,0.555029,0.224875,0.211775,0.442759,0.363399
CTCFL,0.145162,0.175337,0.104718,0.0622483,0.140073,0.0283044,0.113871,0.147574
NBPF1,6.92432,5.53065,2.46583,7.63083,5.85054,7.97344,6.4981,9.75175
SMLR1,0,0,0,0,0,0,0,0
CNKSR3,0,0,0.196448,0,0.00204671,0.219532,0,0.00207265
SLC16A12,0,0,0,0,0.00993203,0,0,0
RBP4,0.165062,0,0.373646,0.379685,0.355033,0.259842,0.492459,0.456886
TRIM32,9.49353,8.40863,1.72624,10.3046,8.90849,6.75223,9.7717,8.6105
XXbac-BPG181M17.5,0,0,0,3.18292e-55,0,0,0,0
RNF150,0.17514,0.136899,0.0200765,0.168593,0.101574,0.0844328,0.029184,0.0323284
FAM174A,18.3405,13.3217,39.3273,12.0193,17.7231,13.0806,14.3639,12.5035
FGF2,0.347507,0.15253,0.426583,0.0663588,0.168189,0.242794,0.147166,0.157643
ORC4,11.8271,10.7681,5.81818,15.6902,11.056,12.5241,12.9163,14.8257
MYT1L,0,0,0.0104884,0,0,0,0,0
EPS8L3,0,0,0,0.0240946,0,0,0,0
