Gene_ID,SUM149_DMSO_day2_rep1,SUM149_DMSO_day2_rep2,SUM149_DMSO_day2_rep3,SUM149_C70_day2_rep2,SUM149_C70_day2_rep3,SUM149_DMSO_day7_rep1,SUM149_DMSO_day7_rep2,SUM149_DMSO_day7_rep3,SUM149_C70_day7_rep1,SUM149_C70_day7_rep2,SUM149_C70_day7_rep3,SUM149CR_DMSO_day2_rep1,SUM149CR_DMSO_day2_rep2,SUM149CR_DMSO_day2_rep3,SUM149CR_C70_day2_rep1,SUM149CR_C70_day2_rep2,SUM149CR_C70_day2_rep3,SUM149CR_DMSO_day7_rep1,SUM149CR_DMSO_day7_rep2,SUM149CR_DMSO_day7_rep3,SUM149CR_C70_day7_rep1,SUM149CR_C70_day7_rep2,SUM149CR_C70_day7_rep3
ALDH1A2,0,0,0,0.0165646,0,0.0188161,0.0193679,0,0,0,0,0,0,0,0.00915191,0,0,0,0.0062036,0,0,0,0.047524
HIGD1C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ATP11C,10.8635,11.6766,12.057,12.1465,11.8125,12.9835,10.8085,12.1091,11.4429,9.08119,10.5374,10.1229,11.1353,9.23018,10.7887,11.6975,10.7461,10.5266,9.64561,10.2125,9.65242,9.686,10.8411
UCK2,31.8209,37.5325,38.1594,38.423,47.6967,31.2837,40.6966,37.5043,31.8239,38.6413,33.1087,33.037,34.287,35.5322,31.735,35.1485,38.7494,25.7068,37.562,31.0214,32.071,36.2502,38.0597
BCL2L15,0,0.0281544,0,0.0282503,0,0,0,0,0,0,0.0358855,0,0,0,0,0.59247,0,0,0,0,0,0.0318013,0
ALPP,39.4353,38.6591,26.5471,60.8885,47.3127,24.8112,28.3966,29.9792,50.5821,62.7545,54.4701,30.4269,25.8544,24.5785,44.4295,35.1161,36.6692,19.7652,23.0034,31.372,36.8116,34.3206,47.9954
WDFY2,3.46199,3.54907,4.48351,3.05653,3.69817,3.34986,4.16342,3.4773,2.99295,3.52439,2.89671,3.12371,3.46278,3.94184,3.58171,2.80896,3.96473,3.13092,4.17174,3.63957,2.89414,3.72634,3.1756
ANKRD30B,0.0247208,0.0112384,0,0,0.0143226,0.0191763,0.0171281,0.0740712,0.0204977,0.00522075,0,0,0.00480254,0,0,0,0,0,0.00422192,0.0126708,0,0,0.0119201
AC022532.1,0.0345581,0.0157194,0.0170038,0.0315199,0.0199539,0.0717037,0.0318345,0.08287,0.0142612,0.0583572,0.0600306,0.0653382,0,0.0179928,0.0348224,0.0182215,0.0112823,0.0161602,0,0.0706303,0.0283814,0,0.0778625
ZNF689,4.89569,6.14114,5.83211,6.42035,6.0988,4.6668,6.06518,6.09894,5.57087,5.76999,4.94839,4.74034,5.3436,5.07465,4.65765,4.80402,4.86161,4.80971,5.42251,5.01647,4.52032,4.82456,5.51118
ZNF200,6.57185,5.8952,6.31921,5.25031,4.51984,5.20565,6.56243,6.21766,4.91172,5.22547,5.73577,4.57335,3.94758,3.88057,4.35032,3.85262,4.6264,3.2793,4.80297,4.87937,3.75079,4.02445,4.03951
WDR96,0.150624,0.0196038,0.128017,0.00883236,0.144149,0.0392732,0.0592274,0.103697,0.0297168,0.127418,0.0752316,0.0654442,0.0165291,0.0840738,0.0208882,0.0220089,0.104384,0.0607047,0.0581824,0.0926534,0.0710619,0.0836107,0.0484409
CDK2,33.9707,34.9329,37.9178,34.2086,36.8243,32.5431,37.8129,37.8303,32.7706,34.8898,33.9785,37.051,36.1916,36.9815,36.3057,34.6967,39.4575,32.0197,40.2447,39.4613,34.739,40.512,40.8724
ZNF148,8.81448,10.2424,11.6837,12.341,8.18232,10.0293,12.0449,10.1883,10.7066,14.1729,11.196,10.0605,9.70124,10.3724,10.5959,10.1877,10.8451,8.76002,10.6338,11.1461,9.30963,9.13975,10.7212
MARS2,9.27178,8.46473,9.80068,8.0566,10.1716,7.58696,9.8434,8.0387,8.30806,9.10818,7.37587,8.29034,7.24638,9.12859,7.57445,7.36613,8.14232,7.49028,9.09899,7.65734,8.04671,7.89886,7.90482
KLHL18,6.51392,6.59212,8.98879,6.93493,8.33694,6.76328,7.52566,7.03389,6.24343,9.7621,6.73447,8.35587,6.45043,8.19488,6.4069,6.63492,8.20538,5.55552,7.45423,6.4942,6.50464,7.40627,7.60014
DACT2,2.51712,3.67916,3.25738,4.42419,3.88668,2.92691,2.82337,3.40244,2.00174,2.21767,2.46687,1.33805,1.42813,1.64742,1.22454,1.41063,1.27908,1.35401,1.29,1.65659,1.4047,1.46245,1.5568
CCL11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EOGT,2.41657,2.81634,2.75082,2.54606,2.0841,2.41997,2.634,3.25849,2.70431,2.28425,3.11946,2.53532,2.57341,2.70171,2.03747,2.77005,2.6218,2.43113,2.46404,2.85917,2.34121,2.43575,2.80725
KCNU1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RNF113A,6.19522,6.24221,6.69908,7.04651,6.48678,6.08228,6.73668,6.89925,6.10921,7.22118,5.87104,6.90336,5.99204,6.15063,6.59328,5.51932,7.89726,6.20059,7.36865,6.39315,5.80293,6.67253,7.52826
USP20,2.37162,1.87412,2.91324,1.40973,2.58461,2.13381,2.35747,2.37662,1.86021,2.61164,2.0738,1.98944,1.61106,2.04898,1.59943,1.23266,1.79451,2.23274,2.31567,2.16788,1.55588,2.12689,1.76202
C12orf73,7.22168,6.78103,7.93453,7.37161,7.31704,8.80936,7.30257,6.6759,6.63331,6.34834,7.59747,7.76529,7.27558,6.83714,7.4731,6.05727,7.08713,9.49225,7.64676,8.08709,8.73057,7.86123,7.55726
ATPAF2,6.90726,4.76294,6.29364,4.99665,9.76149,5.07214,5.18744,6.04506,4.99907,5.66103,3.83618,6.55497,4.1174,4.21958,4.65044,3.9631,4.57065,4.21216,5.93932,4.5866,4.6731,4.93706,4.98055
PHLDB3,1.59639,1.40673,2.09284,1.22937,3.56756,1.92191,2.42797,2.52657,2.10692,2.87527,2.52016,1.49563,0.823738,2.3399,1.39939,1.12215,2.44682,1.40103,1.83051,1.17202,1.18224,1.84708,1.46642
CEP89,3.33894,4.06841,4.06927,3.63411,3.71345,3.41305,4.07486,3.53615,2.79899,3.53185,3.53118,3.66812,4.08476,4.06535,3.73583,3.9672,4.60631,3.9437,4.79892,3.74198,3.47681,3.89668,3.63405
GEMIN4,29.9036,32.8926,32.5739,37.7378,41.6864,25.1344,36.2034,31.9433,29.9599,41.1379,30.6547,29.5268,31.1645,31.454,31.197,30.2719,36.4943,21.8565,34.2235,31.2199,32.4942,33.8824,35.6072
ADSL,40.9181,40.6136,39.3535,38.747,37.7632,34.7373,39.6597,36.4432,38.8692,37.1193,31.6247,42.1424,40.0938,34.9088,37.7637,39.742,40.2897,39.252,39.8626,36.5271,39.7904,37.5396,43.1475
C9orf156,5.66375,6.30813,5.71264,7.8363,6.03825,5.22139,5.70626,5.90414,6.65464,7.17202,6.3987,5.67521,7.00728,5.27678,5.49639,7.7447,6.52459,5.83204,6.169,5.75955,5.93968,5.62593,6.76903
PGAM5,36.8167,37.1331,38.0501,40.7307,47.3888,30.2089,39.7999,30.9376,35.1993,40.6504,33.8406,38.8914,38.6634,38.47,38.6793,40.0021,43.6863,32.0452,42.9121,32.9213,38.5398,43.3604,40.8494
TTBK1,0,0,0.00371181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OR9G1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC026369.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZNF563,0,0,0,0,0.0117667,0,0,0,0,0,0,0,0,0,0.0102391,0,0,0,0,0,0,0,0
EMC3,50.801,51.7734,36.912,43.0612,29.1954,51.9254,38.895,45.937,43.1579,34.1371,36.2959,49.9788,48.069,32.2172,40.5642,45.9302,34.4051,48.2987,39.1481,45.2831,44.25,36.0873,45.8482
TMCO3,13.1392,13.653,15.7623,13.7356,14.4715,14.9617,14.6146,16.3721,14.3779,14.5507,13.9619,15.7589,14.8979,14.2538,15.5888,16.2691,16.8839,15.9667,15.2705,15.718,16.3709,16.0023,18.96
SLC35A4,18.6126,17.8626,21.9739,17.3385,26.5485,15.854,20.2471,19.3765,15.7129,19.8318,15.6585,20.0591,18.8203,22.1843,19.5084,16.8743,21.0353,17.9782,23.4193,19.4373,16.9813,23.4127,19.7179
TAS1R1,0,0,0,0.0149282,0.0189125,0,0,0,0,0,0.0621312,0.0247705,0,0,0,0,0,0,0,0,0,0,0
SOST,0.0124366,0.0226226,0.012212,0.0226743,0.0287664,0.0128851,0,0.0298178,0.0308557,0.0420118,0.0575692,0.0094172,0,0,0.0250537,0.0131192,0,0.0349216,0.00848117,0.0127264,0.0409106,0,0.00934427
FRRS1,3.59741,2.8859,3.97906,3.11799,2.65222,4.61708,3.67444,5.02199,4.0074,3.73885,4.24735,4.51626,3.93043,3.27845,4.01966,4.43525,4.00236,4.60103,3.67846,4.20883,4.36011,3.75007,4.23252
NARS,134.252,139.496,163.805,158.364,166.279,148.48,173.474,145.75,135.561,187.895,157.51,125.702,127.715,156.719,129.361,150.338,192.477,122.591,162.792,132.137,121.556,135.144,135.223
RP11-618P17.4,3.28E-32,6.85E-49,4.21E-38,1.20E-96,1.33E-66,5.79E-29,4.80E-34,3.48E-51,1.01E-27,0.069983,5.77E-41,2.52E-26,2.60E-32,4.94E-38,6.29E-36,9.36E-41,3.36E-38,5.22E-31,3.66E-30,1.61E-35,4.84E-31,4.80E-50,5.11E-32
BAK1,25.8087,25.1501,23.8078,26.3519,23.1715,20.3671,23.9837,23.22,21.3117,23.6983,21.4889,20.2024,19.6366,18.3679,20.8314,17.5355,18.8663,16.9507,20.6067,18.2286,17.6183,20.4219,20.709
GNB5,6.42015,6.99432,9.24022,6.4691,8.28833,6.98129,7.38644,7.94184,6.77069,8.03179,6.37813,7.32142,5.98271,7.42998,5.94161,6.84038,7.02911,7.32197,7.33585,6.72528,6.64553,7.11724,6.55675
C1orf56,1.42378,1.83568,2.241,1.61318,2.39698,1.84818,1.89891,2.02176,1.47386,2.01945,1.648,1.98803,1.90041,1.6257,1.74062,1.73507,1.9767,2.00497,1.68672,1.7816,1.95451,2.11677,2.20156
GRIN3A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00345831,0,0,0.00253476
OR9A4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PITRM1,31.5725,30.2312,30.7251,29.9713,28.0249,29.0802,33.4636,30.5214,30.078,38.0626,33.3692,27.6866,27.8341,29.9346,27.0113,26.1435,33.8359,23.8683,30.6628,28.0397,24.8763,29.563,28.4081
MSI1,0.0186754,0.00849143,0,0.0510554,0.0108095,0.0193324,0,0,0.00773235,0.0394348,0.0636948,0.0070763,0,0.00971197,0,0,0.00609743,0.00874438,0,0.0591486,0.0153716,0,0.0070178
PSMB10,7.7095,7.04408,6.93453,9.21609,9.75048,7.06784,9.36712,7.08479,7.43324,10.6736,7.44846,6.39095,6.32867,6.23705,7.72543,6.32487,7.09469,5.39554,7.40019,5.18484,6.41979,7.06594,7.75523
FIGLA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POLN,0.06725,0.0960885,0.0847954,0.105061,0.122326,0.105725,0.150733,0.103642,0.127274,0.0811444,0.10002,0.0785118,0.111896,0.0619784,0.111751,0.0810911,0.101149,0.107956,0.137693,0.157423,0.102791,0.108596,0.0794217
IK,42.406,41.9641,53.7553,40.7497,59.061,45.0383,47.3032,45.4248,33.9416,48.3028,43.2282,47.0367,44.5695,57.5432,44.9988,48.8934,61.2816,41.52,58.4173,43.2795,39.7215,49.8045,46.142
RRAGD,0.474905,0.441706,0.764109,0.616556,0.8794,0.925735,0.640465,0.896279,0.813157,0.853108,0.656312,0.405802,0.483593,0.777365,0.428626,0.487292,0.716479,1.02301,0.555735,0.727598,0.692677,0.583298,0.751014
KLHL3,0,0,0.0193808,0.0109693,0,0.0207507,0,0.0144344,0.00333139,0,0,0.012187,0.00624027,0,0.00808203,0,0.00524325,0.00752559,0.00274384,0.0164729,0.00992851,0.00412427,0.00301825
COPS5,28.0379,30.4225,28.7206,29.4104,23.1442,31.4067,29.7758,27.9445,30.0566,30.6686,26.8367,34.3362,32.4811,28.4182,29.0312,34.8882,34.6878,36.2352,33.0644,32.2578,32.7352,30.6279,34.3487
OLFML2A,0.0574994,0.105894,0.0739534,0.178493,0.273293,0.160628,0.0455746,0.0852406,0.213873,0.252386,0.22206,0.0935018,0.168407,0.101583,0.280013,0.203744,0.158255,0.225,0.0731352,0.136592,0.464848,0.210553,0.389115
CASC3,19.0632,20.3324,20.7747,20.7638,22.681,15.5173,21.6923,18.2228,16.8192,20.8576,18.3433,18.2897,19.1592,20.7061,18.7148,18.7002,21.2333,16.1102,21.2278,18.682,16.1607,19.4092,18.9515
FDX1,9.12455,10.5075,9.92279,11.9246,12.204,10.3431,10.2421,9.60139,11.6597,10.2799,9.12052,12.0974,11.6621,9.15816,11.917,13.8948,12.0879,11.898,8.81356,8.88895,13.4124,11.14,12.9045
RHOJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U2AF1L4,2.33683,1.67913,1.3123,1.463,1.98874,1.8145,1.1845,1.54597,0.577292,1.36429,0.77062,1.66371,1.24219,1.99745,2.13669,0.795223,1.62352,1.46259,1.71626,1.58919,1.18865,1.83281,1.27544
GNAT1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPANXC,0.375847,0,0,0,0,0,0,0.0761303,0,0.158416,0,0,0,0,0,0,0,0,0,0,0,0,0.0353372
IQUB,0.0385455,0.0189804,0.02922,0.0210354,0.016913,0.017283,0,0.00500328,0,0.0125503,0.0172056,0.0189848,0.0064866,0.0434302,0.0194079,0,0.00817733,0.0278115,0.0203729,0,0.036069,0.0454965,0.0144839
ANGPTL4,20.8937,21.3725,25.239,21.7908,39.5404,13.3926,28.3827,24.0579,15.5767,22.1997,17.8732,20.1273,20.0721,23.9676,22.1848,19.9225,24.7246,10.3688,29.5834,23.1287,18.7262,29.229,26.1102
SPANXB1,0.0606634,0.110788,0.0621971,0.056064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IL32,38.9545,37.9402,40.7926,56.6065,67.7461,34.5794,49.9086,47.3079,55.5552,91.4471,71.8203,54.4964,53.3391,61.567,66.1093,59.5196,79.2602,38.9435,55.9552,49.4214,59.2033,76.0063,77.8901
VIL1,0,0.011012,0.00789963,0.00367718,0,0.0292167,0.06152,0.0258039,0,0.0186959,0.0172059,0,0.00313794,0,0.00406412,0,0.00527321,0.0275145,0.00275985,0.00828294,0.0122145,0,0
ESPN,3.63766,3.11693,5.05982,4.70403,9.3469,3.62475,4.60622,4.61316,4.4827,8.37419,5.16675,6.10904,5.93798,6.96085,5.5426,5.00099,6.07496,7.69435,6.40235,5.75216,6.3556,8.38486,6.64253
CHRNA1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NT5C3A,15.1025,18.5782,15.5116,19.6866,13.6646,17.6984,13.8311,15.7953,20.3524,13.7652,18.0918,17.2146,17.4471,13.7309,18.0724,19.3188,16.7967,18.9761,16.1028,18.7367,19.3331,13.865,20.7494
NOTCH2NL,8.5643,8.83499,10.5872,8.93109,9.52853,9.78947,9.7932,11.1619,8.39621,10.0244,9.19028,8.26414,8.45016,8.14975,7.55268,7.03569,9.59957,10.4841,8.8817,9.23669,8.64136,9.15174,11.2752
CALY,0,0,0,0,0,0,0,0,0.0316453,0.0790673,0,0,0,0,0,0,0,0,0,0,0,0,0
CYTIP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PI16,0,0,0,0.0119863,0,0,0,0.0157617,0,0.0111031,0.0304335,0,0.0102126,0.0136824,0.0132438,0.0138687,0,0.0123047,0,0,0,0,0
CXorf61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEX3B,0.102968,0.116657,0.0531906,0.0777192,0.134577,0.00643303,0.0572809,0.014909,0.147791,0.0786038,0.0431483,0.0940644,0.0301271,0.0841333,0.0468476,0.049097,0.0708928,0.036319,0.0317708,0.039729,0.0766775,0.127492,0.0408019
C1orf210,5.99026,3.85528,8.02977,4.68497,7.42343,8.18702,5.1766,8.57078,5.80326,6.1422,5.39655,9.08127,7.14188,7.82744,9.49017,6.8912,9.29314,20.9657,9.1738,11.7672,10.2075,7.08039,9.74352
MRPL24,37.4345,35.5125,42.6792,30.8448,38.6398,32.1873,37.1652,36.6937,27.0051,32.1977,24.2951,37.7413,37.4383,34.7629,29.5532,31.3652,34.786,35.1408,39.6251,32.6304,29.9447,33.5627,30.2756
USP42,3.25717,3.26675,3.39293,3.22178,4.16202,3.57908,3.56526,3.19903,3.27901,3.09124,2.9398,3.41361,3.16571,3.15878,3.31986,2.98969,3.63543,3.34061,3.57844,3.03469,3.18706,3.35079,3.19659
FGF18,0.0294143,0.0802674,0.0289124,0.0938721,0.0169973,0.015247,0.0135565,0.0352644,0.0607574,0.0248384,0.0340509,0,0.0456914,0.0153088,0.0148166,0,0.00960322,0.0412819,0.0200465,0.0300805,0,0.0302311,0.022096
CYP2D6,0.0178396,0.158508,0.148928,0.0593414,0.0499965,0.0370206,0.0398931,0.12834,0.196441,0.128092,0.125595,0.153325,0.0841447,0.0929188,0.130027,0.142761,0.112552,0.0834152,0.0589784,0.176994,0.177806,0.155986,0.146462
SLC6A6,14.3326,12.8331,13.0451,14.7274,17.3513,12.7957,12.3332,14.6092,13.6502,12.3669,16.0424,14.5864,13.9471,13.969,17.7833,13.9162,17.3042,9.26054,14.1066,16.1596,16.5174,16.4709,20.9544
COG7,5.83608,6.41931,7.13074,5.23224,7.08247,6.55664,7.00622,7.12361,5.56115,6.89167,5.76605,7.16423,6.68885,8.52456,6.19233,6.45642,7.54425,7.72082,8.15265,7.86545,6.80842,7.49971,7.21132
CHP2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OVOL1,2.5667,2.18125,2.3239,3.78076,3.80871,1.54192,2.55802,1.98268,3.9408,5.59477,3.44415,3.42733,3.02777,3.51865,3.94877,3.27842,3.82356,2.04009,2.70794,2.66782,3.54413,3.81266,4.30891
DIXDC1,2.33593,2.03347,3.32224,1.38283,2.53425,2.76378,2.69665,2.36472,1.8333,1.78334,1.52549,2.79137,2.32732,2.94635,2.24877,2.03752,2.7514,3.19603,3.15162,2.65108,2.34042,2.28698,2.22838
S100A8,0,0,0,0,0,0,0.0981238,0,0,0,0.127473,0,0.0839623,0,0,0,0,0.100311,0,0.108685,0,0.223581,0
AL136376.1,1.81692,1.89738,2.18863,2.4397,0.586443,1.38864,1.15839,5.08104,1.81967,3.7249,1.86256,1.34169,2.81456,0.5542,1.58233,1.08622,2.03612,1.90482,0.853983,3.61309,2.87998,2.13751,1.96408
ADIPOR1,57.876,60.0753,77.4663,64.2914,80.3444,60.1116,67.5198,74.0666,57.725,73.2262,62.1117,66.0794,67.6218,70.3438,67.33,63.9755,73.6991,66.4787,72.2453,66.9485,63.8565,68.8207,72.44
SLC2A2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GSG1,2.85741,2.76286,2.21932,2.81519,2.16314,2.31895,2.78544,2.40358,3.73837,5.79174,5.36109,3.50376,4.49227,3.706,8.61708,9.73614,7.52622,5.42564,3.61293,4.94378,8.05498,8.19503,11.7529
NR1I3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02929,0,0,0,0
ANG,0.522462,0.509953,0.69316,0.347701,0.397613,0.946923,0.681641,1.06489,0.936429,0.796145,0.66252,1.46644,0.878453,1.59172,1.32883,0.700033,0.977836,2.3119,0.868263,1.23454,1.25662,1.1776,1.55447
TMEM71,0.173091,0.0144254,0.40012,0.323427,0.212075,0.0739338,0.0730745,0.400995,0.0605127,0.167901,0.172348,0.113964,0.0113766,0.0165089,0,0.082259,0.0649036,0,0.0216092,0.0162123,0.0521196,0.0926586,0.0556105
PLEKHG7,0,0.00693223,0,0,0,0,0.00703952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00573056
PARD6G,0.889711,1.04835,0.819782,1.01783,1.08055,0.91108,0.789416,1.17922,0.667362,0.625795,0.808479,0.343212,0.766929,0.789305,0.618553,0.932589,0.551013,0.702505,0.509453,0.846028,0.867463,0.686466,0.667906
RRH,0.0425515,0.0580779,0.0419488,0.0776556,0.0245393,0.0883859,0.0783193,0.0255131,0.0525924,0.0359213,0.0246529,0.0803684,0.0165181,0.0443356,0.0214453,0.134581,0.0277831,0.0596558,0.0868413,0.0217174,0.0523607,0.0437421,0.0319462
BTBD8,0.509504,0.255469,0.891757,0.273744,0.459764,0.736367,0.604843,0.690666,0.38316,0.37399,0.546393,0.535409,0.293106,0.346248,0.312615,0.259082,0.549606,0.301744,0.512232,0.443562,0.45419,0.432666,0.432361
RPL37A,1447.15,1385.49,1184.29,1365.49,850.23,1398.44,1086.35,1350.19,1285.75,1077.51,1290.97,1444.36,1333.67,1039.93,1242.98,1376.3,1124.01,1558.46,1105.71,1219.62,1397.88,1115.61,1471.51
TBC1D5,26.5677,31.4576,41.9777,31.7124,34.885,34.7496,39.5893,36.096,24.1247,37.721,24.604,27.4164,30.3331,38.1838,22.6617,32.5468,38.3292,33.537,35.4544,32.0558,25.9456,32.7822,31.6724
YIF1B,12.3097,11.947,13.0693,13.3576,16.2108,12.6801,10.3067,14.4657,11.5045,10.3227,8.81158,14.0569,12.5422,11.2948,11.6554,9.10963,11.0014,12.1644,12.5463,13.1269,12.8713,12.4271,13.5813
PATL1,21.5139,23.6586,27.2612,25.0041,26.2731,24.5506,25.4497,24.4072,23.9455,24.4925,23.7234,19.3996,21.9907,22.2878,19.9369,21.6235,25.7103,25.5262,22.9845,22.133,22.9003,21.6413,23.9143
SNN,0.913504,0.68719,0.773258,0.726423,0.663546,1.11726,0.667018,1.16462,0.646701,0.645349,0.710751,0.994618,0.993692,0.742705,0.969999,0.849995,0.791737,1.36896,0.946859,1.15709,0.799981,0.78508,1.09234
PLD3,22.5858,21.7466,27.3408,20.9707,29.8442,25.3877,21.9745,26.5115,22.9359,22.7181,18.9458,25.5814,22.5205,22.0828,20.2244,18.5489,21.8303,27.3207,24.5032,22.8328,22.4783,21.7941,24.6872
ANP32D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KIAA1217,2.04517,1.86986,2.28615,1.55798,1.55856,2.78284,1.84468,2.74228,1.98791,1.88702,2.35822,2.34406,1.92881,1.88997,2.21868,1.64278,2.16121,3.58094,2.13953,3.00666,2.28369,1.96435,2.73373
ZNF614,1.4156,1.05492,1.04193,0.997184,0.78053,1.34003,0.962,1.18229,1.02318,0.891944,1.16915,1.21873,0.650059,0.722671,0.855919,0.780245,0.754787,0.767987,0.878824,1.20181,0.691399,0.650321,0.963092
OR52H1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ABHD12,13.8921,14.1594,14.3324,14.4964,16.6642,14.2596,12.0451,16.1276,14.3766,13.2988,13.3436,15.1677,14.4805,11.4277,14.1596,13.1623,12.323,15.4644,12.983,15.5,15.2702,12.2843,17.5601
RERGL,0,0,0,0,0,0,0,0,0,0,0,0.0269318,0,0,0.0361084,0,0,0.066729,0.0484889,0.0363752,0.0292343,0.0367988,0.0268289
ACY3,0.0489327,0,0.0483131,0.0446657,0.0563812,0.0254314,0.0224976,0,0.0609368,0.185853,0.0283619,0.0285322,0,0.0510081,0.0765636,0.0399406,0.0742838,0,0.0332604,0.0249508,0,0.0390096,0.0568669
ORM2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FAM178B,1.20467,1.12823,2.01384,0.943592,2.17468,1.90145,1.35769,1.69303,0.620552,0.755012,0.759212,1.03663,0.747634,1.29357,0.972443,1.19639,1.7752,2.24707,2.51963,2.69531,2.13806,1.59285,2.27135
KIAA0226,5.36145,4.85266,5.70145,4.12268,5.97997,5.63519,5.80586,5.58716,5.39383,5.82407,4.74596,5.71337,4.75124,5.33431,5.00368,3.18139,4.93636,5.35222,5.11672,5.23157,4.83183,4.79113,4.9708
KIF19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AP1M1,10.3047,10.4747,12.5745,9.58608,11.3068,8.5934,12.4493,11.9698,9.33229,10.5416,8.89737,11.7946,10.174,11.1463,9.7927,9.6824,11.2303,9.45267,12.1609,10.1048,9.16642,10.5676,10.026
DMRT1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DRAM2,9.73719,8.41347,11.0414,8.43428,8.61591,12.899,9.11462,12.0012,10.6167,8.28716,9.6377,10.0424,9.23178,7.45843,8.55576,9.21121,9.1219,14.2006,8.94293,10.8271,10.0055,8.41705,10.3861
JMY,2.68921,2.35298,2.87459,2.06565,2.31354,3.70818,2.67252,2.64241,2.41716,1.95061,2.08019,2.3564,2.30074,2.30014,2.41364,2.14495,2.93627,3.50722,2.51477,2.43103,2.55974,2.2861,2.26283
MT-CO1,6526.31,6061.46,4034.35,5249.08,3659,8498.93,3529.8,7464.48,6716.02,3019.7,7710.62,7717.59,7958.64,7187.74,8504.95,7547.24,1736.04,7939.79,4138.37,7868.18,8143.29,5283.86,3479.5
TLE4,5.67802,6.1747,6.84732,5.19424,6.00692,6.01976,6.19754,6.32892,4.61079,4.60834,4.61005,4.525,4.48726,5.65468,4.2443,4.97076,5.94301,4.59495,5.56288,6.28531,4.6513,4.56507,4.97285
TSHB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TEFM,6.82964,6.10174,4.45555,5.90921,3.47025,5.62968,4.6353,5.45027,5.57053,4.93361,5.3128,5.71378,5.54489,3.82571,5.55164,5.52707,4.13839,4.58904,4.43753,5.39435,5.07725,4.27308,5.80411
PLK3,7.2047,5.84964,6.77005,4.9304,6.53401,5.02588,6.61503,5.80314,5.80119,7.36126,6.49552,4.74261,3.74305,4.85922,4.26912,2.64945,3.39854,3.86171,4.87596,4.40861,3.72061,4.04067,3.94505
SDF2L1,21.8776,18.5817,21.9827,18.0011,29.429,19.3679,19.9926,17.4354,20.4246,22.3341,16.3463,23.5489,18.798,16.7524,18.1661,15.4733,19.0521,16.2477,21.196,16.4578,21.6319,20.984,19.1483
AC132872.2,0.57082,1.12046,0.915575,1.39714,1.00682,1.16807,0.761492,1.96302,1.07964,0.913286,1.68685,0.579716,1.29502,0.985122,0.575081,0.982284,1.13779,1.01189,0.737038,1.68965,1.01225,1.45125,1.29765
PARM1,0.262814,0.271424,0.208725,0.36357,0.244075,0.181913,0.303715,0.185284,0.389123,0.669646,0.344072,0.0829042,0.140862,0.110829,0.182465,0.187558,0.170579,0.114897,0.0983514,0.125723,0.138845,0.202664,0.188374
KIF1A,0,0,0,0.00268843,0,0.00305077,0,0,0,0,0.00341179,0.131633,0,0,0,0,0,0,0.00403768,0.00605902,0,0,0
NPBWR2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HEATR5A,5.59438,5.27585,6.90496,5.84404,4.97747,4.60737,6.82514,5.2357,3.35555,5.45528,4.55177,5.49956,6.24927,6.36188,4.94881,6.46391,7.38044,5.46427,5.64551,3.93686,4.21307,4.85253,5.71523
