Gene_ID,SUM149_DMSO_day2_rep1,SUM149_DMSO_day2_rep2,SUM149_DMSO_day2_rep3,SUM149_C70_day2_rep2,SUM149_C70_day2_rep3,SUM149_DMSO_day7_rep1,SUM149_DMSO_day7_rep2,SUM149_DMSO_day7_rep3,SUM149_C70_day7_rep1,SUM149_C70_day7_rep2,SUM149_C70_day7_rep3,SUM149CR_DMSO_day2_rep1,SUM149CR_DMSO_day2_rep2,SUM149CR_DMSO_day2_rep3,SUM149CR_C70_day2_rep1,SUM149CR_C70_day2_rep2,SUM149CR_C70_day2_rep3,SUM149CR_DMSO_day7_rep1,SUM149CR_DMSO_day7_rep2,SUM149CR_DMSO_day7_rep3,SUM149CR_C70_day7_rep1,SUM149CR_C70_day7_rep2,SUM149CR_C70_day7_rep3
SMC1A,39.9576,38.4655,42.9641,38.6928,45.1124,40.0313,43.6747,36.5678,33.9108,42.7823,37.1764,37.2255,36.0366,37.1611,34.9996,37.1819,47.297,34.1387,49.0328,35.8962,35.8347,40.0958,37.1713
TNP1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAGEA3,0.0780756,0.165577,0.11952,0.0949503,0.167773,0.0989995,0.0799399,0.0624076,0.0572779,0.197766,0.100535,0.237237,0.134734,0.0993686,0.0874169,0.118928,0.166706,0.181552,0.147698,0.131851,0.149612,0.167265,0.17591
MAX,36.9115,33.7739,44.4187,42.0823,57.0301,39.8212,40.7063,36.4851,35.1174,44.4475,36.9457,33.0319,34.8475,39.1301,32.5821,32.6855,41.2386,30.0314,37.9395,31.4631,34.8951,33.8592,35.8051
BRD2,94.9037,102.6,103.951,106.909,110.954,86.186,107.759,94.9116,95.3441,109.451,104.353,80.0953,80.2429,89.959,83.7552,85.1977,93.0543,67.1724,94.1781,86.4373,83.1444,94.8224,85.8221
RRS1,42.0436,45.8511,42.3665,48.1364,45.2772,36.2842,46.325,33.3681,39.0803,47.0688,40.2977,38.7911,42.4985,43.6542,39.2287,44.1874,48.7882,26.6845,47.5463,35.9146,37.9931,41.5696,42.0518
GEMIN5,14.5753,14.0066,16.0759,16.4256,14.6297,11.8306,17.4233,12.7237,12.9813,17.4985,12.7287,14.3607,14.4017,15.6569,14.2082,16.0829,18.1285,11.8387,17.8994,13.5286,13.5292,16.4545,15.7158
TOR3A,14.6651,14.6907,13.4152,14.1667,13.6508,11.4689,12.1295,13.2489,12.762,12.537,12.2834,13.5879,14.5999,11.7632,13.1326,14.2166,11.9399,11.5976,13.698,13.6907,14.1255,13.4123,14.3879
SLC30A5,20.7525,20.2713,22.4178,20.0837,18.1735,22.0356,18.8106,17.8352,18.7022,17.9695,17.6253,23.495,21.8996,18.4664,20.8974,21.7551,21.3747,21.8609,19.3298,20.8299,20.9711,18.0118,22.6466
MLXIPL,0,0.0079128,0.00907436,0,0.0762994,0.00957985,0,0.0332816,0.022993,0,0.021411,0,0.0143813,0.00962523,0.00931915,0,0.0120869,0.0173342,0.00631665,0.00890764,0.00697451,0,0.0069556
ST5,10.4965,10.1425,12.9076,12.2377,15.5386,11.7679,10.9095,12.1686,10.7895,12.6295,11.7018,13.8845,13.1618,14.8552,16.3887,17.2657,16.3229,15.9642,13.4559,14.3865,15.8608,17.2008,14.7524
TNNT1,12.9851,13.7214,17.8763,16.5096,23.3668,17.6261,15.8216,19.761,20.1548,21.0646,21.0774,19.1443,19.8382,21.9844,21.5655,19.678,27.6755,21.9502,19.3103,19.3099,25.4855,26.1564,24.1967
SPINK2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GTF2IRD2,3.9171,4.36423,4.67499,3.8242,3.51898,5.45784,3.73634,5.81422,4.3586,4.68115,4.10487,4.72054,5.28779,4.34817,4.5375,4.15222,4.80571,4.92342,5.6838,7.03932,5.34177,4.34655,5.72282
SEPHS2,37.5364,37.8239,41.6719,39.1296,38.0378,36.8984,42.1148,40.3799,38.6723,44.7286,35.5335,40.6272,39.3282,39.421,39.2595,39.4734,42.3546,34.3727,38.795,39.3355,36.3426,40.6373,43.3996
PEMT,11.3586,10.2556,9.41528,9.88714,15.2836,9.28732,8.91463,12.1033,8.8954,7.30279,7.222,9.67568,9.09516,8.46162,8.63068,6.63522,7.97807,9.9194,9.64299,10.9681,8.35702,9.80614,11.1528
KRT6C,6.7127,6.48062,7.79089,8.76952,18.6091,4.87123,9.01626,5.85859,8.43297,15.5768,8.31101,8.22948,7.40144,10.8842,7.86246,6.41059,9.52987,6.43118,8.67067,5.60652,6.63087,10.5739,8.63559
E2F3,15.9364,17.8633,16.4683,19.0401,15.1749,15.2145,16.7544,13.4975,15.7523,16.2584,14.447,12.0351,14.3991,12.722,12.8775,13.8991,13.6728,11.9733,14.0755,13.7751,12.4329,13.0954,12.9005
PHLDA3,13.7782,12.9002,15.782,14.1398,21.3665,12.2908,14.0094,17.7446,15.8103,19.2292,16.5879,15.8685,14.6728,16.4989,14.689,11.5963,15.4073,14.5816,16.1536,15.172,15.2292,16.2805,19.5196
NEXN,3.2284,3.94118,2.50274,4.7406,2.49619,4.19868,3.50863,2.97433,3.2954,4.71149,5.33881,2.52027,3.14967,2.68046,3.17593,5.18488,3.98691,2.18008,2.43746,2.81875,3.41582,3.12902,3.38756
MS4A18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03701,0
FAAH,2.85067,2.74395,2.88252,2.44765,3.58339,3.64305,2.62821,3.58342,3.14536,2.76955,2.77103,3.12146,2.95584,2.86609,3.03199,2.07268,2.15054,3.85893,2.78283,3.01503,2.84395,3.04353,3.15
DAP,22.1478,24.7382,28.0116,22.2471,25.6728,28.0523,29.1951,31.129,25.3831,25.1763,25.4321,19.0911,18.7212,20.4678,17.9917,19.8164,23.3465,26.5233,23.4602,24.5136,20.9249,22.1591,24.7829
SOX5,0.0709,0.126378,0.470463,0.0879007,0.0829943,0.0999088,0.0962152,0.0937084,0.0401571,0.10416,0.0974231,0.13245,0.0740873,0.19186,0.0272259,0.051961,0.155374,0.370591,0.131747,0.299995,0.0947804,0.114589,0.118972
MBLAC2,4.42445,4.67013,4.65754,3.98847,4.9016,4.55538,4.58774,4.52413,4.39851,3.99912,3.98174,4.17773,4.1019,4.06193,3.89721,4.30597,4.76327,4.48224,4.34464,4.50794,4.19667,4.02429,4.5768
TSPY6P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CLIC6,0,0,0,0,0,0,0,0,0,0,0,0.0054143,0,0,0.00718928,0,0,0,0,0,0,0,0
SLC16A7,4.66339,4.34165,5.35645,3.97659,3.78047,4.68428,4.83888,4.029,3.65868,3.54084,3.42359,5.59126,5.31444,4.91621,5.73712,4.70576,5.20527,6.01807,6.08433,6.35927,5.07846,2.68174,5.70343
ASPN,0,0.0116721,0,0,0,0,0.0741286,0.0137584,0,0.00969322,0,0,0,0,0,0.0872747,0,0,0.00782906,0.0363765,0.00944127,0,0
CENPF,25.1365,24.4513,23.16,28.2912,16.6664,29.0556,22.0165,24.3421,23.1253,19.453,24.2306,28.0007,29.1578,23.0957,30.2277,31.3805,29.7969,24.5803,28.6601,31.3021,28.4982,24.3977,32.1764
DBF4B,7.71028,5.54455,6.04409,5.66823,6.32739,7.08365,7.24753,5.74874,5.94666,5.74413,6.14039,8.59636,5.65256,6.83333,7.03242,5.94487,8.07331,5.26368,8.23479,7.80066,6.14127,8.31323,6.45235
PRSS35,0,0,0,0,0,0,0,0,0.00962492,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CNTNAP3,0.0306132,0.0383948,0.106922,0.0698277,0.0203694,0.0183576,0.0885377,0.111123,0.0762817,0.0270957,0.0461296,0.00133316,0,0.00569128,0,0.0140432,0.00975701,0,0,0.0070929,0.00434438,0.00180563,0
DRAXIN,0,0,0.00349441,0,0.00414327,0.0073853,0,0.00428167,0,0.00452772,0,0,0,0,0,0,0,0,0.00244247,0,0,0,0
TSSC4,19.4086,20.1173,17.6335,20.8257,17.0705,11.9259,18.6062,16.6852,16.0673,20.2469,17.1093,18.2476,17.2567,17.1073,18.0212,16.1452,18.0008,13.7159,18.6579,15.5962,16.3075,20.3782,17.6608
OR4D5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SLC25A1,159.981,167.114,213.986,179.159,281.84,162.729,181.603,211.415,169.002,178.926,162.257,201.937,198.72,221.271,194.991,166.067,223.7,181.712,216.674,202.513,187.305,240.243,226.101
GMNC,0.0160302,0,0.00785483,0.00730293,0.00928224,0.0165882,0.00740017,0.00960694,0,0,0.0185391,0.00607609,0.00622775,0,0.00807041,0,0,0.0150149,0.0109453,0.00821214,0.00659966,0.00823596,0.00602451
FAM229B,2.24213,2.34263,2.198,1.16935,0.778535,2.758,2.10692,2.78373,1.69274,0.747785,0.872455,2.93343,1.90657,1.26404,1.52792,1.55388,1.12965,3.67427,1.80964,2.48319,1.4081,1.39979,1.69304
CTC1,5.48751,5.48281,7.3604,4.78338,8.6015,6.10459,6.33073,4.42008,5.94801,7.9547,5.52835,6.16916,5.52406,7.81649,6.20341,5.10809,7.09915,5.44189,5.72397,8.06238,6.01495,7.22429,6.60513
SPIRE2,1.8274,1.77469,2.14273,1.69046,3.16323,1.89914,2.12899,1.7436,1.6687,2.74785,1.80877,2.13988,1.76005,2.07816,1.92454,1.62933,2.20145,2.64719,2.43596,2.07274,1.98156,2.633,2.11254
ERCC6,5.16882,3.97007,4.78623,3.74979,3.66468,4.52699,5.32705,3.84568,4.17248,4.98504,4.10506,4.42031,3.35353,3.42507,3.87767,3.52448,4.4827,3.22318,4.15389,3.3469,3.17331,3.88485,3.57657
F13A1,0,0.0246451,0.0265481,0,0.0314019,0.151439,0.0187746,0.00812163,0.0168517,0.00572409,0.00783536,0.0576393,0,0,0,0.0214526,0,0.0063483,0,0.0208356,0.0167444,0.00696265,0
KCNS1,0,0,0,0,0,0,0,0.0160986,0,0,0,0,0,0,0,0,0,0.0127066,0,0.00607038,0,0,0
STK10,5.17313,5.38195,5.89061,6.27705,6.79025,4.79934,6.4478,5.84434,6.12086,8.62868,7.58707,4.94662,4.59069,5.58104,5.26768,5.01984,6.92709,3.28768,5.2879,5.72572,4.84992,7.05333,6.72603
SETD9,2.39159,2.27064,1.60814,2.22578,0.913419,2.05937,1.8856,3.24677,1.77126,2.69449,2.84555,3.00796,2.47014,2.67811,2.31549,2.48779,1.97004,1.63201,1.81592,2.54357,2.14472,2.24844,2.78035
RPS6KA4,23.3898,26.6173,24.4396,26.828,27.1266,17.5729,23.9257,23.4345,19.7594,23.0305,23.4968,19.1132,19.5146,20.6806,17.5951,14.8207,19.0516,12.6444,21.0475,18.1516,15.7156,19.0482,20.0595
C15orf41,10.0335,8.62358,10.3064,9.71888,9.87389,8.84562,10.2761,8.38208,8.40034,11.522,8.48478,10.1203,9.68824,9.79832,9.79517,9.59698,11.8064,8.58293,11.7428,11.2037,8.66061,9.77234,9.60998
IMP3,28.4647,29.0052,27.768,29.3129,47.183,22.7224,29.9158,28.356,27.2849,28.7349,22.7911,29.3949,27.3256,26.3217,25.383,22.8818,25.9997,24.0001,31.2111,25.2493,25.3771,26.4064,28.273
ACE2,0.0728028,0.028388,0.0475655,0.0221102,0.0562061,0.0251115,0.0373413,0.0581736,0.0134025,0.0273303,0.0374203,0.0429246,0.0314257,0.0252342,0,0.0256056,0.0211281,0.128807,0.0441846,0.149184,0.0399625,0.0415595,0.0469331
DPYSL2,32.7238,28.6749,38.2533,26.057,39.7976,38.9359,32.3946,34.6685,30.5439,32.6578,27.8803,39.018,33.2047,40.7755,37.6435,31.5709,43.0589,45.9849,42.4344,39.8756,37.3668,37.7426,37.92
SEMA6C,0.0911369,0.096673,0.064428,0.0138505,0.0586896,0.0575866,0.085236,0.150263,0.0405797,0.0789266,0.0660218,0.0729829,0.0786953,0.074142,0.0713565,0.0450765,0.0325247,0.0719378,0.0761206,0.0832531,0.0607232,0.065735,0.053367
ACSL4,16.508,17.4199,23.9936,16.0424,21.242,22.0341,22.7082,20.9992,18.4992,22.3403,18.4561,18.6293,17.4263,21.4707,16.5301,18.3697,24.5412,21.3898,22.177,18.8071,18.416,20.4559,20.6824
ZBTB45,3.43319,3.44458,4.67663,3.28848,7.18675,3.10757,3.62975,3.88579,3.13026,4.34168,3.59189,3.34518,3.40206,4.22667,2.90863,2.43945,3.31596,3.43959,4.08321,3.12055,3.60331,4.25634,3.52151
MKS1,3.62838,3.25706,3.94739,2.9807,3.43066,2.55683,3.76722,3.75975,2.58965,2.44432,2.50287,3.58006,3.3652,3.44742,3.20683,3.17806,3.35011,3.95972,4.06583,4.24637,2.59304,3.72695,2.47243
ZNF667,2.2002,1.55296,2.40355,1.36173,1.92591,1.58046,1.63197,1.38136,1.30656,2.14466,1.49923,1.64105,1.27855,1.63718,1.4823,1.1812,1.45132,1.48358,1.88278,1.31331,1.18883,1.35085,1.1441
KIRREL3,0,0,0,0,0,0.00835986,0,0,0,0,0,0.0179004,0,0,0.0239022,0,0.00527521,0.00756672,0.00551582,0,0,0.00830116,0
FAM49A,0,0.00522225,0,0.0618422,0.0684375,0,0.0274175,0.0779486,0.0486475,0.0243074,0.104776,0,0,0.00597079,0,0,0.00375073,0,0,0,0,0,0.0222224
BLACE,0.0115507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TAS2R4,0.0695,0.0949246,0.0689325,0.0317567,0.0798317,0.108674,0,0,0.0284743,0.0293178,0,0.0784882,0.0808723,0.108839,0.0701301,0.0366022,0.0453738,0,0.0706564,0.106012,0.142002,0.071475,0.104233
AQP11,0.0804757,0.0365987,0.0790567,0.122282,0.108551,0.0972999,0.0989376,0.0321589,0.0443515,0.0339801,0.0465718,0.0710757,0.0520911,0.0837519,0,0.0141479,0.0175161,0.0376561,0.0822984,0.068607,0.1213,0.0413535,0.0403068
HDX,0.994602,0.739248,1.00798,0.956321,0.94596,1.20832,1.1232,0.547256,1.00245,1.47905,1.23088,1.15166,0.813777,0.495562,0.742623,1.41873,0.763396,0.504251,0.838812,0.861741,0.981565,1.03953,1.0894
TMEM105,0.394357,0.088826,0.0963235,0.468973,0.224118,0.0514812,0.177162,0.487853,0.0790106,0.0680362,0.220764,0.225247,0.224188,0.426102,0.0897126,0.209019,0.45289,0.088458,0.2687,0.591026,0.239569,0.206044,0.449657
WDR27,6.39096,5.05044,7.22343,3.96917,7.02981,6.4066,6.10821,5.86268,4.82485,4.90848,4.61575,6.2169,5.394,6.23645,5.75217,3.72483,4.18929,6.04944,6.12873,7.13982,5.69146,7.21668,3.53854
ADGB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADPGK,21.3263,22.1137,21.322,22.2185,17.4067,20.5215,21.6147,24.037,22.7006,20.6292,21.4076,22.9001,22.9729,19.6721,23.7738,22.6878,19.5666,21.0163,24.8071,23.4494,21.5977,19.605,23.7981
RPUSD1,26.3284,32.2801,28.9423,33.1151,39.1543,22.4966,29.147,25.5807,25.7467,26.8685,24.7639,27.1368,30.0276,26.819,23.0287,21.601,24.496,27.0307,28.2233,25.6389,25.6205,27.517,26.7569
NFE2,0.760979,0.692234,1.16258,1.1259,1.37044,1.30332,1.0811,1.06973,2.06445,1.92507,1.87387,1.45918,1.26465,1.12164,1.51523,1.31009,1.50313,1.48675,1.05941,1.18732,2.22225,1.49014,1.72168
CSGALNACT2,4.78049,4.8922,4.25362,4.96897,3.48096,4.91606,4.79054,4.3485,4.82587,5.42392,6.01734,4.43409,3.77556,4.24448,4.3839,6.3054,5.17065,4.76134,4.84092,4.83307,4.24003,4.8136,5.79977
PLXND1,4.39722,5.55741,6.55975,6.02801,7.72038,6.34415,4.43693,5.71907,6.82882,6.07832,5.51519,9.49334,9.55249,7.58288,8.88533,7.41481,7.88065,10.3229,7.94632,6.71381,9.18024,9.057,7.91279
INTS2,5.28311,5.55839,6.43814,4.50681,4.73655,6.45967,5.34893,5.62127,4.7003,4.10499,4.33626,5.64707,5.71473,5.45148,4.67067,5.60186,5.76669,7.03708,6.0767,6.04752,5.28665,4.77282,5.39564
GAGE12E,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CTDSPL,12.182,11.2013,12.8362,10.6679,13.2361,11.8068,13.1993,12.5287,10.9348,12.1623,9.71973,13.7345,12.2079,12.7618,11.8965,11.8738,13.9591,16.4412,14.425,12.1187,13.3814,13.7419,12.3459
AKR1B15,0,0,0.0512105,0,0,0.0269528,0.106293,0.0621728,0.105832,0.175009,0.120214,0.0586751,0.0402349,0.0270241,0.052271,0,0.0846141,0.0726207,0.0127095,0.0792679,0.0637057,0.0479782,0.0972565
PSG11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HTR6,0,0.0133935,0,0,0,0.0152648,0.0135723,0,0,0.0124336,0,0.0111429,0.0114361,0,0,0,0,0,0.0200697,0,0,0,0
JSRP1,0.306918,0.519244,0.480334,0.441203,0.100448,0.50403,0.441424,0.404423,0.572686,0.764909,0.544618,0.559873,0.341982,0.366702,0.442753,0.507694,0.726227,0.477207,0.444635,0.355785,0.750609,0.496146,0.55849
DCBLD1,17.5934,15.9141,17.6687,14.538,15.6,18.6737,16.2255,16.1698,16.1807,14.8195,13.5115,25.4858,23.1478,21.5024,22.2197,20.4473,18.8158,20.1433,20.4841,18.2471,17.5085,19.4251,17.304
ZNF638,21.149,16.8694,19.7291,17.3446,14.5356,19.8333,20.8983,17.4214,18.7278,20.1237,17.8331,22.2711,18.2103,19.2721,20.6819,19.1545,22.3271,19.5863,19.7543,17.018,19.982,17.4826,18.477
PEX11B,10.2334,10.3842,12.5821,8.61848,12.8062,10.1438,10.5886,13.6979,7.84663,7.30632,9.29336,9.60618,9.78599,11.6819,9.00572,8.60575,10.3972,12.5653,10.5133,11.2325,8.79283,8.57249,9.9271
ANKRD49,7.17763,7.12849,5.92608,6.52826,3.72939,6.60863,5.42361,7.70012,7.59214,4.80914,5.30143,6.71673,5.55989,5.7721,7.13289,6.31803,5.58767,7.88701,4.43679,5.9094,6.55772,4.027,4.85668
ACVR1C,0.0550654,0.0761327,0.163153,0.074128,0.0893694,0.292356,0.275276,0.08643,0.135761,0.186617,0.154247,0.0478095,0.0112629,0.0513683,0.00875091,0.055234,0.0655132,0.0588772,0.034215,0.0416326,0.0823826,0.0387083,0.0496625
OLFM2,0.0180813,0,0.0534002,0,0.0208751,0,0,0,0,0.0152662,0,0,0,0,0.0182205,0,0,0,0,0,0,0,0
RNFT1,6.37862,4.72639,4.90705,4.65002,3.95048,6.24682,5.31246,4.86698,4.80832,4.97511,4.68941,6.5238,6.06619,5.63783,5.76925,5.8592,5.35039,4.63524,5.49305,5.11992,5.50516,5.33792,5.18856
SENP6,26.1152,27.4416,29.5939,27.8634,22.5926,28.4159,28.7325,24.9414,26.0513,25.8368,25.5422,23.6495,24.1125,24.2882,23.9892,28.0764,29.8253,27.4204,28.1838,27.148,24.5935,23.4436,26.0401
UBIAD1,17.1332,19.3827,16.8262,20.2135,18.8738,14.7249,17.1903,17.9029,15.3917,16.6206,15.7411,14.2325,15.9002,13.3014,13.2671,15.0146,14.2017,10.9425,15.1241,14.5476,12.4935,14.0084,16.1303
MINOS1,15.8989,14.9694,11.7551,15.0202,12.2369,14.7341,11.4063,13.6449,14.3064,11.2932,12.7009,14.7733,14.9119,10.6158,14.0294,15.65,12.5395,15.0301,11.7857,13.3132,15.3473,10.4321,14.875
ATP6V0A1,10.9667,9.68773,11.2464,10.9523,13.1546,11.4099,10.6785,10.6793,10.3826,12.8955,10.7215,11.212,11.3176,10.8491,11.8496,10.7382,11.2299,13.2619,12.0996,12.4128,11.6161,11.7015,12.497
CCND2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SNX1,24.93,25.0143,29.6663,23.2475,21.6747,26.9876,27.5317,25.6699,20.1224,26.0402,21.5354,24.2983,23.3066,24.7717,22.1016,23.662,27.4414,27.7904,26.4905,24.1404,22.7616,25.2938,24.1082
NDRG4,0.329924,0.595109,0.733242,0.493575,0.481887,0.8951,0.309298,1.0026,0.711414,0.517591,1.06358,0.493249,0.437698,0.575809,0.630897,0.419457,0.543839,0.888343,0.708054,1.06953,0.57542,0.519057,0.891928
EMG1,81.6755,83.9984,70.3678,90.9904,62.6383,67.3242,81.182,73.3231,77.4216,83.3565,76.5821,76.1671,75.0402,57.3549,71.1713,77.8869,72.4872,55.6561,71.73,65.7808,69.5853,69.7851,79.9927
CABLES1,9.72095,9.46528,10.8061,9.32535,11.9579,10.3663,10.5192,11.6529,7.7745,9.2919,8.35764,9.96684,9.42458,10.667,9.92467,8.41203,10.2843,11.4739,10.919,10.6725,9.35689,8.79457,9.093
DBP,3.24657,2.10137,2.26702,1.9271,3.45996,2.84535,2.33112,3.72485,2.29991,1.89705,1.93913,3.34054,3.67661,3.79731,4.67115,2.81661,3.01065,4.49518,3.57816,2.49212,3.47376,3.47352,2.95607
UTF1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RBM48,5.8537,6.14473,6.10981,5.92644,4.73418,6.38382,5.31055,5.08744,6.04456,5.78374,6.10104,5.9337,5.78989,5.05355,5.07726,5.76699,6.18191,5.28042,5.95613,5.86258,5.53389,5.22857,5.70203
ANHX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NWD1,0.695299,0.559749,1.03561,0.854465,1.26718,1.05348,0.960127,0.957222,1.19068,1.40021,1.14062,0.613208,0.621629,0.911865,0.825999,0.763162,1.2603,0.884118,0.853681,0.84266,0.842803,1.46975,0.97354
FUT11,4.84602,5.30884,5.30504,5.28938,5.24367,5.4919,4.88654,4.93547,5.95565,5.8953,5.31643,4.27909,5.28155,3.95669,4.74074,5.06802,4.33702,3.58363,4.40228,4.20623,4.41421,5.07717,4.65107
ARFGAP2,27.4213,29.2551,28.2398,27.7364,27.8095,22.0425,25.8314,28.4339,23.2823,27.4872,27.8233,25.8351,25.9297,26.7932,25.0567,22.987,26.36,16.004,27.1258,25.5078,20.9873,26.0361,26.364
IL8,12.1743,7.41875,7.59837,11.1898,7.45598,13.9933,9.82957,11.4019,19.9338,12.7786,18.6893,4.68126,2.29711,2.04438,4.30453,3.8373,2.31863,5.2273,3.02067,3.75764,4.64841,3.05043,5.53895
KYNU,75.7973,67.2541,96.8073,73.8694,79.8704,102.201,88.2528,83.533,80.8544,93.2319,74.8511,89.7064,84.6907,88.7016,79.2323,89.0399,100.067,117.22,92.5308,79.4004,88.2171,85.1885,87.7951
DBX2,0,0,0,0,0,0,0,0,0.0082447,0,0,0,0,0,0,0,0,0,0,0,0,0,0
USP27X,2.08111,2.46039,2.74605,1.8398,2.03506,2.24116,2.48681,2.18281,1.99817,2.31137,2.09467,2.12851,1.9159,2.86845,1.93868,1.97608,2.76543,2.26031,2.30043,2.51438,1.96075,2.53426,2.65867
CWC22,11.426,11.0677,13.4026,11.6634,10.6877,11.7142,13.4419,10.9156,10.7895,12.7427,11.9519,11.5055,10.9762,11.8348,10.9121,12.3449,15.2891,10.5766,12.9538,11.054,11.2537,12.1532,11.1767
FN3K,4.8298,5.0649,8.0509,5.21765,10.7903,6.56888,6.89579,6.77875,6.44139,7.60585,6.87673,6.10269,6.80996,10.1103,7.29176,5.82237,10.3656,9.71594,7.48398,7.27271,7.35492,9.90774,8.78027
TCP10L2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SYMPK,13.8858,13.73,15.0663,15.0422,17.3075,12.5175,14.6307,12.8419,11.7701,14.8756,11.428,12.3763,13.4018,13.7101,12.5728,11.984,13.9003,12.8552,14.8459,12.539,12.2978,14.2423,14.117
KPNA6,30.2627,28.9047,33.881,30.0026,32.2781,27.7151,32.883,30.6382,28.004,34.1268,30.4517,26.5847,28.2339,31.1952,27.9352,27.9476,34.1544,25.0969,29.1666,27.2345,26.3708,28.7919,29.297
PRRG4,5.92982,5.40427,6.1274,5.4185,6.44512,7.55672,5.63901,5.06222,7.20405,5.9189,6.50476,8.41466,6.92001,7.04989,7.65256,8.18577,8.28738,7.61967,7.07368,6.35213,8.24536,7.1936,8.02435
WDYHV1,10.3571,14.5964,13.8076,16.6168,11.5416,19.5095,12.7578,22.5316,17.2783,11.6182,17.0401,13.7775,14.0929,12.2084,13.1842,14.4792,14.0884,18.9037,14.0122,20.0046,12.2701,13.8389,16.0682
SLC11A1,0.028216,0.0513116,0.0276399,0.0578387,0.0653727,0.0583808,0.0325717,0.0591825,0.0760087,0.035752,0.0489414,0.0695346,0.0328876,0.0513397,0.0781232,0.0223322,0.082913,0.0594741,0.0240892,0.0578348,0.0929573,0.0579851,0.0636305
ST3GAL5,1.26993,0.573203,1.41267,0.593684,1.09746,1.80652,0.786291,1.80736,0.534004,0.327648,0.404896,1.00364,0.731573,0.963898,0.584913,0.599325,0.952516,4.2503,1.32735,1.70197,1.25907,0.828172,1.08173
COQ7,7.36345,8.90613,9.42348,7.09249,8.03581,7.44808,8.78423,8.34302,5.80879,7.81957,5.20753,8.01395,6.8832,10.2472,6.925,8.10707,8.90889,7.73162,9.11778,8.55505,6.8749,7.84548,8.11089
NRD1,48.89,46.9273,58.1535,49.5151,53.5071,55.3467,57.3105,52.4144,51.4787,57.3444,49.4727,52.9431,49.4825,54.0676,49.5685,54.3208,63.6667,52.4475,58.8971,50.467,50.7276,54.2444,55.5904
S1PR4,0,0.0693235,0.0750405,0.104265,0.131914,0.158171,0.0526195,0.0685222,0.204233,0.128658,0.397174,0.071997,0.162701,0.0793633,0.153577,0.160682,0.111939,0.124671,0.051866,0.0972815,0.390909,0.293705,0.214559
C5orf34,1.98712,2.20421,2.70526,2.32357,2.09365,2.59648,2.57174,2.30481,2.18459,3.01206,2.66161,2.831,1.73902,2.20822,2.66083,2.13046,3.51426,1.78534,2.14854,2.84497,2.35862,2.57348,2.27498
LPPR1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.246579,0.00926121
PPM1L,0.968781,1.12911,1.08651,1.07439,0.995337,1.25635,1.04336,1.13635,0.987088,1.09176,1.27438,1.00034,0.956678,0.840935,0.560673,0.528567,1.03323,1.29751,1.09774,0.97035,0.772965,1.02658,1.11177
SPAG11B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LDLRAD3,16.0441,17.3012,18.8245,18.9517,21.0595,18.3833,16.1425,16.4023,16.5252,12.6682,14.0011,20.8806,21.1607,19.8743,20.6463,22.8441,22.5059,26.1857,20.9634,20.8279,23.881,19.1622,21.7456
PPP2R3B,2.04651,1.84921,2.3466,1.81171,3.00225,1.95399,1.91793,2.1397,1.59195,1.98606,1.57264,1.77275,1.93882,2.15776,1.59514,1.38015,1.84892,1.9466,2.20036,2.03184,1.74323,2.11015,2.00129
YRDC,21.0885,25.0918,21.9309,29.1773,26.3747,20.0637,25.3483,24.4966,27.0601,29.8762,28.5956,20.0746,19.0789,18.4023,19.5651,19.2903,21.0386,17.5498,20.3039,19.286,20.8746,20.6668,22.0816
TTC39C,14.7857,14.7355,14.5819,14.4184,10.7228,15.5729,13.8774,15.061,12.171,13.5237,12.5264,15.4294,16.2788,12.5346,15.2113,15.4786,14.6538,18.7975,14.3712,15.427,14.4387,12.7253,16.6617
MSH5,4.54376,4.02846,4.99637,2.33838,3.86834,5.57512,4.04732,5.76757,3.41383,3.29628,4.28468,4.54767,4.93282,4.49854,3.9891,2.9365,2.55876,5.12089,5.40417,6.46857,5.49958,4.56894,3.5006
