Gene_ID,SUM149_KDM5A.KO_C70_rep1,SUM149_KDM5A.KO_C70_rep2,SUM149_KDM5A.KO_DMSO_rep1,SUM149_KDM5A.KO_DMSO_rep2,SUM149_KDM5B.KO_C70_rep1,SUM149_KDM5B.KO_C70_rep2,SUM149_KDM5B.KO_DMSO_rep1,SUM149_KDM5B.KO_DMSO_rep2,SUM149_ROSA26.KO_C70_rep1,SUM149_ROSA26.KO_C70_rep2,SUM149_ROSA26.KO_DMSO_rep1,SUM149_ROSA26.KO_DMSO_rep2,SUM149_ZBTB7A.KO_C70_rep1,SUM149_ZBTB7A.KO_C70_rep2,SUM149_ZBTB7A.KO_DMSO_rep1,SUM149_ZBTB7A.KO_DMSO_rep2
OSBPL9,42.5641,42.5447,45.7063,48.7491,40.9476,43.2811,47.3926,44.9101,44.5609,42.4926,46.9402,46.1682,45.5652,45.516,47.9322,47.3089
CTSH,2.10682,2.83926,3.17147,2.70404,2.3473,3.45768,2.28473,2.95357,2.73259,2.47844,3.93334,2.995,2.56718,2.99791,2.88434,1.57453
GAPDH,2208.87,2362.05,2330.24,1916.12,2314.73,2022.95,2405.18,2609.88,2219.8,2178.87,2475.44,2646.05,2089.31,2183.8,2319.4,2337.94
ASB15,0,0,0,0,0,0,0,0,0,0,0.0139043,0,0,0,0,0
REXO1L11P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PAQR7,3.44043,3.69481,2.96993,2.2874,3.71648,3.44117,3.13104,2.8539,4.09179,4.0498,2.8033,2.6806,4.18677,4.08277,3.26102,2.68949
IQCJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RAB44,0,0,0,0,0,0,0,0,0,0,0,0,0.0123402,0.0131877,0.0122117,0
PPOX,0.754629,0.838478,1.37115,1.75796,0.473808,1.01701,1.32272,2.01454,0.771574,1.09458,1.11502,1.39222,1.15182,1.44374,1.79321,1.68007
NNAT,0,0,0,0,0,0,0.0430747,0,0.0314134,0.038416,0,0,0,0.0345152,0,0
TXLNB,0.0527927,0.0596339,0.165901,0.0447567,0.067861,0.0629185,0.108973,0.167892,0.120375,0.105976,0.090981,0.0738828,0.157396,0.0584191,0.189405,0.247333
DNAH2,7.26018,8.06055,8.10903,7.40244,7.53129,8.67607,9.02496,7.87936,8.49435,7.93299,7.07413,7.10151,5.93905,6.41079,6.51929,6.26736
FBXW9,2.22507,2.12739,3.16233,2.66278,1.24222,1.8313,2.2002,2.12412,2.35421,2.00859,2.4272,1.96135,1.6071,2.00404,2.43916,2.2149
ACTN4,83.4865,94.4346,82.3127,67.764,88.2526,86.3953,87.8905,80.8009,93.7251,93.0222,92.0061,86.1847,93.5658,104.983,92.436,90.5906
HNRNPA1,743.173,849.39,820.602,748.856,793.907,765.321,873.955,804.627,772.223,813.79,880.499,873.398,717.892,814.279,844.424,826.555
ZNF157,0.880624,0.858257,0.399935,0.490158,1.02171,1.02808,0.257887,0.329172,0.888377,1.03072,0.3308,0.175591,1.23667,1.41813,0.383557,0.358926
CHRNA3,0,0,0,0,0.00795828,0,0,0,0,0,0,0,0,0,0,0.00967251
POLR2A,34.1903,38.2439,33.3209,26.8265,37.2009,35.2401,35.0851,32.4946,37.2352,39.7723,38.1849,34.9491,40.65,42.0522,36.1393,35.4767
GPR18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCF19,13.7553,14.809,16.9723,14.4828,13.1525,14.8914,15.2905,14.6968,14.1077,13.8688,15.1703,14.9769,11.0516,12.8055,13.5373,12.6694
POLR3A,7.31799,7.61404,7.46681,7.59779,6.64557,7.36469,7.38853,6.74011,7.0593,7.08113,6.67539,6.35584,7.29171,7.70974,7.1714,7.03256
KCNA2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C4orf6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TTBK2,1.0455,1.66628,2.27642,2.23547,1.23914,1.68883,2.29118,1.83108,1.09678,1.36339,1.76684,1.60757,1.10018,1.0227,1.36622,1.51008
NKAP,10.2513,10.5096,10.4709,9.27812,9.1494,7.51743,10.3055,11.2797,10.2707,10.2359,11.9304,15.2289,10.5633,9.60058,11.3724,12.5102
FAM46A,5.98688,5.95862,8.11317,10.8009,5.34894,6.28591,7.56229,6.52681,5.33082,6.01911,6.69711,6.52093,5.54283,5.5587,7.103,6.66459
ADHFE1,0.0154572,0.12617,0.0461892,0.059538,0.0760814,0.0207649,0.0240634,0.0886754,0.0176451,0.138035,5.22E-08,0.0177323,0.0429701,0.0947579,0.0454843,0.0167259
AP002956.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MRPL45,28.77,30.2558,32.1851,31.7748,25.2626,24.1336,25.8803,26.3078,23.6604,22.8158,23.6315,24.3754,23.96,24.4309,28.628,26.4526
SLC20A2,21.2394,20.9597,16.7874,20.9717,22.5368,22.0652,18.5682,17.5268,21.3951,21.0974,19.6408,17.9195,20.202,22.7549,19.9994,22.0955
TSPAN8,0,0,0,0,0,0,0,0,0.065628,0,0.0374173,0,0.0315318,0,0.0939774,0
KLK7,0.0791985,0.0495073,0,0.0302992,0.0645477,0,0.0244967,0,0,0,0,0.0201,0.0204566,0.0786678,0,0
RASSF2,0.00510262,0.0160055,0.0078102,0.0200117,0.0186857,0.00703514,0.0568657,0.0225328,0.0119667,0.00729159,0.0135648,0.0180287,0.107144,0.152406,0.152953,0.143425
PRKCB,0,0,0,0,0.00304656,0,0,0,0,0,0,0,0,0,0,0
CDC40,8.08483,8.40609,8.19331,9.98998,7.76887,8.57897,8.45576,8.61032,7.65403,7.7606,8.2014,7.77616,8.06744,8.7633,8.87904,8.6915
MXD3,0.828492,0.965806,1.15161,1.39892,0.732335,0.867491,1.10616,1.00643,0.73543,0.797665,1.1571,1.20251,0.64446,0.971537,1.14479,1.24978
DIS3,18.7883,22.0323,20.5593,23.2629,21.4788,21.9173,22.1364,19.2472,19.9694,19.994,20.8801,21.0737,21.1303,21.8136,22.4276,22.2325
TMEM31,0.0549471,0.0567622,0,0.110007,0,0.0743766,0.175104,0,0.126104,0.154852,0.0723886,0.126995,0.128842,0,0.0644322,0
BAIAP2L1,11.4263,11.9662,11.6542,10.5518,12.6617,12.8836,11.8832,11.279,12.7264,12.0986,11.3914,11.5184,14.0274,15.6998,13.2397,14.2435
LRRC10B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0145577
RNFT1,4.82629,4.32836,6.4001,5.84668,4.72037,5.62556,5.40631,7.06296,4.42861,4.81431,6.00867,5.63359,4.47625,4.67567,4.14239,5.08391
FRY,0.0760542,0.133423,0.0590508,0.0968242,0.0426257,0.152734,0.0856678,0.0910441,0.0604135,0.034995,0.0618107,0.145277,0.0264614,0.0775998,0.11845,0.0685683
SLC39A13,6.45599,5.82927,6.53368,6.11899,5.53189,5.26207,8.09655,5.45936,5.79939,5.57039,6.31292,5.97593,4.86572,6.45917,5.9877,5.72158
PPFIA3,2.31228,2.47827,2.77584,2.22429,1.94141,2.30115,2.22845,1.96022,2.58562,2.84275,2.89288,2.24813,2.66829,3.2634,2.27978,2.03855
SDHC,66.351,70.3008,75.5389,57.8557,54.8007,52.3052,67.6231,63.5535,58.2191,54.9494,63.1067,57.3459,60.2797,61.5252,66.7315,63.5349
CD300LB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC012414.1,0,0,0,0,0,0.165018,0,0,0,0,0.0401979,0,0,0,0,0
CD209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LRFN3,1.9132,1.97422,2.21286,1.71953,1.83867,1.47123,1.84992,2.22273,1.82629,1.68766,2.35941,1.73056,0.860198,1.04884,1.17565,1.02254
IL36G,0.0356202,0.0365647,0,0,0,0.048035,0,0,0,0.0499199,0.0363455,0,0.27861,0.044902,0,0
CCDC146,0.0871198,0.0435751,0.0395139,0.050727,0.127328,0.0948704,0.109668,0.113365,0.0488407,0.0614734,0.191074,0.117753,0.0997974,0.0550892,0.0817151,0.0833551
SMG9,8.77603,8.61288,9.39466,7.56021,8.06722,7.72661,9.353,9.56178,8.44287,9.05817,9.99324,11.7518,7.39,9.28988,9.11805,8.80896
ICAM1,4.29239,4.23367,2.66068,2.26884,4.63302,4.7559,2.56437,3.65057,5.58719,5.13604,3.37832,2.69098,5.625,6.13147,2.19324,2.901
DUSP11,24.3839,25.9709,21.8188,26.0344,22.7591,24.0333,24.3765,23.0172,19.8171,20.3972,19.0835,18.9229,18.9443,21.299,19.2938,18.8794
SPTBN4,0.0126483,0.0742126,0.018155,0.0110412,0.0108248,0.0328896,0.0268839,0.052975,0.0284617,0.0169418,0.0476191,0.026513,0.00675328,0.011227,0.0200262,0.0263246
TMEM59L,0.0193759,0.0197843,0,0,0,0,0.0302319,0.0277954,0,0,0.0503516,0.0444863,0.0905475,0.121298,0.0673439,0.0629073
CYP4F11,1.0264,1.12289,1.23146,0.763507,1.35676,1.2962,1.33538,1.00743,1.01395,1.29416,1.16991,1.03853,0.833037,1.07063,0.61041,0.606405
DHFR,40.048,42.6403,48.893,55.1079,39.8908,44.2489,49.7523,48.5712,37.8778,40.3011,47.2318,45.6991,38.2002,39.1861,47.5657,51.6748
ZNF747,5.08657,5.19793,4.85877,3.52018,4.88119,4.50483,4.09978,4.85351,4.78559,4.46087,4.98474,4.26852,4.04322,4.78423,4.33721,4.73751
VILL,0.943328,1.75872,0.394302,0.669085,1.14593,1.02037,0.502818,0.966867,1.46744,0.821949,0.31002,0.303317,1.36594,1.09105,0.346065,0.303857
HECTD3,6.24708,6.13089,7.68844,6.0946,5.11913,5.89948,6.62898,6.88158,5.81887,5.53753,7.25986,6.31311,5.93638,5.75396,6.93726,6.74099
KDM4B,2.7808,3.19933,3.56829,3.03431,2.90995,3.05152,3.57996,3.09381,3.23269,3.04967,3.65454,3.30642,2.76677,3.3843,3.82505,3.5772
DHRS11,3.93379,3.58344,4.82735,4.35406,4.61803,4.76519,4.4657,3.69964,5.40221,5.19987,5.92274,4.85686,4.81473,4.65091,5.125,4.85385
PITRM1,29.0235,35.1024,32.4285,33.3285,33.5152,32.6659,30.0928,29.3898,31.1845,30.5086,28.9028,31.223,29.382,32.6744,29.7277,28.6734
IFNA8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MORC3,5.32729,5.78011,5.37333,7.48176,6.45798,6.78034,5.68142,5.44906,4.89844,5.11739,4.71708,4.7686,5.24381,5.64629,5.35968,5.50257
SLC31A1,22.3963,22.0788,22.9938,22.6332,19.9121,20.0426,22.3855,22.7271,20.2794,21.2011,19.5988,22.9444,19.0966,20.0088,22.763,21.8906
PRDM9,0,0,0,0,0,0,0,0,0,0,0.0099266,0,0,0,0,0.00829841
FAM188B,0.983473,0.974306,1.10973,0.753858,1.04044,0.955988,1.18839,0.898495,0.71561,0.917327,0.85359,0.974802,1.05483,1.14056,1.10526,1.07512
C22orf39,11.4718,12.0029,12.4659,13.7521,13.108,12.5106,11.5359,11.9889,12.6534,13.2111,12.4216,12.026,12.8769,13.8771,15.3278,14.924
DCLK3,0,0,0,0,0,0,0,0,0,0,0,0.00593707,0,0,0,0
IL37,0.0652278,0.135224,0.11777,0,0.226543,0.156554,0.209114,0.0943628,0.255058,0,0,0.0895027,0.306232,0.197905,0.230273,0.212465
PSEN2,7.29987,7.08932,8.88053,5.98138,7.72201,7.78394,6.80601,10.6545,8.96635,6.74647,9.76673,8.00957,6.16083,7.09155,6.93968,8.30864
C1orf53,0.69642,0.659665,0.472519,0.364915,1.15473,0.470964,0.874043,1.94957,0.71244,0.69853,1.1307,0.718741,1.1821,0.992513,0.789838,1.18275
PCYT1B,0.133475,0.150125,0.0564697,0.0768875,0.0986847,0.0721123,0.0485029,0.0536504,0.149279,0.0508075,0.0730772,0.110772,0.181725,0.135205,0.0596541,0.0834782
MUC13,0.0201077,0.0782991,0.0299759,0.0385111,0.00894445,0.0134909,0.0156024,0.112511,0.0573419,0.111908,0.206964,0.034563,0.0352022,0.0250758,0.0232209,0.0217455
GGNBP1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POLR2M,6.17217,5.91172,6.15248,8.17229,5.99806,6.31399,7.24628,6.54582,5.67091,5.89011,6.27348,7.24857,5.89484,5.87391,6.70406,6.819
PPP2R3A,6.15739,5.94845,5.74778,7.23493,6.70428,7.30596,6.68794,5.9551,6.10286,5.48357,5.24224,5.75001,5.98864,6.7617,4.82307,5.23545
PCDHGA4,0.0124198,3.12E-105,0.0198036,2.11E-87,1.07E-98,8.85E-66,0.0198863,0.0181487,2.42E-08,0.018368,2.96E-20,0.0301948,0.0151997,1.24E-08,0.0139115,0.0146546
BEND5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RTCA,23.2514,25.6996,22.3571,25.181,26.7296,26.4515,25.6151,23.8361,24.9219,22.765,25.7819,22.9265,21.9305,24.8315,21.7465,23.7547
HES2,0.39744,0.477596,0.206816,0.175927,0.544809,0.682566,0.234504,0.226139,0.514323,0.521592,0.37345,0.212118,0.431092,0.517724,0.456728,0.382141
PSMB11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PPP2CB,35.1199,36.2434,35.1449,40.4714,35.1603,37.3988,35.1675,32.5683,33.0516,33.7405,29.4019,33.0515,36.3313,37.2662,35.393,33.2452
CNBP,209.401,211.351,212.823,243.721,202.605,213.978,204.378,206.464,190.26,188.53,195.333,195.28,199.168,208.76,211.173,212.226
TYW5,2.76102,2.61549,2.72442,2.97056,2.84519,2.90776,2.66241,2.76809,2.62087,2.50723,2.34884,2.14021,2.56793,2.89482,2.37349,2.80212
XRN2,64.7124,69.8738,70.7682,71.9646,68.1814,69.0424,71.0392,66.651,67.4018,64.9602,70.299,70.1156,65.4592,72.2705,73.7207,73.9613
GRIA2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAMD15,0.422701,0.336926,0.544471,0.514111,0.345031,0.30623,0.53152,0.571962,0.299605,0.222295,0.709258,0.483801,0.292951,0.474974,0.56675,0.835272
CCDC150,1.45535,1.63283,1.95679,2.03988,1.55184,2.10332,1.9198,2.16926,1.6553,1.81987,2.2812,1.77882,1.06166,1.38329,1.34737,1.48105
NAA38,15.7032,18.0168,16.0323,20.1973,16.6173,16.3476,16.6408,15.13,15.2804,16.9779,16.3554,15.5696,14.7833,14.1185,16.4727,16.8778
NPTXR,0.300739,0.325036,0.170473,0.172827,0.403598,0.351946,0.206794,0.177585,0.435318,0.35813,0.141851,0.2022,0.929934,0.980094,0.544787,0.531537
CARD8,3.38438,3.00703,3.31821,4.12576,3.17854,3.04142,3.16802,4.13189,2.75349,2.5845,4.85551,3.47622,2.80724,3.43262,2.92505,3.23928
C9orf135,0,0,0,0.0834662,0,0,0,0,0.096737,0,0,0,0,0,0,0.0915294
SEMA5A,0.0726584,0.0753365,0.0580127,0.0261809,0.065435,0.101815,0.228998,0.253426,0.0570658,0.0286813,0.163602,0.0409372,0.247516,0.198621,0.343746,0.389991
SGMS2,6.79789,8.06788,6.814,8.02475,8.09155,9.0583,7.76335,7.77066,6.95025,7.0135,6.33481,7.31031,6.20427,7.09831,6.51104,6.60163
SDR42E1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COLEC10,0.0778154,0,0.0388877,0,0.0461032,0.10474,0.0406286,0,0.0296502,0.0362515,0.13515,0.119249,0.0909656,0.0325634,0.210814,0.140413
PKD1L2,0.112473,0.0766433,0.050226,0.103035,0.0660344,0.167569,0.0731448,0.0893545,0.188373,0.154853,0.130838,0.101716,0.21379,0.327899,0.0700396,0.0802343
ANXA13,0,0,0,0,0,0,0,0,0,0,0,0,0.0252712,0.0271025,0,0
SNTB2,11.3382,11.4317,11.1675,12.0403,11.476,14.3404,12.9821,10.4239,12.5192,12.3683,11.2181,11.2702,12.6026,12.5002,12.2664,11.5164
USP50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PDPN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GLRX5,28.1106,28.2995,31.7671,30.658,28.0398,29.5031,30.7544,29.6907,28.3593,27.6279,27.0324,29.1255,27.9521,30.2138,32.1711,30.1246
BTRC,4.33697,3.49498,5.00289,3.84983,3.44023,5.03291,5.14542,4.19284,4.69323,4.29199,4.12198,5.12676,4.7052,5.15857,6.2507,6.0525
RBBP8NL,0.238776,0.28538,0.216697,0.0795583,0.267839,0.264699,0.145027,0.193299,0.307912,0.231135,0.29572,0.273638,0.411978,0.595626,0.311747,0.291914
CTB-60B18.6,0.0952521,0.0517705,0,0,0.00966925,0.00736681,0.00865061,0.0353637,0.106627,0,0.0092078,0.00707567,0,0.00690732,5.22E-06,0
EIF1B,26.1887,27.692,27.4551,32.8269,25.9679,27.1828,28.6326,26.4615,23.2709,23.0048,24.857,23.6486,28.7768,27.8042,33.1192,29.5717
AC010877.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BVES,1.27656,1.34696,1.55707,1.3232,1.21055,1.60591,1.66804,1.60853,1.27077,1.10358,1.18763,1.43078,2.12541,1.95534,1.93681,1.91054
TAS2R7,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0391693,0,0
JAK3,0.0407816,0.0259059,0.0303447,0.0403913,0.034212,0.0652065,0.0394418,0.0505171,0.0581113,0.0497233,0.046109,0.0291816,0.0475735,0.0317204,0.0352627,0.0440881
PALMD,0.0622216,0.107071,0.141124,0.224078,0.0727422,0,0.242331,0.100399,0.0399815,0.0487781,0.223023,0.241023,0.0728399,0.119555,0.215932,0.388739
CYP4B1,0.269563,0.553459,0.598665,0.463783,0.410982,0.362007,0.355328,0.580473,0.487792,0.498878,0.601818,0.455576,0.612305,0.64986,0.960032,0.730657
GRIK1-AS2,2.03E-145,3.00E-259,7.63675e-314,1.69E-213,0,9.95E-251,0.0620119,6.98E-202,3.19E-271,0,0,0,2.58E-108,0.0805494,0,0
OR2T2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AP001631.10,0.295504,0.235715,0.049347,0.0643034,0.291659,0.265521,0.258189,0.047218,0.187832,0.321844,0.0857688,0.0377862,0.384091,0.372059,0.0382118,0.0355651
SLURP1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CC2D2A,3.93141,3.94374,4.86877,3.98145,4.22711,5.145,4.65823,4.83195,4.28814,3.64478,4.34242,4.04275,3.48151,4.242,4.37945,3.92559
LOX,8.04652,7.89143,8.7753,12.7059,6.33722,7.50322,7.81111,7.74384,6.46707,6.37737,7.46477,7.5797,6.0145,6.15963,7.03688,7.42193
AP002884.2,0.0299335,0,0.0449413,0,0.0265948,0,0,0.0430244,0.0342349,0,0,0,0,0,0,0.0324169
NCBP2L,0,0,0,0,0,0,0,0.185042,0,0,0,0,0,0,0,0
FAM179B,4.23531,4.1543,4.4388,5.03013,3.84449,3.60589,5.6822,5.2389,3.43931,3.13583,3.97698,4.3251,4.02909,4.39812,4.03441,4.3314
TNK1,4.11733,4.2526,4.82672,2.61765,4.38856,4.20032,4.6764,4.06037,4.25423,4.32789,4.21758,4.30192,3.135,3.82121,3.76161,3.69509
NPBWR2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HSPA4,63.3278,69.6261,68.7223,75.5217,66.449,70.6945,67.4265,64.2819,61.6074,63.1334,63.6729,64.1155,66.5412,70.2843,71.408,70.875
CCL21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LEPREL1,5.99822,5.67721,8.29855,7.69612,5.23869,6.00693,7.23346,7.48915,4.29593,4.90422,5.97893,6.27839,6.03112,5.7889,9.26469,8.48794
OR10G3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EBLN2,1.03363,0.584082,0.800358,0.819744,0.804172,0.917897,0.83476,0.87367,0.758809,0.900973,0.839068,0.932119,0.646819,0.993268,0.705415,0.659106
MFSD2A,13.1067,13.3221,14.7011,10.9906,11.5319,11.1805,14.5856,15.0549,13.0787,12.6633,13.8518,13.872,9.94671,10.1343,11.3819,10.6194
C1orf122,12.3166,13.4347,14.8734,13.5308,11.6898,12.703,13.3183,15.2887,12.6814,12.4414,13.6907,12.7419,9.98964,14.0996,15.8065,12.2561
ZHX1,16.8706,17.4361,22.6613,29.6576,17.0213,18.3917,21.487,20.8928,14.2092,15.1146,19.0168,21.1802,15.9393,16.8528,21.8728,21.6942
ANKRD11,15.1636,17.2648,15.1486,11.5997,16.5896,15.7587,15.2261,15.8468,17.5132,17.0459,18.4265,18.4562,17.8607,18.9009,15.9201,16.8421
WBSCR27,0.342767,0.54777,0.172042,0.299912,0.202912,0.667991,0.660908,0.383755,0.741288,0.640926,0.348917,0.219365,0.579486,0.720873,0.355223,0.660298
AGBL5,7.65444,8.81825,14.0154,12.0908,6.20367,8.05426,11.1532,10.7323,7.91395,7.64569,11.1067,11.5679,6.59684,6.98852,13.0835,10.8527
PIM1,8.8435,9.49274,10.0715,8.79277,8.92395,9.35934,9.83761,8.60265,10.1894,10.8459,9.74367,10.4258,14.1228,15.2182,13.1893,13.0143
NPIPB5,16.829,17.4957,16.4706,16.9355,17.4998,18.7219,17.9951,18.3847,18.0015,18.3526,19.5835,15.9413,19.7937,19.2572,16.3323,15.6236
SRPK1,63.4157,66.4398,63.4635,65.7419,64.004,65.5388,66.2141,64.4569,65.5185,65.7351,66.8237,66.733,64.9109,66.5829,68.6384,69.6062
N4BP2L2,17.0169,15.6159,15.9524,20.8441,17.1459,16.022,16.6466,16.6027,15.2042,15.3317,15.7337,14.6185,15.745,15.8492,16.2845,17.2838
OR2A1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CACNA1F,0.00474766,0,0,0.0180949,0.00422524,0,0,0,0.00541181,0,0.012269,0.00543509,0,0.00590768,0.0054729,0
POGZ,7.95733,8.08746,9.54555,9.18645,9.2112,9.41224,14.6624,7.72751,7.99198,10.9602,9.09533,8.20444,13.353,8.47718,12.421,10.4246
RAX,0.0294985,0,0,0.018827,0.0349922,0.0131929,0.0305145,0,0.0112155,0,0.0127277,0.0225342,0,0.0122605,0,0.0212668
KRTAP9-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-114H20.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
APEX1,112.832,117.624,116.616,96.7511,108.763,104.051,112.606,111.065,105.301,106.697,109.194,119.092,115.787,115.436,128.244,134.351
KCND1,0.138829,0.200297,0.239923,0.311666,0.185248,0.261741,0.341896,0.36724,0.230153,0.240803,0.340741,0.3154,1.10396,1.15695,1.75081,1.35915
PRAMEF16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TNIK,2.03424,2.00773,2.70264,2.77299,2.38429,2.85485,3.8172,2.7315,1.88092,1.91817,2.40661,2.34939,2.10033,2.85523,2.96409,3.47428
CTRB2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NAGK,9.54951,9.20956,11.051,8.52246,10.1191,10.0086,13.8231,11.1405,10.0574,9.39271,11.0574,7.30836,11.7049,6.99764,10.7004,11.8778
CTD-3214H19.16,1.48E-07,2.45E-06,3.09E-06,1.36E-08,4.12E-06,5.13E-06,2.68E-06,5.96E-06,2.42E-06,3.58E-06,3.10E-06,2.86E-06,4.26E-06,1.15E-13,3.01E-06,1.56E-06
NUDT14,2.87294,3.91287,3.13489,2.80151,3.37391,2.92548,3.42904,2.9299,3.69718,2.85623,3.24719,2.44678,3.36463,4.02607,2.2721,3.21025
FBXL17,3.44733,3.73005,4.35781,7.19833,3.66774,4.44149,5.59517,4.4097,3.56648,3.37619,4.62089,4.58672,3.35126,3.24933,4.145,4.7554
DTD2,6.75769,6.753,7.1006,8.40824,6.23035,6.92341,7.55893,7.99185,6.80784,7.13814,7.72421,7.67734,7.58207,7.48156,8.92431,8.37899
ZNF511,11.5554,12.5986,12.1923,10.411,11.2756,12.3332,11.5363,13.9702,13.6467,12.9012,13.6253,13.0141,11.2747,12.867,11.9507,13.0467
KAAG1,0,0,0.0348803,0,0,0,0,0,0,0,0,0,0,0,0,0
AL355531.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C10orf112,0,0,0,0,0,0,0.0272098,0,0,0,0,0,0,0,0,0
KCNIP3,4.74078,5.45675,8.56166,6.19979,4.13567,3.82851,6.81234,8.27225,5.55001,5.48979,7.13336,7.70736,5.1779,5.74187,8.49564,8.20223
NHEJ1,6.35601,8.10179,7.15146,5.6324,7.46904,7.14549,6.20182,5.14467,8.09055,7.03156,5.77124,6.28733,7.6362,8.71857,7.40423,6.51878
FAAH2,1.29417,1.33521,1.7282,1.34814,1.29991,1.16571,1.73006,1.85521,0.990634,1.78206,1.26404,1.51939,1.19121,1.25588,1.53239,1.11458
ZNRF2,2.7065,2.68665,2.67175,4.60824,2.88392,3.65254,3.60272,3.12113,3.00212,3.24899,2.90541,2.7423,2.59187,3.51615,2.75333,2.73978
GGA1,10.2589,12.3943,14.4803,12.1262,10.8227,10.7112,14.8446,12.0548,12.8532,11.4046,12.7791,11.7873,9.50013,12.4201,11.1657,11.7894
CADM1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADAMTS20,0.0136035,0.00921582,0.0134933,0,0.0121069,0,0,0.0194633,0.0155062,0.00629939,0,0,0.00528939,0,0.00522681,0.00980391
MAF1,26.6759,29.3363,38.1264,30.6816,28.2487,28.704,35.7404,31.183,28.3035,28.5067,34.338,30.2505,26.0091,28.8704,34.9692,33.068
DEFB119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CASP5,0.292747,0.301119,0.525477,0.247918,0.22276,0.282325,0.264487,0.18072,0.431157,0.0587087,0.274072,0.337472,0.195866,0.158566,0.341745,0.543945
FHDC1,2.4303,2.58138,2.45143,2.64315,2.38735,2.49406,2.42018,2.35183,2.46828,2.45698,2.96551,2.6269,2.07333,2.02165,2.10113,1.79967
PIK3R6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIF4GD,4.22584,3.38712,4.37748,3.24304,4.44688,4.57455,5.19036,4.03797,5.75639,5.44459,4.14808,4.52005,4.57304,5.5261,4.25535,3.55208
RBM23,19.8958,23.5018,24.9652,23.9055,21.1776,20.7687,23.3407,26.2806,21.4291,20.1945,27.4465,24.1198,24.3581,22.7908,29.0133,27.0222
NPFFR1,0.0518028,0.0216655,0.0135943,0.00579684,0.0216981,0.0285839,0.00941955,0.00435866,0.0208365,0.0211574,0.023606,0.00697468,0.0390938,0.0265231,0.0210642,0.0197629
IPO7,62.2865,68.0834,65.5259,79.5664,68.8738,75.3827,72.2945,66.0579,63.6802,63.9812,62.3036,63.6834,60.2633,61.8393,64.1981,63.6854
CTAGE4,0.623999,0.764274,0.864132,0.796733,0.731035,0.87869,0.665726,0.614878,0.715775,0.841796,0.813829,0.857796,0.630409,0.702503,0.526553,0.62665
ZNF462,5.01534,5.42756,6.01205,5.90712,4.94876,5.98154,5.8131,5.03688,5.58624,5.95969,5.59183,5.21323,6.33203,6.47361,5.79961,5.62058
ZAR1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZNF174,3.41213,3.88389,3.60712,3.59729,3.78029,3.32887,4.27246,4.24537,4.18204,3.58006,4.36183,3.99996,3.34423,3.35133,3.77157,4.06093
MAX,37.9776,41.1731,43.3252,36.2684,36.2136,36.931,38.265,35.6526,34.3561,34.5068,31.8855,34.4576,38.6628,34.5237,36.6548,34.3608
AC011551.3,0,0,0,0,0,0,0,0,0.122009,0,0,0,0,0,0,0
FSD1L,1.75596,1.58545,1.546,2.44209,1.91952,1.88941,2.01347,2.2431,1.54837,2.59046,1.82459,1.93565,1.7234,2.61561,2.11697,1.62552
RP11-497E19.2,0,0.0691763,0,0,0,0,0,0,0,0,0,0,0,0,0,0
